# Normalized	Hexane Cap	10000.0 eV
# q in nm-1	I in cm-1	poisson_error
1.841697148967067765e-01	-6.108836531639099121e-01	nan
2.043117153216008064e-01	-5.163820385932922363e-01	nan
2.244537157464948640e-01	-4.339297711849212646e-01	nan
2.445957161713888939e-01	-3.749807476997375488e-01	nan
2.647377165962829237e-01	-3.338467180728912354e-01	nan
2.848797170211769814e-01	-3.015463650226593018e-01	nan
3.050217174460709835e-01	-2.813562452793121338e-01	nan
3.251637178709650411e-01	-2.635896205902099609e-01	nan
3.453057182958590987e-01	-2.494050562381744385e-01	nan
3.654477187207531008e-01	-2.383008003234863281e-01	nan
3.855897191456471029e-01	-2.291102856397628784e-01	nan
4.057317195705412161e-01	-2.202533334493637085e-01	nan
4.258737199954352182e-01	-2.129242867231369019e-01	nan
4.460157204203292203e-01	-2.065439969301223755e-01	nan
4.661577208452233334e-01	-2.023235112428665161e-01	nan
4.862997212701173355e-01	-1.968547999858856201e-01	nan
5.064417216950113376e-01	-1.933141499757766724e-01	nan
5.265837221199054508e-01	-1.895999461412429810e-01	nan
5.467257225447994529e-01	-1.865936219692230225e-01	nan
5.668677229696934550e-01	-1.837831884622573853e-01	nan
5.870097233945874571e-01	-1.809563636779785156e-01	nan
6.071517238194815702e-01	-1.779066175222396851e-01	nan
6.272937242443755723e-01	-1.751219034194946289e-01	nan
6.474357246692695744e-01	-1.722238361835479736e-01	nan
6.675777250941636876e-01	-1.699534356594085693e-01	nan
6.877197255190576897e-01	-1.675297170877456665e-01	nan
7.078617259439516918e-01	-1.655427813529968262e-01	nan
7.280037263688456939e-01	-1.629613786935806274e-01	nan
7.481457267937398070e-01	-1.612429618835449219e-01	nan
7.682877272186338091e-01	-1.588290035724639893e-01	nan
7.884297276435278112e-01	-1.568920016288757324e-01	nan
8.085717280684219244e-01	-1.554835736751556396e-01	nan
8.287137284933159265e-01	-1.529953330755233765e-01	nan
8.488557289182099286e-01	-1.514378190040588379e-01	nan
8.689977293431040417e-01	-1.500993967056274414e-01	nan
8.891397297679980438e-01	-1.486028134822845459e-01	nan
9.092817301928920459e-01	-1.466570049524307251e-01	nan
9.294237306177861591e-01	-1.453384310007095337e-01	nan
9.495657310426801612e-01	-1.439290344715118408e-01	nan
9.697077314675741633e-01	-1.420127749443054199e-01	nan
9.898497318924681654e-01	-1.402405053377151489e-01	nan
1.009991732317362390e+00	-1.388307213783264160e-01	nan
1.030133732742256392e+00	-1.375879049301147461e-01	nan
1.050275733167150394e+00	-1.357536166906356812e-01	nan
1.070417733592044396e+00	-1.344071477651596069e-01	nan
1.090559734016938398e+00	-1.330775618553161621e-01	nan
1.110701734441832400e+00	-1.315595209598541260e-01	nan
1.130843734866726624e+00	-1.302974671125411987e-01	nan
1.150985735291620626e+00	-1.290599107742309570e-01	nan
1.171127735716514628e+00	-1.273273676633834839e-01	nan
1.191269736141408631e+00	-1.261009722948074341e-01	nan
1.211411736566302633e+00	-1.250216811895370483e-01	nan
1.231553736991196635e+00	-1.236327737569808960e-01	nan
1.251695737416090637e+00	-1.224119588732719421e-01	nan
1.271837737840984639e+00	-1.207109019160270691e-01	nan
1.291979738265878863e+00	-1.197819933295249939e-01	nan
1.312121738690772865e+00	-1.185279190540313721e-01	nan
1.332263739115666867e+00	-1.173289492726325989e-01	nan
1.352405739540560869e+00	-1.160301566123962402e-01	nan
1.372547739965454872e+00	-1.144330129027366638e-01	nan
1.392689740390348874e+00	-1.137521341443061829e-01	nan
1.412831740815243098e+00	-1.119575574994087219e-01	nan
1.432973741240137100e+00	-1.108402758836746216e-01	nan
1.453115741665031102e+00	-1.094472482800483704e-01	nan
1.473257742089925104e+00	-1.081099882721900940e-01	nan
1.493399742514819106e+00	-1.067482456564903259e-01	nan
1.513541742939713108e+00	-1.055235639214515686e-01	nan
1.533683743364607110e+00	-1.041530296206474304e-01	nan
1.553825743789501335e+00	-1.026184856891632080e-01	nan
1.573967744214395337e+00	-1.019352972507476807e-01	nan
1.594109744639289339e+00	-1.006102338433265686e-01	nan
1.614251745064183341e+00	-9.921987354755401611e-02	nan
1.634393745489077343e+00	-9.794826060533523560e-02	nan
1.654535745913971345e+00	-9.703274071216583252e-02	nan
1.674677746338865569e+00	-9.593281149864196777e-02	nan
1.694819746763759571e+00	-9.455519914627075195e-02	nan
1.714961747188653574e+00	-9.361646324396133423e-02	nan
1.735103747613547576e+00	-9.214934706687927246e-02	nan
1.755245748038441578e+00	-9.087047725915908813e-02	nan
1.775387748463335580e+00	-8.961968868970870972e-02	nan
1.795529748888229582e+00	-8.853738754987716675e-02	nan
1.815671749313123806e+00	-8.739505708217620850e-02	nan
1.835813749738017808e+00	-8.605366200208663940e-02	nan
1.855955750162911810e+00	-8.487459272146224976e-02	nan
1.876097750587805812e+00	-8.330240100622177124e-02	nan
1.896239751012699815e+00	-8.224649727344512939e-02	nan
1.916381751437593817e+00	-8.101726323366165161e-02	nan
1.936523751862488041e+00	-7.975924015045166016e-02	nan
1.956665752287382043e+00	-7.858793437480926514e-02	nan
1.976807752712276045e+00	-7.734642922878265381e-02	nan
1.996949753137170047e+00	-7.606243342161178589e-02	nan
2.017091753562064049e+00	-7.519653439521789551e-02	nan
2.037233753986958273e+00	-7.400748133659362793e-02	nan
2.057375754411852498e+00	-7.271511852741241455e-02	nan
2.077517754836746278e+00	-7.133974879980087280e-02	nan
2.097659755261640502e+00	-7.019143551588058472e-02	nan
2.117801755686534282e+00	-6.918893754482269287e-02	nan
2.137943756111428506e+00	-6.801936775445938110e-02	nan
2.158085756536322286e+00	-6.678400933742523193e-02	nan
2.178227756961216510e+00	-6.563471257686614990e-02	nan
2.198369757386110734e+00	-6.449561566114425659e-02	nan
2.218511757811004514e+00	-6.354675441980361938e-02	nan
2.238653758235898739e+00	-6.233465299010276794e-02	nan
2.258795758660792963e+00	-6.130721420049667358e-02	nan
2.278937759085686743e+00	-6.021233648061752319e-02	nan
2.299079759510580967e+00	-5.913065373897552490e-02	nan
2.319221759935474747e+00	-5.809335038065910339e-02	nan
2.339363760360368971e+00	-5.708943679928779602e-02	nan
2.359505760785262751e+00	-5.571621656417846680e-02	nan
