# Normalized	232	8330.0 eV
# q in nm-1	I in cm-1	poisson_error
1.534133333808537225e-01	2.580738306045532227e+00	3.989058071918096249e-01
1.701916152350436418e-01	2.450357437133789062e+00	2.136239547762098512e-01
1.869698970892335610e-01	2.329492807388305664e+00	1.614264860460615236e-01
2.037481789434235080e-01	2.219724178314208984e+00	1.339092937249459492e-01
2.205264607976133995e-01	2.093498468399047852e+00	1.129090498657307345e-01
2.373047426518033465e-01	2.015020132064819336e+00	9.780549294508046609e-02
2.540830245059932935e-01	1.959979772567749023e+00	8.687474002358118452e-02
2.708613063601831850e-01	1.894190549850463867e+00	8.521431932155795752e-02
2.876395882143730764e-01	1.861484766006469727e+00	8.343497483997175390e-02
3.044178700685630234e-01	1.836362600326538086e+00	8.185099606166178210e-02
3.211961519227529704e-01	1.826231956481933594e+00	8.107233086133709687e-02
3.379744337769428619e-01	1.824799180030822754e+00	7.870663284072440535e-02
3.547527156311328089e-01	1.821806788444519043e+00	7.430447830031632062e-02
3.715309974853227004e-01	1.843806028366088867e+00	7.208131604861123254e-02
3.883092793395126474e-01	1.871297717094421387e+00	7.047551408834717979e-02
4.050875611937025389e-01	1.914410829544067383e+00	6.921717265768127791e-02
4.218658430478924859e-01	1.970116496086120605e+00	6.845343723205943309e-02
4.386441249020824329e-01	2.032699584960937500e+00	6.814375920619035465e-02
4.554224067562723244e-01	2.095621347427368164e+00	6.787885500183876708e-02
4.722006886104622714e-01	2.181673526763916016e+00	6.808453997261806889e-02
4.889789704646521629e-01	2.261588335037231445e+00	6.821415301145271337e-02
5.057572523188420544e-01	2.357629060745239258e+00	6.840495253328279790e-02
5.225355341730320013e-01	2.463498592376708984e+00	6.874877034371969231e-02
5.393138160272219483e-01	2.571153402328491211e+00	6.929523113957970770e-02
5.560920978814118953e-01	2.669003009796142578e+00	6.968134959351617030e-02
5.728703797356018423e-01	2.764578819274902344e+00	7.168713483847226342e-02
5.896486615897917893e-01	2.868498086929321289e+00	7.376126911723998592e-02
6.064269434439816253e-01	2.926221847534179688e+00	7.460669473754684422e-02
6.232052252981715723e-01	2.976215839385986328e+00	7.511921697570093925e-02
6.399835071523614083e-01	3.002901077270507812e+00	7.494925156460141569e-02
6.567617890065513553e-01	2.983933687210083008e+00	7.402317603502388266e-02
6.735400708607413023e-01	2.928000450134277344e+00	7.285662079769690547e-02
6.903183527149312493e-01	2.840793371200561523e+00	7.129645036297732608e-02
7.070966345691211963e-01	2.702927112579345703e+00	6.902037686394008054e-02
7.238749164233111433e-01	2.525391101837158203e+00	6.498189191297812362e-02
7.406531982775009793e-01	2.345458745956420898e+00	6.053390545869558742e-02
7.574314801316909262e-01	2.143215656280517578e+00	5.651943542398744219e-02
7.742097619858808732e-01	1.936560630798339844e+00	5.267665660704801134e-02
7.909880438400708202e-01	1.732914805412292480e+00	4.906273598885448756e-02
8.077663256942606562e-01	1.538657188415527344e+00	4.542353343189392545e-02
8.245446075484506032e-01	1.356479167938232422e+00	4.188067583985554537e-02
8.413228894026405502e-01	1.197366237640380859e+00	3.866902316159664954e-02
8.581011712568304972e-01	1.049921512603759766e+00	3.560710567931518050e-02
8.748794531110204442e-01	9.194880723953247070e-01	3.278495622761296024e-02
8.916577349652102802e-01	8.053571581840515137e-01	3.020185844048429644e-02
9.084360168194002272e-01	7.049508690834045410e-01	2.783299330597468341e-02
9.252142986735901742e-01	6.203088760375976562e-01	2.572803886664303333e-02
9.419925805277801212e-01	5.410653948783874512e-01	2.368921549220767697e-02
9.587708623819700682e-01	4.775493741035461426e-01	2.196029470378578485e-02
9.755491442361599042e-01	4.205175340175628662e-01	2.033645217330882701e-02
9.923274260903498512e-01	3.697928190231323242e-01	1.882846596591163449e-02
1.009105707944539798e+00	3.262985348701477051e-01	1.746727822696255913e-02
1.025883989798729745e+00	2.891223132610321045e-01	1.624054658656226904e-02
1.042662271652919692e+00	2.560915946960449219e-01	1.511379307638870823e-02
1.059440553507109417e+00	2.281446605920791626e-01	1.410638146305207181e-02
1.076218835361299586e+00	2.036121189594268799e-01	1.317945998328136185e-02
1.092997117215489311e+00	1.825848221778869629e-01	1.235240342252232580e-02
1.109775399069679480e+00	1.643745154142379761e-01	1.160070564056958457e-02
1.126553680923869205e+00	1.480356603860855103e-01	1.089893130473833759e-02
1.143331962778059152e+00	1.345130652189254761e-01	1.028957083683415541e-02
1.160110244632249099e+00	1.225480064749717712e-01	9.730454478062436352e-03
1.176888526486438824e+00	1.128882989287376404e-01	9.261366676393979064e-03
1.193666808340628993e+00	1.046283021569252014e-01	8.849356394635885664e-03
1.210445090194818718e+00	9.759129583835601807e-02	8.643819721077779586e-03
1.227223372049008887e+00	9.213223308324813843e-02	8.446902453031200284e-03
1.244001653903198612e+00	8.802194148302078247e-02	8.242265059122679330e-03
1.260779935757388781e+00	8.408066630363464355e-02	8.045036587097072547e-03
1.277558217611578506e+00	8.100208640098571777e-02	7.889087084271353273e-03
1.294336499465768675e+00	7.859037816524505615e-02	7.760116933387291131e-03
1.311114781319958400e+00	7.704337686300277710e-02	7.671487204373352714e-03
1.327893063174148125e+00	7.540811598300933838e-02	7.576422830956003850e-03
1.344671345028338294e+00	7.413594424724578857e-02	7.498450265725375985e-03
1.361449626882528019e+00	7.301018387079238892e-02	7.292134456806827203e-03
1.378227908736718188e+00	7.194858789443969727e-02	7.101120792676391368e-03
1.395006190590907913e+00	7.083622366189956665e-02	6.982024055314968621e-03
1.411784472445098082e+00	6.927070766687393188e-02	6.858094522281982762e-03
1.428562754299287807e+00	6.753579527139663696e-02	6.732188639457869529e-03
1.445341036153477976e+00	6.583868712186813354e-02	6.610452857754947099e-03
1.462119318007667701e+00	6.339067965745925903e-02	6.453082369934135150e-03
1.478897599861857426e+00	6.130745261907577515e-02	6.313200858776677957e-03
1.495675881716047595e+00	5.921092256903648376e-02	6.172507158720633678e-03
1.512454163570237320e+00	5.695461481809616089e-02	6.023789441042036105e-03
1.529232445424427489e+00	5.463188514113426208e-02	5.871943388528136874e-03
1.546010727278617214e+00	5.248530581593513489e-02	5.727769209514027397e-03
