# Normalized	10000 eV	Empty Kapton
# q	I	Poisson error
# nm-1	cm-1	cm-1
1.841697267451812003e-01	7.427282333374023438e-01	2.129498499854049764e-01
2.043117271404169821e-01	6.424219012260437012e-01	1.083232882001096686e-01
2.244537275356527362e-01	5.484203100204467773e-01	7.726543348798289856e-02
2.445957279308885179e-01	4.794923067092895508e-01	6.119659303246006987e-02
2.647377283261242997e-01	4.320379495620727539e-01	5.029802179980612242e-02
2.848797287213600815e-01	3.914974629878997803e-01	4.214037693521784089e-02
3.050217291165958633e-01	3.666020333766937256e-01	3.662115350623497412e-02
3.251637295118315896e-01	3.436879217624664307e-01	3.537447420979918794e-02
3.453057299070674269e-01	3.274549245834350586e-01	3.408253428816727243e-02
3.654477303023031531e-01	3.134877979755401611e-01	3.291617162968217547e-02
3.855897306975389904e-01	3.014484941959381104e-01	3.203799108394345813e-02
4.057317310927747167e-01	2.925652861595153809e-01	3.061324118165527006e-02
4.258737314880104985e-01	2.843528091907501221e-01	2.845415269618874893e-02
4.460157318832462803e-01	2.777823805809020996e-01	2.706427346672041906e-02
4.661577322784820065e-01	2.717394232749938965e-01	2.592797689684517640e-02
4.862997326737178438e-01	2.647502124309539795e-01	2.479085846306782609e-02
5.064417330689535701e-01	2.586008012294769287e-01	2.382486446303854269e-02
5.265837334641894074e-01	2.520857453346252441e-01	2.299332193329770360e-02
5.467257338594251337e-01	2.460501492023468018e-01	2.222789174447880808e-02
5.668677342546609710e-01	2.398180514574050903e-01	2.150659421057359022e-02
5.870097346498966973e-01	2.332737147808074951e-01	2.081040464229222051e-02
6.071517350451324235e-01	2.262149006128311157e-01	2.005641539482776875e-02
6.272937354403682608e-01	2.203596532344818115e-01	1.939134976430473278e-02
6.474357358356039871e-01	2.135047167539596558e-01	1.876340861217552433e-02
6.675777362308398244e-01	2.072532474994659424e-01	1.818317308384629141e-02
6.877197366260755507e-01	2.015501260757446289e-01	1.809473794093286944e-02
7.078617370213112769e-01	1.965217441320419312e-01	1.801619671605934198e-02
7.280037374165471142e-01	1.906512677669525146e-01	1.774268725208755920e-02
7.481457378117828405e-01	1.849768757820129395e-01	1.741988628612317971e-02
7.682877382070186778e-01	1.794711798429489136e-01	1.701682496003458292e-02
7.884297386022544041e-01	1.746039390563964844e-01	1.661540638860518893e-02
8.085717389974902414e-01	1.696479916572570801e-01	1.627393770971224604e-02
8.287137393927259676e-01	1.650669127702713013e-01	1.595965834990197701e-02
8.488557397879616939e-01	1.612554937601089478e-01	1.568338128665477255e-02
8.689977401831975312e-01	1.577270627021789551e-01	1.512898609895769325e-02
8.891397405784332575e-01	1.531781852245330811e-01	1.442659476149029708e-02
9.092817409736690948e-01	1.495332121849060059e-01	1.396086432283431822e-02
9.294237413689048211e-01	1.464274376630783081e-01	1.359424948818175813e-02
