# q in nm-1	I	poisson_error
1.289189696504384197e-01	4.296663761138916016e+00	5.059412921173707112e-01
1.430183876667701914e-01	4.209447383880615234e+00	2.715347235066244980e-01
1.571178056831019632e-01	4.119787216186523438e+00	2.065159074339846246e-01
1.712172236994337071e-01	4.007539272308349609e+00	1.720732636583832964e-01
1.853166417157655066e-01	3.859515190124511719e+00	1.458194187484608828e-01
1.994160597320972506e-01	3.730927705764770508e+00	1.258644630139909848e-01
2.135154777484290223e-01	3.614485740661621094e+00	1.109651987499954973e-01
2.276148957647607940e-01	3.463627576828002930e+00	1.084841288530924847e-01
2.417143137810925657e-01	3.348133802413940430e+00	1.053222105438114953e-01
2.558137317974243374e-01	3.214124679565429688e+00	1.018883622310513409e-01
2.699131498137561369e-01	3.085565090179443359e+00	9.912893681062304174e-02
2.840125678300878809e-01	2.961647987365722656e+00	9.414711600702203864e-02
2.981119858464196248e-01	2.830152988433837891e+00	8.663193378376886356e-02
3.122114038627513688e-01	2.708277225494384766e+00	8.147438264603523717e-02
3.263108218790831683e-01	2.578767061233520508e+00	7.694624189388089841e-02
3.404102398954149677e-01	2.453030824661254883e+00	7.264413265778862927e-02
3.545096579117467117e-01	2.334387540817260742e+00	6.886549376988017335e-02
3.686090759280784557e-01	2.216978311538696289e+00	6.557460079703836264e-02
3.827084939444102551e-01	2.095839977264404297e+00	6.236277943397013773e-02
3.968079119607419991e-01	1.981795310974121094e+00	5.941435477142315708e-02
4.109073299770737986e-01	1.865914583206176758e+00	5.654995381453433584e-02
4.250067479934055426e-01	1.757388830184936523e+00	5.369769141952075719e-02
4.391061660097373420e-01	1.653372526168823242e+00	5.100610421892887159e-02
4.532055840260690860e-01	1.552999615669250488e+00	4.859200026584945681e-02
4.673050020424008300e-01	1.452656149864196777e+00	4.622117909778706429e-02
4.814044200587326294e-01	1.358845591545104980e+00	4.515403190044854631e-02
4.955038380750643734e-01	1.273548960685729980e+00	4.411440286607320321e-02
5.096032560913961174e-01	1.185918927192687988e+00	4.258911094885322463e-02
5.237026741077279723e-01	1.106482028961181641e+00	4.102324675993608560e-02
5.378020921240597163e-01	1.032439231872558594e+00	3.930956458449299390e-02
5.519015101403914603e-01	9.598162174224853516e-01	3.752519027436691107e-02
5.660009281567233153e-01	8.926118612289428711e-01	3.596888515533413350e-02
5.801003461730549482e-01	8.301159739494323730e-01	3.449602838235386187e-02
5.941997641893868032e-01	7.707786560058593750e-01	3.305592059441904429e-02
6.082991822057185471e-01	7.139732241630554199e-01	3.101512197352638417e-02
6.223986002220502911e-01	6.648594737052917480e-01	2.894030281994391246e-02
6.364980182383821461e-01	6.165985465049743652e-01	2.728793173775190262e-02
6.505974362547137790e-01	5.704739093780517578e-01	2.582215822853773518e-02
6.646968542710456340e-01	5.274362564086914062e-01	2.454954826519758007e-02
6.787962722873774890e-01	4.875274598598480225e-01	2.328765117517127628e-02
6.928956903037091219e-01	4.509832561016082764e-01	2.208837195412327245e-02
7.069951083200409769e-01	4.174726605415344238e-01	2.097094569423340812e-02
7.210945263363726099e-01	3.856134712696075439e-01	1.990332599332897412e-02
7.351939443527044649e-01	3.561054170131683350e-01	1.889576980970431724e-02
7.492933623690363198e-01	3.286947011947631836e-01	1.793951940525384536e-02
7.633927803853679528e-01	3.031171262264251709e-01	1.703348870137013846e-02
7.774921984016998078e-01	2.802552580833435059e-01	1.619523384410846353e-02
7.915916164180314407e-01	2.584322988986968994e-01	1.538704834252873667e-02
8.056910344343632957e-01	2.390928268432617188e-01	1.464866311314558245e-02
8.197904524506951507e-01	2.211444675922393799e-01	1.394443034255340129e-02
8.338898704670267836e-01	2.044327557086944580e-01	1.327529861166698577e-02
8.479892884833586386e-01	1.893379390239715576e-01	1.265102466983842634e-02
8.620887064996902716e-01	1.757576614618301392e-01	1.206872085815025725e-02
8.761881245160221265e-01	1.628394722938537598e-01	1.151406500361293848e-02
8.902875425323539815e-01	1.513717025518417358e-01	1.100089581720787441e-02
9.043869605486856145e-01	1.406540423631668091e-01	1.050826954378704034e-02
9.184863785650174695e-01	1.312003731727600098e-01	1.006332580097341924e-02
9.325857965813491024e-01	1.223393157124519348e-01	9.634580618747794548e-03
9.466852145976809574e-01	1.147583201527595520e-01	9.252776313438987321e-03
9.607846326140128124e-01	1.072541773319244385e-01	8.871677499838746470e-03
9.748840506303444453e-01	1.009877622127532959e-01	8.540128792257207016e-03
9.889834686466763003e-01	9.530343115329742432e-02	8.236334022033737351e-03
1.003082886663008155e+00	9.008166193962097168e-02	7.955482511796924117e-03
1.017182304679339788e+00	8.546755462884902954e-02	7.848574745338666309e-03
1.031281722695671643e+00	8.149397373199462891e-02	7.716064336150961142e-03
1.045381140712003276e+00	7.780096679925918579e-02	7.531010928787819532e-03
1.059480558728335131e+00	7.446700334548950195e-02	7.362748184395810809e-03
1.073579976744666986e+00	7.151912152767181396e-02	7.212464394120396936e-03
1.087679394760998619e+00	6.894470006227493286e-02	7.074451280070100621e-03
1.101778812777330474e+00	6.695952266454696655e-02	6.962677096620096054e-03
1.115878230793662107e+00	6.484866887331008911e-02	6.841784152764640407e-03
1.129977648809993962e+00	6.320456415414810181e-02	6.743303913647617602e-03
1.144077066826325817e+00	6.180282309651374817e-02	6.532227607260529013e-03
1.158176484842657450e+00	6.055550277233123779e-02	6.340827926820952719e-03
1.172275902858989305e+00	5.941721424460411072e-02	6.223679693440651445e-03
1.186375320875321160e+00	5.846057459712028503e-02	6.132682364221787689e-03
1.200474738891652793e+00	5.757384374737739563e-02	6.051639231987795443e-03
1.214574156907984648e+00	5.698513239622116089e-02	5.988624751035034194e-03
1.228673574924316503e+00	5.631454288959503174e-02	5.924895985311375360e-03
1.242772992940648136e+00	5.586461350321769714e-02	5.872312966442747202e-03
1.256872410956979991e+00	5.538931116461753845e-02	5.819160777381713126e-03
1.270971828973311624e+00	5.506495386362075806e-02	5.775521755694537802e-03
1.285071246989643479e+00	5.460815504193305969e-02	5.726812178000713523e-03
1.299170665005975334e+00	5.426175147294998169e-02	5.683341887243010572e-03
1.313270083022306967e+00	5.420729517936706543e-02	5.655184129320771705e-03
1.327369501038638822e+00	5.377941578626632690e-02	5.609788124447589487e-03
1.341468919054970454e+00	5.354208871722221375e-02	5.573068459989421151e-03
1.355568337071302309e+00	5.331894382834434509e-02	5.530365018751735168e-03
1.369667755087634164e+00	5.300302803516387939e-02	5.476340773361415386e-03
1.383767173103965797e+00	5.286838486790657043e-02	5.418794629610860190e-03
1.397866591120297652e+00	5.268206074833869934e-02	5.352835226305217853e-03
1.411966009136629285e+00	5.253825709223747253e-02	5.292436632606798731e-03
1.426065427152961140e+00	5.234035104513168335e-02	5.236133647858260548e-03
1.440164845169292995e+00	5.210204795002937317e-02	5.179447122979572923e-03
1.454264263185624628e+00	5.187209323048591614e-02	5.126110744196742119e-03
1.468363681201956483e+00	5.162044614553451538e-02	5.068346110443114338e-03
1.482463099218288116e+00	5.134611576795578003e-02	5.012015606059665868e-03
1.496562517234619971e+00	5.110639706254005432e-02	4.960369365697095065e-03
1.510661935250951826e+00	5.082671716809272766e-02	4.910388447493499627e-03
1.524761353267283459e+00	5.056601017713546753e-02	4.868073516065476482e-03
1.538860771283615314e+00	5.033561214804649353e-02	4.831079035313848476e-03
1.552960189299947169e+00	5.021188408136367798e-02	4.800051823832090711e-03
1.567059607316278802e+00	4.976518452167510986e-02	4.755292623621162895e-03
1.581159025332610657e+00	4.953410848975181580e-02	4.718726296238078682e-03
1.595258443348942290e+00	4.930995404720306396e-02	4.683972316192837326e-03
1.609357861365274145e+00	4.886311665177345276e-02	4.639481253979939497e-03
1.623457279381606000e+00	4.876407980918884277e-02	4.612695538455096472e-03
1.637556697397937633e+00	4.856218397617340088e-02	4.580411500175906279e-03
1.651656115414269488e+00	4.824376106262207031e-02	4.542870491954841515e-03
1.665755533430601121e+00	4.805395379662513733e-02	4.512046195843586599e-03
1.679854951446932976e+00	4.768059030175209045e-02	4.473614415370211206e-03
1.693954369463264831e+00	4.737548902630805969e-02	4.438347672614435108e-03
1.708053787479596464e+00	4.709627106785774231e-02	4.405333813976949203e-03
1.722153205495928319e+00	4.685540124773979187e-02	4.373762107185973427e-03
1.736252623512259952e+00	4.668300971388816833e-02	4.346738312621829629e-03
1.750352041528591807e+00	4.639134183526039124e-02	4.313144217490532187e-03
1.764451459544923662e+00	4.617980495095252991e-02	4.285050335963619221e-03
1.778550877561255295e+00	4.606850072741508484e-02	4.260474728971824082e-03
1.792650295577587150e+00	4.580956324934959412e-02	4.230407454799206372e-03
1.806749713593919004e+00	4.560684040188789368e-02	4.202412142853323776e-03
1.820849131610250637e+00	4.539094865322113037e-02	4.175036479600936247e-03
1.834948549626582492e+00	4.527202993631362915e-02	4.152170384564244331e-03
1.849047967642914125e+00	4.508542641997337341e-02	4.126358919962997383e-03
1.863147385659245980e+00	4.484346881508827209e-02	4.097818066372655235e-03
1.877246803675577835e+00	4.480101540684700012e-02	4.078136919556578019e-03
1.891346221691909468e+00	4.463380202651023865e-02	4.054470487648327223e-03
1.905445639708241323e+00	4.446235671639442444e-02	4.029901295890322456e-03
1.919545057724572956e+00	4.430625215172767639e-02	4.007004758546950721e-03
1.933644475740904811e+00	4.408638179302215576e-02	3.980788527349138177e-03
1.947743893757236666e+00	4.402416944503784180e-02	3.962541726950866670e-03
1.961843311773568299e+00	4.384697228670120239e-02	3.939094356642415876e-03
1.975942729789900154e+00	4.381536692380905151e-02	3.922037391107806477e-03
1.990042147806231787e+00	4.365656524896621704e-02	3.899886316365844090e-03
2.004141565822563642e+00	4.356584325432777405e-02	3.880985758109743375e-03
