# Normalized	8304 eV	214neu
# q	I	Poisson error
# nm-1	cm-1	cm-1
1.529344028781202680e-01	5.518998336791992188e+01	1.951480555850607423e+00
1.696603047191850566e-01	5.073608398437500000e+01	1.069744058969849920e+00
1.863862065602498452e-01	4.603465270996093750e+01	8.056088366973102044e-01
2.031121084013146616e-01	4.111092758178710938e+01	6.540752255345094746e-01
2.198380102423794225e-01	3.565180587768554688e+01	5.324659522777531739e-01
2.365639120834442388e-01	3.079958534240722656e+01	4.387578868412807531e-01
2.532898139245089997e-01	2.648200225830078125e+01	3.666717352231717575e-01
2.700157157655738160e-01	2.220073127746582031e+01	3.302460963647415038e-01
2.867416176066386324e-01	1.830911254882812500e+01	2.921411723097224189e-01
3.034675194477033933e-01	1.483025932312011719e+01	2.559972541179820205e-01
3.201934212887681541e-01	1.180814743041992188e+01	2.234895648242440080e-01
3.369193231298329705e-01	9.274612426757812500e+00	1.898297511333919552e-01
3.536452249708977869e-01	7.177772045135498047e+00	1.559386356432744536e-01
3.703711268119626032e-01	5.447813510894775391e+00	1.291961303515231918e-01
3.870970286530273641e-01	4.006915569305419922e+00	1.059487657222836776e-01
4.038229304940921249e-01	2.866290569305419922e+00	8.570274817249583232e-02
4.205488323351569413e-01	1.999017000198364258e+00	6.873277431700025586e-02
4.372747341762217577e-01	1.353734970092773438e+00	5.463140903825856182e-02
4.540006360172865185e-01	8.920833468437194824e-01	4.292027660816057771e-02
4.707265378583513349e-01	5.873245596885681152e-01	3.381528210005702723e-02
4.874524396994160957e-01	3.974626362323760986e-01	2.709493805440635686e-02
5.041783415404809121e-01	2.968581914901733398e-01	2.281305772076561850e-02
5.209042433815456175e-01	2.578563690185546875e-01	2.078877429824151774e-02
5.376301452226104338e-01	2.565639913082122803e-01	2.039291205766215545e-02
5.543560470636752502e-01	2.766058146953582764e-01	2.086192240288933797e-02
5.710819489047400666e-01	3.051108419895172119e-01	2.216040760049645467e-02
5.878078507458048829e-01	3.351128697395324707e-01	2.346830212818451847e-02
6.045337525868696993e-01	3.534728884696960449e-01	2.413653435914039913e-02
6.212596544279345157e-01	3.665606975555419922e-01	2.452979933229872123e-02
6.379855562689992210e-01	3.671474456787109375e-01	2.436092181639076121e-02
6.547114581100639263e-01	3.560437560081481934e-01	2.374653843542469389e-02
6.714373599511287427e-01	3.369874358177185059e-01	2.294437365936445247e-02
6.881632617921935591e-01	3.121655583381652832e-01	2.193568494930824703e-02
7.048891636332583754e-01	2.813353836536407471e-01	2.067534820355269171e-02
7.216150654743231918e-01	2.478444129228591919e-01	1.889414736310352297e-02
7.383409673153880082e-01	2.165640890598297119e-01	1.705930896728159382e-02
7.550668691564528245e-01	1.873706430196762085e-01	1.551170302992812070e-02
7.717927709975176409e-01	1.608571410179138184e-01	1.411461664293267755e-02
7.885186728385824573e-01	1.381801962852478027e-01	1.291156773315074550e-02
8.052445746796470516e-01	1.200372725725173950e-01	1.185596694598499423e-02
