# q in nm-1	I	poisson_error
1.289189696504384197e-01	4.808208465576171875e+01	1.692489850608374091e+00
1.430183876667701914e-01	4.462615585327148438e+01	8.841125859650894592e-01
1.571178056831019632e-01	4.061875915527343750e+01	6.484544236705929166e-01
1.712172236994337071e-01	3.640792846679687500e+01	5.186477387055297150e-01
1.853166417157655066e-01	3.198135948181152344e+01	4.197565336096319988e-01
1.994160597320972506e-01	2.793025398254394531e+01	3.443754431451884757e-01
2.135154777484290223e-01	2.421828460693359375e+01	2.872336013292426937e-01
2.276148957647607940e-01	2.062940788269042969e+01	2.647549152167243958e-01
2.417143137810925657e-01	1.743234825134277344e+01	2.403236632593417632e-01
2.558137317974243374e-01	1.447530460357666016e+01	2.162256022436841174e-01
2.699131498137561369e-01	1.188749790191650391e+01	1.945711072772934036e-01
2.840125678300878809e-01	9.642349243164062500e+00	1.698759047521346266e-01
2.981119858464196248e-01	7.721959590911865234e+00	1.430990854369255383e-01
3.122114038627513688e-01	6.086797237396240234e+00	1.221431173348770521e-01
3.263108218790831683e-01	4.690666198730468750e+00	1.037764185055622818e-01
3.404102398954149677e-01	3.544914722442626953e+00	8.732769574620359576e-02
3.545096579117467117e-01	2.632767677307128906e+00	7.313437496721940378e-02
3.686090759280784557e-01	1.915011167526245117e+00	6.094536298083226555e-02
3.827084939444102551e-01	1.368355035781860352e+00	5.039017920051272470e-02
3.968079119607419991e-01	9.685351848602294922e-01	4.153553347404616986e-02
4.109073299770737986e-01	6.852859258651733398e-01	3.427065250889655551e-02
4.250067479934055426e-01	4.983286559581756592e-01	2.859431527485436705e-02
4.391061660097373420e-01	3.850153386592864990e-01	2.461364207787151981e-02
4.532055840260690860e-01	3.249430954456329346e-01	2.222709966021349862e-02
4.673050020424008300e-01	3.001177608966827393e-01	2.100900321502951681e-02
4.814044200587326294e-01	3.001475334167480469e-01	2.122163473912494491e-02
4.955038380750643734e-01	3.156727850437164307e-01	2.196297223678390920e-02
5.096032560913961174e-01	3.331143558025360107e-01	2.257187802990924530e-02
5.237026741077279723e-01	3.503706753253936768e-01	2.308456322505031758e-02
5.378020921240597163e-01	3.627084791660308838e-01	2.329940346378992638e-02
5.519015101403914603e-01	3.674830198287963867e-01	2.321921184283782039e-02
5.660009281567233153e-01	3.641404807567596436e-01	2.297365554937051343e-02
5.801003461730549482e-01	3.544835448265075684e-01	2.254227436787175146e-02
5.941997641893868032e-01	3.374402225017547607e-01	2.187171480988975639e-02
6.082991822057185471e-01	3.149434924125671387e-01	2.059912885875663305e-02
6.223986002220502911e-01	2.903287112712860107e-01	1.912419464241305045e-02
6.364980182383821461e-01	2.634199261665344238e-01	1.783584527086329655e-02
6.505974362547137790e-01	2.353343367576599121e-01	1.658507065983957224e-02
6.646968542710456340e-01	2.081575393676757812e-01	1.542249399919332596e-02
6.787962722873774890e-01	1.831975132226943970e-01	1.427532344062177640e-02
6.928956903037091219e-01	1.607527881860733032e-01	1.318750967161607182e-02
7.069951083200409769e-01	1.416795700788497925e-01	1.221680462313298743e-02
7.210945263363726099e-01	1.255057901144027710e-01	1.135485132025728164e-02
7.351939443527044649e-01	1.129579395055770874e-01	1.064225568486546793e-02
7.492933623690363198e-01	1.032174304127693176e-01	1.005289117600331739e-02
7.633927803853679528e-01	9.602115303277969360e-02	9.586979875743526988e-03
7.774921984016998078e-01	9.082074463367462158e-02	9.219404231495770957e-03
7.915916164180314407e-01	8.757749199867248535e-02	8.957320814522854932e-03
8.056910344343632957e-01	8.602613955736160278e-02	8.786782825753423898e-03
8.197904524506951507e-01	8.461337536573410034e-02	8.625458464997206448e-03
8.338898704670267836e-01	8.399554342031478882e-02	8.509364348448355403e-03
8.479892884833586386e-01	8.350399136543273926e-02	8.401570030009056569e-03
8.620887064996902716e-01	8.309319615364074707e-02	8.298255412893810329e-03
8.761881245160221265e-01	8.190482109785079956e-02	8.165889746286561154e-03
8.902875425323539815e-01	8.109734952449798584e-02	8.052096670956710237e-03
9.043869605486856145e-01	7.966554164886474609e-02	7.908430507435617110e-03
9.184863785650174695e-01	7.777909189462661743e-02	7.748281477507417379e-03
9.325857965813491024e-01	7.582743465900421143e-02	7.585128432679879781e-03
9.466852145976809574e-01	7.349407672882080078e-02	7.404677144868255546e-03
9.607846326140128124e-01	7.111565768718719482e-02	7.224057973512951550e-03
