# Normalized	8304.0 eV	214neu
# q	I	Poisson error
# nm-1	cm-1	cm-1
1.529343905150668814e-01	5.511626434326171875e+01	1.950086246367868537e+00
1.696602923870779989e-01	5.065479278564453125e+01	1.068785227648943348e+00
1.863861942590890886e-01	4.596193695068359375e+01	8.048814481842373469e-01
2.031120961311002060e-01	4.104592132568359375e+01	6.534766347002891607e-01
2.198379980031113234e-01	3.559194183349609375e+01	5.319438474713894527e-01
2.365638998751224409e-01	3.074195861816406250e+01	4.382751536026396333e-01
2.532898017471335583e-01	2.642643356323242188e+01	3.662173081281500653e-01
2.700157036191446203e-01	2.214767456054687500e+01	3.297848479723494153e-01
2.867416054911557932e-01	1.825770568847656250e+01	2.916664452195032453e-01
3.034675073631668551e-01	1.477961635589599609e+01	2.554964371290769365e-01
3.201934092351780281e-01	1.175863552093505859e+01	2.229585969034758308e-01
3.369193111071890900e-01	9.226049423217773438e+00	1.892714041941434278e-01
3.536452129792002075e-01	7.130001068115234375e+00	1.553591450504948068e-01
3.703711148512113249e-01	5.400500297546386719e+00	1.285747783083420193e-01
3.870970167232223869e-01	3.960140943527221680e+00	1.052701685536642506e-01
4.038229185952335598e-01	2.820154428482055664e+00	8.495267810953503751e-02
4.205488204672446217e-01	1.952800989151000977e+00	6.787607582712354426e-02
4.372747223392557947e-01	1.308211088180541992e+00	5.364846124346976663e-02
4.540006242112668566e-01	8.471577763557434082e-01	4.177005560783785681e-02
4.707265260832780296e-01	5.423750877380371094e-01	3.244038576791544171e-02
4.874524279552890915e-01	3.526974618434906006e-01	2.546918240897925664e-02
5.041783298273001535e-01	2.524150311946868896e-01	2.098277697851694268e-02
5.209042316993113264e-01	2.137823998928070068e-01	1.887632648510496891e-02
5.376301335713223883e-01	2.123531699180603027e-01	1.850011619391410400e-02
5.543560354433335613e-01	2.328787147998809814e-01	1.908966028923022099e-02
5.710819373153446232e-01	2.619283497333526611e-01	2.048041635000343030e-02
5.878078391873557962e-01	2.917391359806060791e-01	2.184451706896351625e-02
6.045337410593668581e-01	3.105369508266448975e-01	2.257115307441971697e-02
6.212596429313779200e-01	3.234980106353759766e-01	2.299171409693457485e-02
6.379855448033890930e-01	3.241400718688964844e-01	2.283751486996479785e-02
6.547114466754001549e-01	3.134149014949798584e-01	2.222798219838681422e-02
6.714373485474113279e-01	2.947955131530761719e-01	2.140894354654011497e-02
6.881632504194223898e-01	2.697565257549285889e-01	2.034012842335415974e-02
7.048891522914334518e-01	2.388464510440826416e-01	1.899920103648229316e-02
7.216150541634446247e-01	2.055376768112182617e-01	1.715564773687995939e-02
7.383409560354556866e-01	1.742673069238662720e-01	1.525290296341819465e-02
7.550668579074668596e-01	1.451886892318725586e-01	1.360502810232137351e-02
7.717927597794779215e-01	1.187021136283874512e-01	1.207612232643787316e-02
7.885186616514890945e-01	9.598832577466964722e-02	1.071328617377948801e-02
8.052445635235001564e-01	7.802889496088027954e-02	9.511917886227018795e-03
8.219704653955113294e-01	6.435777246952056885e-02	8.505347177704545431e-03
8.386963672675223913e-01	5.468358471989631653e-02	7.726772672395963368e-03
8.554222691395334532e-01	4.820052906870841980e-02	7.157503851175780855e-03
8.721481710115446262e-01	4.448215290904045105e-02	6.789723411518916278e-03
8.888740728835556881e-01	4.264578595757484436e-02	6.568574189998520156e-03
9.055999747555668611e-01	4.204737395048141479e-02	6.449358482665286732e-03
9.223258766275779230e-01	4.237763956189155579e-02	6.403770729201899853e-03
9.390517784995890960e-01	4.241084679961204529e-02	6.339535046837811716e-03
9.557776803716001579e-01	4.248229414224624634e-02	6.281120017460953969e-03
9.725035822436112198e-01	4.204863682389259338e-02	6.185785623894103982e-03
9.892294841156223928e-01	4.114396497607231140e-02	6.058581964748970330e-03
1.005955385987633566e+00	4.003940150141716003e-02	5.917954457022000549e-03
1.022681287859644739e+00	3.816317766904830933e-02	5.719319078340901093e-03
1.039407189731655690e+00	3.617392480373382568e-02	5.517418855859219061e-03
1.056133091603666863e+00	3.410454839468002319e-02	5.307101295142632388e-03
1.072858993475678036e+00	3.167901933193206787e-02	5.066345997924897107e-03
1.089584895347688986e+00	2.899212017655372620e-02	4.803175458709072268e-03
1.106310797219700159e+00	2.692048996686935425e-02	4.586921257766552774e-03
1.123036699091711332e+00	2.476663514971733093e-02	4.360484464809640838e-03
1.139762600963722505e+00	2.280899696052074432e-02	4.148326188516675284e-03
1.156488502835733456e+00	2.107496373355388641e-02	3.954111257326918191e-03
1.173214404707744629e+00	2.007603459060192108e-02	3.830506390304377808e-03
1.189940306579755802e+00	1.878483034670352936e-02	3.679926904412919152e-03
1.206666208451766753e+00	1.776519976556301117e-02	3.622773702735959840e-03
1.223392110323777926e+00	1.713319122791290283e-02	3.580857331832731656e-03
1.240118012195789099e+00	1.661857962608337402e-02	3.522243732191576021e-03
1.256843914067800050e+00	1.614839956164360046e-02	3.469083924302230216e-03
1.273569815939811223e+00	1.532307825982570648e-02	3.376826521660596103e-03
1.290295717811822396e+00	1.487369462847709656e-02	3.323125462474214864e-03
1.307021619683833569e+00	1.447941735386848450e-02	3.274025412130997584e-03
1.323747521555844520e+00	1.379257347434759140e-02	3.189844567677778322e-03
1.340473423427855693e+00	1.328737661242485046e-02	3.125120970813455995e-03
1.357199325299866866e+00	1.279456820338964462e-02	3.004183764222556879e-03
1.373925227171877816e+00	1.237757597118616104e-02	2.897726194567494702e-03
1.390651129043888989e+00	1.209618058055639267e-02	2.838407851038029367e-03
1.407377030915900162e+00	1.160822529345750809e-02	2.761830624393642967e-03
1.424102932787911335e+00	1.105743832886219025e-02	2.679775838142868603e-03
1.440828834659922286e+00	1.052987389266490936e-02	2.600661031108526984e-03
1.457554736531933459e+00	9.934771806001663208e-03	2.513445190975766019e-03
1.474280638403944632e+00	9.453136473894119263e-03	2.439292585100256462e-03
