# Normalized	193neu	8973.0 eV
# q in nm-1	I in cm-1	poisson_error
1.652559244913754666e-01	3.693591594696044922e+00	4.781622782059672394e-01
1.833293896666008949e-01	3.592821836471557617e+00	2.596813218395598866e-01
2.014028548418262954e-01	3.458528995513916016e+00	1.977097355326705164e-01
2.194763200170517237e-01	3.316250324249267578e+00	1.646728488613384278e-01
2.375497851922771519e-01	3.174483776092529297e+00	1.400414599215536737e-01
2.556232503675025525e-01	3.020809888839721680e+00	1.206719688025912340e-01
2.736967155427280085e-01	2.886239290237426758e+00	1.062452402816629893e-01
2.917701807179534090e-01	2.725412607192993164e+00	1.029232972841845201e-01
3.098436458931788096e-01	2.586084604263305664e+00	9.891334069265202145e-02
3.279171110684042656e-01	2.432802677154541016e+00	9.461689068246394163e-02
3.459905762436297216e-01	2.280002832412719727e+00	9.081026318307687528e-02
3.640640414188550666e-01	2.135877132415771484e+00	8.519621311263425589e-02
3.821375065940805227e-01	1.999326705932617188e+00	7.772310017072055210e-02
4.002109717693059787e-01	1.868113279342651367e+00	7.225379365640526019e-02
4.182844369445313237e-01	1.738380670547485352e+00	6.744461899269138527e-02
4.363579021197567798e-01	1.614377379417419434e+00	6.289595359355448778e-02
4.544313672949822358e-01	1.495624542236328125e+00	5.879451253037524389e-02
4.725048324702075808e-01	1.382576107978820801e+00	5.517920221121769969e-02
4.905782976454330369e-01	1.274339079856872559e+00	5.175726186680237179e-02
5.086517628206584929e-01	1.172064661979675293e+00	4.856960475214849166e-02
5.267252279958839489e-01	1.077567934989929199e+00	4.562012016098846573e-02
5.447986931711092939e-01	9.863881468772888184e-01	4.265154411844369886e-02
5.628721583463347500e-01	9.018462300300598145e-01	3.988501394235414999e-02
5.809456235215602060e-01	8.232404589653015137e-01	3.740011274250553547e-02
5.990190886967855510e-01	7.501159310340881348e-01	3.505601653598689610e-02
6.170925538720110071e-01	6.835639476776123047e-01	3.370428458882156197e-02
6.351660190472364631e-01	6.224099993705749512e-01	3.236800135963229658e-02
6.532394842224618081e-01	5.652838945388793945e-01	3.079184690593929352e-02
6.713129493976872642e-01	5.128226280212402344e-01	2.918727453684313508e-02
6.893864145729127202e-01	4.648394882678985596e-01	2.751787399985190091e-02
7.074598797481381762e-01	4.222572445869445801e-01	2.592637203560653816e-02
7.255333449233635212e-01	3.814062476158142090e-01	2.444849462575965013e-02
7.436068100985889773e-01	3.453411459922790527e-01	2.309762771916889362e-02
7.616802752738144333e-01	3.122830986976623535e-01	2.180739864898104813e-02
7.797537404490397783e-01	2.818642556667327881e-01	2.017942169891600440e-02
7.978272056242652344e-01	2.549548745155334473e-01	1.854732112198975019e-02
8.159006707994906904e-01	2.304608225822448730e-01	1.724862914113490381e-02
8.339741359747160354e-01	2.082165181636810303e-01	1.611152398985571735e-02
8.520476011499414914e-01	1.888517439365386963e-01	1.515360822482047370e-02
8.701210663251669475e-01	1.714737713336944580e-01	1.423202795232835806e-02
8.881945315003924035e-01	1.559910178184509277e-01	1.337373880039041847e-02
9.062679966756177485e-01	1.420096307992935181e-01	1.257971312300112422e-02
9.243414618508432046e-01	1.296856254339218140e-01	1.186080945453370575e-02
9.424149270260686606e-01	1.189947947859764099e-01	1.121511040514696841e-02
9.604883922012940056e-01	1.095262169837951660e-01	1.062448524771989790e-02
9.785618573765194617e-01	1.016483828425407410e-01	1.011348343741850196e-02
9.966353225517449177e-01	9.443429857492446899e-02	9.632896640580522821e-03
1.014708787726970263e+00	8.816417306661605835e-02	9.203750148202028900e-03
1.032782252902195719e+00	8.245875686407089233e-02	8.805133128710108253e-03
1.050855718077421175e+00	7.800355553627014160e-02	8.473236377792355001e-03
1.068929183252646409e+00	7.426319271326065063e-02	8.183556453388387414e-03
1.087002648427871865e+00	7.100076973438262939e-02	7.921420115724898611e-03
1.105076113603097321e+00	6.816574186086654663e-02	7.683378658132232995e-03
1.123149578778322777e+00	6.576735526323318481e-02	7.478835892898045949e-03
1.141223043953548233e+00	6.401979178190231323e-02	7.311420591930870537e-03
1.159296509128773689e+00	6.227399781346321106e-02	7.145018454951498725e-03
1.177369974303998923e+00	6.063592806458473206e-02	6.990189285383909164e-03
1.195443439479224379e+00	5.982317030429840088e-02	6.884165900177879535e-03
1.213516904654449835e+00	5.904496461153030396e-02	6.781970664814577533e-03
1.231590369829675291e+00	5.834671109914779663e-02	6.686712712061706511e-03
1.249663835004900747e+00	5.801633372902870178e-02	6.615444699697112588e-03
1.267737300180125981e+00	5.729840695858001709e-02	6.527012370954795098e-03
1.285810765355351437e+00	5.666776373982429504e-02	6.448951168353017800e-03
1.303884230530576893e+00	5.631420761346817017e-02	6.509148249566937619e-03
1.321957695705802349e+00	5.611336976289749146e-02	6.540524458230222681e-03
1.340031160881027805e+00	5.588569119572639465e-02	6.520017472859504504e-03
1.358104626056253261e+00	5.580097436904907227e-02	6.510524793579629266e-03
1.376178091231478717e+00	5.547089502215385437e-02	6.488123888606322359e-03
