# Normalized	195	8973.0 eV
# q in nm-1	I in cm-1	poisson_error
1.652559244913754666e-01	3.643378067016601562e+01	1.561773183926247865e+00
1.833293896666008949e-01	4.269609832763671875e+01	9.684804809260749714e-01
2.014028548418262954e-01	4.753930282592773438e+01	8.169847892605468509e-01
2.194763200170517237e-01	4.193914031982421875e+01	6.585120817106557833e-01
2.375497851922771519e-01	2.703063583374023438e+01	4.515526292096232464e-01
2.556232503675025525e-01	1.429758358001708984e+01	2.811169114484469156e-01
2.736967155427280085e-01	7.978386402130126953e+00	1.842396708333069733e-01
2.917701807179534090e-01	5.227965831756591797e+00	1.459780152450885216e-01
3.098436458931788096e-01	4.205215454101562500e+00	1.282489079737549609e-01
3.279171110684042656e-01	3.941089868545532227e+00	1.223958615334233418e-01
3.459905762436297216e-01	3.930250644683837891e+00	1.214231843829454011e-01
3.640640414188550666e-01	3.839909315109252930e+00	1.165276378877795893e-01
3.821375065940805227e-01	3.515447139739990234e+00	1.050905782419806339e-01
4.002109717693059787e-01	3.022129058837890625e+00	9.340586586178649398e-02
4.182844369445313237e-01	2.511661052703857422e+00	8.203865991540229552e-02
4.363579021197567798e-01	2.069814682006835938e+00	7.175607787166585205e-02
4.544313672949822358e-01	1.707012772560119629e+00	6.303482070659441328e-02
4.725048324702075808e-01	1.413054466247558594e+00	5.578408469394334490e-02
4.905782976454330369e-01	1.177268147468566895e+00	4.959879145448068544e-02
5.086517628206584929e-01	9.957388639450073242e-01	4.453319461054209422e-02
5.267252279958839489e-01	8.493764996528625488e-01	4.021660416164739293e-02
5.447986931711092939e-01	7.251567244529724121e-01	3.625475109586761419e-02
5.628721583463347500e-01	6.177238225936889648e-01	3.267727043047037594e-02
5.809456235215602060e-01	5.276020765304565430e-01	2.960396251059019962e-02
5.990190886967855510e-01	4.497997760772705078e-01	2.681234717366616505e-02
6.170925538720110071e-01	3.883852660655975342e-01	2.508360000016532712e-02
6.351660190472364631e-01	3.391220867633819580e-01	2.358774816282692421e-02
6.532394842224618081e-01	3.023771047592163086e-01	2.223969895266812366e-02
6.713129493976872642e-01	2.742781043052673340e-01	2.109074509775524589e-02
6.893864145729127202e-01	2.496143728494644165e-01	1.993486519761302964e-02
7.074598797481381762e-01	2.283276319503784180e-01	1.885695182594718591e-02
7.255333449233635212e-01	2.081637978553771973e-01	1.787551444020149885e-02
7.436068100985889773e-01	1.865570545196533203e-01	1.680640586612485235e-02
7.616802752738144333e-01	1.639658510684967041e-01	1.564441501334319987e-02
7.797537404490397783e-01	1.435077786445617676e-01	1.425352067349843800e-02
7.978272056242652344e-01	1.245224028825759888e-01	1.282697632430715266e-02
8.159006707994906904e-01	1.082938313484191895e-01	1.169894194740470940e-02
8.339741359747160354e-01	9.449868649244308472e-02	1.073914573090369029e-02
8.520476011499414914e-01	8.532104641199111938e-02	1.008107502041762776e-02
8.701210663251669475e-01	7.670253515243530273e-02	9.423292046749005488e-03
8.881945315003924035e-01	7.087964564561843872e-02	8.928925066349261905e-03
9.062679966756177485e-01	6.654694676399230957e-02	8.534373655207106932e-03
9.243414618508432046e-01	6.263788789510726929e-02	8.173862326097883560e-03
9.424149270260686606e-01	5.888645350933074951e-02	7.826943150118496895e-03
9.604883922012940056e-01	5.496749654412269592e-02	7.469638601534027249e-03
9.785618573765194617e-01	4.984524101018905640e-02	7.028391904129811969e-03
9.966353225517449177e-01	4.470651224255561829e-02	6.576963976105077749e-03
1.014708787726970263e+00	4.030578583478927612e-02	6.174562113500824817e-03
1.032782252902195719e+00	3.691767528653144836e-02	5.845810517409525710e-03
1.050855718077421175e+00	3.304960951209068298e-02	5.470978654707797997e-03
1.068929183252646409e+00	3.045326657593250275e-02	5.197690047421379793e-03
1.087002648427871865e+00	2.820268832147121429e-02	4.951108622944872840e-03
1.105076113603097321e+00	2.645736187696456909e-02	4.746753110379992729e-03
1.123149578778322777e+00	2.514227665960788727e-02	4.585361030047827545e-03
1.141223043953548233e+00	2.380161918699741364e-02	4.420041705960860504e-03
1.159296509128773689e+00	2.279346436262130737e-02	4.285552924778210371e-03
1.177369974303998923e+00	2.134752832353115082e-02	4.111116336353764014e-03
1.195443439479224379e+00	2.058841474354267120e-02	4.002406662541462684e-03
1.213516904654449835e+00	2.023722045123577118e-02	3.934726725591917648e-03
1.231590369829675291e+00	2.055556327104568481e-02	3.933781210189302505e-03
1.249663835004900747e+00	2.111512795090675354e-02	3.956335330600898280e-03
1.267737300180125981e+00	2.047460339963436127e-02	3.867301447045003084e-03
1.285810765355351437e+00	1.741923205554485321e-02	3.540654348477712248e-03
1.303884230530576893e+00	1.502891164273023605e-02	3.327699428640056110e-03
1.321957695705802349e+00	1.313029974699020386e-02	3.129098673335940686e-03
1.340031160881027805e+00	1.256018225103616714e-02	3.056434227745860599e-03
1.358104626056253261e+00	1.165256556123495102e-02	2.940820011462487015e-03
1.376178091231478717e+00	1.115369237959384918e-02	2.875364702745639503e-03
1.394251556406703951e+00	1.056199427694082260e-02	2.794603497372552103e-03
1.412325021581929407e+00	1.000708993524312973e-02	2.715988241624449958e-03
1.430398486757154863e+00	9.519094601273536682e-03	2.644419493991576661e-03
1.448471951932380319e+00	9.089153259992599487e-03	2.579248513649510209e-03
1.466545417107605775e+00	9.173812344670295715e-03	2.538984878618162373e-03
1.484618882282831231e+00	8.820733055472373962e-03	2.441457051420289643e-03
1.502692347458056465e+00	8.905796334147453308e-03	2.431132673159095217e-03
1.520765812633281922e+00	8.462736383080482483e-03	2.353874596829636651e-03
1.538839277808507378e+00	8.447774685919284821e-03	2.338614183178525010e-03
1.556912742983732834e+00	8.522672578692436218e-03	2.336675996310091583e-03
1.574986208158958290e+00	8.372839540243148804e-03	2.304918092654349021e-03
1.593059673334183746e+00	8.676741272211074829e-03	2.335370304320751999e-03
1.611133138509409202e+00	8.228057995438575745e-03	2.262812196470335123e-03
1.629206603684634436e+00	8.429768495261669159e-03	2.280228820336623313e-03
1.647280068859859892e+00	8.313442580401897430e-03	2.254662003723965739e-03
1.665353534035085348e+00	8.227664045989513397e-03	2.233052573572357272e-03
1.683426999210310804e+00	8.290136232972145081e-03	2.231694717419914053e-03
1.701500464385536260e+00	8.507740683853626251e-03	2.251899120962718055e-03
1.719573929560761716e+00	8.530386723577976227e-03	2.245211256901401189e-03
1.737647394735986950e+00	8.931605145335197449e-03	2.285178273178926217e-03
1.755720859911212406e+00	9.036641567945480347e-03	2.283172239323161094e-03
1.773794325086437862e+00	9.047782048583030701e-03	2.263665674891849645e-03
1.791867790261663318e+00	9.124473668634891510e-03	2.249858845729799106e-03
1.809941255436888774e+00	9.470230899751186371e-03	2.269975236267601001e-03
1.828014720612114230e+00	9.490535594522953033e-03	2.252705209475906051e-03
1.846088185787339464e+00	9.993437677621841431e-03	2.292639088160695286e-03
1.864161650962564920e+00	1.020482555031776428e-02	2.298436079859983699e-03
1.882235116137790376e+00	9.954338893294334412e-03	2.249850464701188407e-03
1.900308581313015832e+00	1.051408704370260239e-02	2.293542955397547944e-03
1.918382046488241288e+00	1.040526386350393295e-02	2.263492513576230783e-03
1.936455511663466744e+00	1.081826258450746536e-02	2.291693738941248931e-03
1.954528976838692200e+00	1.106257829815149307e-02	2.303830821579650433e-03
1.972602442013917434e+00	1.133649051189422607e-02	2.320225549472049436e-03
1.990675907189142890e+00	1.161960698664188385e-02	2.337297551435297497e-03
2.008749372364368568e+00	1.178666017949581146e-02	2.342874023449520535e-03
2.026822837539593802e+00	1.192812342196702957e-02	2.344544373247460772e-03
2.044896302714819480e+00	1.221627742052078247e-02	2.361068563538747805e-03
2.062969767890044714e+00	1.265260577201843262e-02	2.391581606444939233e-03
2.081043233065269948e+00	1.311893388628959656e-02	2.424373991470005121e-03
2.099116698240495626e+00	1.316579803824424744e-02	2.416924546979126471e-03
2.117190163415720860e+00	1.333267427980899811e-02	2.420568788378619444e-03
2.135263628590946539e+00	1.366430986672639847e-02	2.439226784487083001e-03
2.153337093766171773e+00	1.374758873134851456e-02	2.435544010622214036e-03
2.171410558941397451e+00	1.415127795189619064e-02	2.460098536014078147e-03
2.189484024116622685e+00	1.422452833503484726e-02	2.455602171275501466e-03
2.207557489291848363e+00	1.446017343550920486e-02	2.464871971394377685e-03
2.225630954467073597e+00	1.481872424483299255e-02	2.484994592213277467e-03
2.243704419642299275e+00	1.512504182755947113e-02	2.499504431992356866e-03
2.261777884817524509e+00	1.528742164373397827e-02	2.502583506069618567e-03
2.279851349992749743e+00	1.538863405585289001e-02	2.499760087201881309e-03
2.297924815167975421e+00	1.567362621426582336e-02	2.512575093040392629e-03
2.315998280343200655e+00	1.570304483175277710e-02	2.504039269709524250e-03
2.334071745518426333e+00	1.602204702794551849e-02	2.519386856486155197e-03
2.352145210693651567e+00	1.637614518404006958e-02	2.537046337597023086e-03
2.370218675868876801e+00	1.680584624409675598e-02	2.560112449583190793e-03
2.388292141044102479e+00	1.678665727376937866e-02	2.547948227001277117e-03
2.406365606219327713e+00	1.709192991256713867e-02	2.560426349339437347e-03
2.424439071394553391e+00	1.720136590301990509e-02	2.558780220869379292e-03
2.442512536569778625e+00	1.751473359763622284e-02	2.571836046693441302e-03
2.460586001745004303e+00	1.782888919115066528e-02	2.585149188179828184e-03
2.478659466920229537e+00	1.816920563578605652e-02	2.599680752961258928e-03
2.496732932095454771e+00	1.839750073850154877e-02	2.606261363831930203e-03
2.514806397270680449e+00	1.832271553575992584e-02	2.590870656077335580e-03
2.532879862445905683e+00	1.860458590090274811e-02	2.600877470572879845e-03
2.550953327621131361e+00	1.866184175014495850e-02	2.595115023734800418e-03
2.569026792796356595e+00	1.874490082263946533e-02	2.591245861643811689e-03
2.587100257971582273e+00	1.910557411611080170e-02	2.603466793640974580e-03
2.605173723146807507e+00	1.904172077775001526e-02	2.587148462371570336e-03
2.623247188322032741e+00	1.944900676608085632e-02	2.605351913882225645e-03
2.641320653497258419e+00	1.960198767483234406e-02	2.606182611085254737e-03
2.659394118672483653e+00	1.961087621748447418e-02	2.597379841249538267e-03
2.677467583847709331e+00	1.993546448647975922e-02	2.629499393068493104e-03
2.695541049022934565e+00	2.007249183952808380e-02	2.662017100145319150e-03
2.713614514198159799e+00	2.018834464251995087e-02	2.678724907422575397e-03
2.731687979373385478e+00	2.035320922732353210e-02	2.696346122790250262e-03
2.749761444548610712e+00	2.020543441176414490e-02	2.691054170729002999e-03
2.767834909723836390e+00	2.058524265885353088e-02	2.720227658381809549e-03
2.785908374899061624e+00	2.079545147716999054e-02	2.735946236492267127e-03
2.803981840074287302e+00	2.104956097900867462e-02	2.754562579356317591e-03
2.822055305249512536e+00	2.078617922961711884e-02	2.737358106519051024e-03
2.840128770424737770e+00	2.108442783355712891e-02	2.740593473783197506e-03
2.858202235599963448e+00	2.127197943627834320e-02	2.714355823746130228e-03
2.876275700775188682e+00	2.157706581056118011e-02	2.713339879573495577e-03
2.894349165950414360e+00	2.120875380933284760e-02	2.671210236220532969e-03
2.912422631125639594e+00	2.144747599959373474e-02	2.670880259121920577e-03
2.930496096300865272e+00	2.162315323948860168e-02	2.667923434238763866e-03
2.948569561476090506e+00	2.149818651378154755e-02	2.646805847609156812e-03
2.966643026651315740e+00	2.179548516869544983e-02	2.652579515765615074e-03
