# Normalized	8330.0 eV	Empty
# q	I	Poisson error
# nm-1	cm-1	cm-1
1.534133308534822715e-01	0.000000000000000000e+00	nan
1.701916127139985468e-01	0.000000000000000000e+00	nan
1.869698945745147944e-01	0.000000000000000000e+00	nan
2.037481764350310698e-01	0.000000000000000000e+00	nan
2.205264582955473451e-01	0.000000000000000000e+00	nan
2.373047401560635927e-01	0.000000000000000000e+00	nan
2.540830220165798403e-01	0.000000000000000000e+00	nan
2.708613038770961157e-01	0.000000000000000000e+00	nan
2.876395857376123910e-01	0.000000000000000000e+00	nan
3.044178675981286664e-01	0.000000000000000000e+00	nan
3.211961494586449417e-01	0.000000000000000000e+00	nan
3.379744313191611615e-01	0.000000000000000000e+00	nan
3.547527131796774924e-01	0.000000000000000000e+00	nan
3.715309950401937122e-01	0.000000000000000000e+00	nan
3.883092769007099876e-01	0.000000000000000000e+00	nan
4.050875587612262629e-01	0.000000000000000000e+00	nan
4.218658406217424828e-01	0.000000000000000000e+00	nan
4.386441224822588136e-01	0.000000000000000000e+00	nan
4.554224043427750335e-01	0.000000000000000000e+00	nan
4.722006862032912533e-01	0.000000000000000000e+00	nan
4.889789680638075842e-01	0.000000000000000000e+00	nan
5.057572499243238040e-01	0.000000000000000000e+00	nan
5.225355317848401349e-01	0.000000000000000000e+00	nan
5.393138136453563547e-01	0.000000000000000000e+00	nan
5.560920955058726856e-01	0.000000000000000000e+00	nan
5.728703773663889054e-01	0.000000000000000000e+00	nan
5.896486592269051252e-01	0.000000000000000000e+00	nan
6.064269410874214561e-01	0.000000000000000000e+00	nan
6.232052229479376759e-01	0.000000000000000000e+00	nan
6.399835048084540068e-01	0.000000000000000000e+00	nan
6.567617866689702266e-01	0.000000000000000000e+00	nan
6.735400685294865575e-01	0.000000000000000000e+00	nan
6.903183503900027773e-01	0.000000000000000000e+00	nan
7.070966322505189972e-01	0.000000000000000000e+00	nan
7.238749141110353280e-01	0.000000000000000000e+00	nan
7.406531959715515478e-01	0.000000000000000000e+00	nan
7.574314778320678787e-01	0.000000000000000000e+00	nan
7.742097596925840985e-01	0.000000000000000000e+00	nan
7.909880415531003184e-01	0.000000000000000000e+00	nan
8.077663234136166492e-01	0.000000000000000000e+00	nan
8.245446052741328691e-01	0.000000000000000000e+00	nan
8.413228871346491999e-01	0.000000000000000000e+00	nan
8.581011689951654198e-01	0.000000000000000000e+00	nan
8.748794508556816396e-01	0.000000000000000000e+00	nan
8.916577327161979705e-01	0.000000000000000000e+00	nan
9.084360145767141903e-01	0.000000000000000000e+00	nan
9.252142964372305212e-01	0.000000000000000000e+00	nan
9.419925782977467410e-01	0.000000000000000000e+00	nan
9.587708601582630719e-01	0.000000000000000000e+00	nan
9.755491420187792917e-01	0.000000000000000000e+00	nan
9.923274238792955115e-01	0.000000000000000000e+00	nan
1.009105705739811842e+00	0.000000000000000000e+00	nan
1.025883987600328062e+00	0.000000000000000000e+00	nan
1.042662269460844282e+00	0.000000000000000000e+00	nan
1.059440551321360502e+00	0.000000000000000000e+00	nan
1.076218833181876722e+00	0.000000000000000000e+00	nan
1.092997115042393164e+00	0.000000000000000000e+00	nan
1.109775396902909383e+00	0.000000000000000000e+00	nan
1.126553678763425603e+00	0.000000000000000000e+00	nan
1.143331960623941823e+00	0.000000000000000000e+00	nan
1.160110242484458043e+00	0.000000000000000000e+00	nan
1.176888524344974263e+00	0.000000000000000000e+00	nan
1.193666806205490705e+00	0.000000000000000000e+00	nan
1.210445088066006925e+00	0.000000000000000000e+00	nan
1.227223369926523144e+00	0.000000000000000000e+00	nan
1.244001651787039364e+00	0.000000000000000000e+00	nan
1.260779933647555584e+00	0.000000000000000000e+00	nan
1.277558215508072026e+00	0.000000000000000000e+00	nan
1.294336497368588246e+00	0.000000000000000000e+00	nan
1.311114779229104466e+00	0.000000000000000000e+00	nan
1.327893061089620685e+00	0.000000000000000000e+00	nan
1.344671342950136905e+00	0.000000000000000000e+00	nan
1.361449624810653347e+00	0.000000000000000000e+00	nan
1.378227906671169567e+00	0.000000000000000000e+00	nan
1.395006188531685787e+00	0.000000000000000000e+00	nan
1.411784470392202007e+00	0.000000000000000000e+00	nan
