# Normalized	232	8324.0 eV
# q in nm-1	I in cm-1	poisson_error
1.533027402487101842e-01	2.783342599868774414e+00	4.146323662401020238e-01
1.700689274230457460e-01	2.628246068954467773e+00	2.215676510249054154e-01
1.868351145973813354e-01	2.488654613494873047e+00	1.671454589250187528e-01
2.036013017717168971e-01	2.368139505386352539e+00	1.385905172591128665e-01
2.203674889460524589e-01	2.228965520858764648e+00	1.167597899659682248e-01
2.371336761203880483e-01	2.146324872970581055e+00	1.011884780179793941e-01
2.538998632947235823e-01	2.085884571075439453e+00	8.985899793640914068e-02
2.706660504690591718e-01	2.016532659530639648e+00	8.815349825190559041e-02
2.874322376433947612e-01	1.980629801750183105e+00	8.628854014477849166e-02
3.041984248177302952e-01	1.956934809684753418e+00	8.472139445749804487e-02
3.209646119920659402e-01	1.944332599639892578e+00	8.387496369913273464e-02
3.377307991664014741e-01	1.944711565971374512e+00	8.147623739086855277e-02
3.544969863407370081e-01	1.947153925895690918e+00	7.705038179767226270e-02
3.712631735150726531e-01	1.975599288940429688e+00	7.485489034820567988e-02
3.880293606894081870e-01	2.003625154495239258e+00	7.316826423656185019e-02
4.047955478637437210e-01	2.050663709640502930e+00	7.188833928632701320e-02
4.215617350380793660e-01	2.108316898345947266e+00	7.106849741066621762e-02
4.383279222124148999e-01	2.176150798797607422e+00	7.077137776216722853e-02
4.550941093867504339e-01	2.244575738906860352e+00	7.052357578535554949e-02
4.718602965610860789e-01	2.333067178726196289e+00	7.068709633276636095e-02
4.886264837354216128e-01	2.414065599441528320e+00	7.076006578831954552e-02
5.053926709097571468e-01	2.518509864807128906e+00	7.099900825149563222e-02
5.221588580840927918e-01	2.631532907485961914e+00	7.136672065123797482e-02
5.389250452584283257e-01	2.748292446136474609e+00	7.197056166513916831e-02
5.556912324327638597e-01	2.855393648147583008e+00	7.241742860270700133e-02
5.724574196070995047e-01	2.958534955978393555e+00	7.451679439219741075e-02
5.892236067814350386e-01	3.073185682296752930e+00	7.672344696888934446e-02
6.059897939557706836e-01	3.135689735412597656e+00	7.761514432327368262e-02
6.227559811301062176e-01	3.199202537536621094e+00	7.828722011952239657e-02
6.395221683044417516e-01	3.226412296295166016e+00	7.809481840150835075e-02
6.562883554787772855e-01	3.205524444580078125e+00	7.712552846043128907e-02
6.730545426531129305e-01	3.140478134155273438e+00	7.584240684010039313e-02
6.898207298274484645e-01	3.047796249389648438e+00	7.422657612894083268e-02
7.065869170017839984e-01	2.903921365737915039e+00	7.190606560532925018e-02
7.233531041761196434e-01	2.714688539505004883e+00	6.771689974499227327e-02
7.401192913504551774e-01	2.524121999740600586e+00	6.312022773960251909e-02
7.568854785247907113e-01	2.307865142822265625e+00	5.894744109418523226e-02
7.736516656991263563e-01	2.085487365722656250e+00	5.493335117702631554e-02
7.904178528734618903e-01	1.866255402565002441e+00	5.115591462657460148e-02
8.071840400477974242e-01	1.659970879554748535e+00	4.739792855762695045e-02
8.239502272221330692e-01	1.463657975196838379e+00	4.369600063470692464e-02
8.407164143964686032e-01	1.292427539825439453e+00	4.034503034830691504e-02
8.574826015708041371e-01	1.132325053215026855e+00	3.712604546833924574e-02
8.742487887451397821e-01	9.910686612129211426e-01	3.416597444402190431e-02
8.910149759194753161e-01	8.677601814270019531e-01	3.146253099275709425e-02
9.077811630938108500e-01	7.589395046234130859e-01	2.897663471062126433e-02
9.245473502681464950e-01	6.670232415199279785e-01	2.676391503768005276e-02
9.413135374424820290e-01	5.812144279479980469e-01	2.462544146662725558e-02
9.580797246168175629e-01	5.129488110542297363e-01	2.282408780676213958e-02
9.748459117911532079e-01	4.513612389564514160e-01	2.112532844454159675e-02
