# Normalized	8004.0 eV	Empty Cap
# q	I	Poisson error
# nm-1	cm-1	cm-1
1.474094827239109673e-01	7.668679114431142807e-03	2.139395548073745254e-02
1.635311436027687693e-01	7.566418033093214035e-03	1.153144243925019463e-02
1.796528044816265435e-01	7.049011066555976868e-03	8.560340778496114411e-03
1.957744653604843177e-01	6.796996574848890305e-03	7.103813030947888837e-03
2.118961262393421197e-01	6.660736631602048874e-03	6.074679157802530087e-03
2.280177871181999216e-01	6.475250236690044403e-03	5.259995037436323954e-03
2.441394479970576958e-01	6.375144701451063156e-03	4.676462374270820219e-03
2.602611088759154701e-01	6.226935423910617828e-03	4.615630250692291485e-03
2.763827697547732720e-01	6.191734690219163895e-03	4.544986352308683954e-03
2.925044306336310740e-01	6.197495386004447937e-03	4.489822337403828918e-03
3.086260915124888760e-01	6.084038875997066498e-03	4.417266290329293146e-03
3.247477523913466224e-01	6.074942182749509811e-03	4.279398580814936306e-03
3.408694132702044244e-01	5.951004102826118469e-03	3.987679331732846104e-03
3.569910741490622264e-01	5.997075699269771576e-03	3.849188408878172121e-03
3.731127350279199728e-01	6.014350336045026779e-03	3.731301492866860841e-03
3.892343959067777748e-01	5.997931119054555893e-03	3.607370849966651249e-03
4.053560567856355767e-01	5.984087008982896805e-03	3.501920851705446567e-03
4.214777176644933787e-01	5.880769807845354080e-03	3.392280102729374174e-03
4.375993785433511807e-01	5.828873720020055771e-03	3.303639107074864741e-03
4.537210394222089271e-01	5.900857038795948029e-03	3.257061132185547127e-03
4.698427003010667291e-01	5.897222086787223816e-03	3.194146811377191700e-03
4.859643611799245311e-01	5.877702962607145309e-03	3.120410650095320135e-03
5.020860220587822775e-01	5.819747690111398697e-03	3.040945110982726241e-03
5.182076829376400795e-01	5.808799061924219131e-03	2.986596932462839363e-03
5.343293438164978815e-01	5.860680248588323593e-03	2.950758770678413388e-03
5.504510046953556834e-01	5.807341542094945908e-03	2.966664428482963887e-03
5.665726655742134854e-01	5.776334088295698166e-03	2.985668973279742740e-03
5.826943264530712874e-01	5.752150435000658035e-03	2.980737005295243641e-03
5.988159873319289783e-01	5.744307301938533783e-03	2.970425384750907411e-03
6.149376482107868913e-01	5.772636737674474716e-03	2.954048426315146730e-03
6.310593090896445823e-01	5.727754905819892883e-03	2.913391042539156209e-03
6.471809699685023842e-01	5.754154175519943237e-03	2.902567469767014779e-03
6.633026308473601862e-01	5.748593248426914215e-03	2.885276924329606332e-03
6.794242917262179882e-01	5.699781700968742371e-03	2.857086280448813045e-03
6.955459526050757901e-01	5.714288447052240372e-03	2.789222555526305134e-03
7.116676134839335921e-01	5.682071670889854431e-03	2.689872972889074693e-03
7.277892743627913941e-01	5.655155982822179794e-03	2.627701823085444068e-03
7.439109352416490850e-01	5.674215964972972870e-03	2.589734257183879881e-03
7.600325961205068870e-01	5.671261344105005264e-03	2.560076388762149747e-03
