# Normalized	214neu	8324.0 eV
# q in nm-1	I in cm-1	poisson_error
1.533027402487101842e-01	5.145611572265625000e+01	1.886358280257387721e+00
1.700689274230457460e-01	4.724345397949218750e+01	1.034068001327193231e+00
1.868351145973813354e-01	4.268752670288085938e+01	7.771646715326450128e-01
2.036013017717168971e-01	3.805215835571289062e+01	6.304262524247282728e-01
2.203674889460524589e-01	3.287640762329101562e+01	5.121577523097611273e-01
2.371336761203880483e-01	2.850400543212890625e+01	4.229494456289221160e-01
2.538998632947235823e-01	2.451659011840820312e+01	3.535525966583369928e-01
2.706660504690591718e-01	2.050612640380859375e+01	3.179579988241917343e-01
2.874322376433947612e-01	1.692619705200195312e+01	2.813779673483867150e-01
3.041984248177302952e-01	1.371582698822021484e+01	2.465923999462001914e-01
3.209646119920659402e-01	1.094402503967285156e+01	2.155073412125701748e-01
3.377307991664014741e-01	8.600643157958984375e+00	1.830841077265520644e-01
3.544969863407370081e-01	6.652838706970214844e+00	1.503418266144246340e-01
3.712631735150726531e-01	5.040738582611083984e+00	1.244260596068537256e-01
3.880293606894081870e-01	3.705581903457641602e+00	1.019952410156711453e-01
4.047955478637437210e-01	2.650807380676269531e+00	8.249579204705329016e-02
4.215617350380793660e-01	1.851247668266296387e+00	6.620099333312717826e-02
4.383279222124148999e-01	1.251705050468444824e+00	5.256856946655100171e-02
4.550941093867504339e-01	8.237726092338562012e-01	4.126671388543825397e-02
4.718602965610860789e-01	5.414566397666931152e-01	3.248161499871125846e-02
4.886264837354216128e-01	3.650290369987487793e-01	2.597327238072648023e-02
5.053926709097571468e-01	2.710997462272644043e-01	2.180431364479827952e-02
5.221588580840927918e-01	2.331778407096862793e-01	1.976891292456321031e-02
5.389250452584283257e-01	2.308223694562911987e-01	1.934124710767233524e-02
5.556912324327638597e-01	2.483821213245391846e-01	1.976662002712515839e-02
5.724574196070995047e-01	2.724565863609313965e-01	2.093643281667143322e-02
5.892236067814350386e-01	2.998163998126983643e-01	2.219371599667686532e-02
6.059897939557706836e-01	3.161675631999969482e-01	2.282273634008241334e-02
6.227559811301062176e-01	3.263708055019378662e-01	2.313928923326540044e-02
6.395221683044417516e-01	3.266488611698150635e-01	2.297101515288946932e-02
6.562883554787772855e-01	3.169347941875457764e-01	2.239776188426809145e-02
6.730545426531129305e-01	2.985146641731262207e-01	2.158675428783701084e-02
6.898207298274484645e-01	2.764868438243865967e-01	2.063645519527457228e-02
7.065869170017839984e-01	2.496780604124069214e-01	1.947115240841473111e-02
7.233531041761196434e-01	2.198775857686996460e-01	1.779063945146968154e-02
7.401192913504551774e-01	1.928674727678298950e-01	1.609502938618988244e-02
7.568854785247907113e-01	1.667990833520889282e-01	1.463194408717907215e-02
7.736516656991263563e-01	1.440202742815017700e-01	1.335360089990407506e-02
7.904178528734618903e-01	1.245910078287124634e-01	1.225975321909637122e-02
8.071840400477974242e-01	1.093706861138343811e-01	1.131801576231029373e-02
8.239502272221330692e-01	9.751371294260025024e-02	1.052785290955851258e-02
8.407164143964686032e-01	8.942604809999465942e-02	9.941374649417276249e-03
8.574826015708041371e-01	8.381415903568267822e-02	9.499845035827238562e-03
8.742487887451397821e-01	8.089186996221542358e-02	9.218911155870743168e-03
8.910149759194753161e-01	7.949077337980270386e-02	9.031425547646862798e-03
9.077811630938108500e-01	7.905019074678421021e-02	8.906758166966923657e-03
9.245473502681464950e-01	7.937917858362197876e-02	8.828148720937756613e-03
9.413135374424820290e-01	7.942481338977813721e-02	8.739351339526980553e-03
9.580797246168175629e-01	7.953013479709625244e-02	8.657930745474213055e-03
9.748459117911532079e-01	7.908442616462707520e-02	8.547128051835835294e-03
9.916120989654887419e-01	7.803564518690109253e-02	8.407398234266552292e-03
1.008378286139824498e+00	7.720949500799179077e-02	8.282016438797291588e-03
1.025144473314159921e+00	7.541031390428543091e-02	8.103884681180268876e-03
1.041910660488495566e+00	7.345099747180938721e-02	7.926399912170740622e-03
1.058676847662831211e+00	7.163263112306594849e-02	7.756269645640161657e-03
