# Normalized	193neu	8330.0 eV
# q in nm-1	I in cm-1	poisson_error
1.534133333808537225e-01	3.123229026794433594e+00	4.400129542036234631e-01
1.701916152350436418e-01	3.026155710220336914e+00	2.386154192247544048e-01
1.869698970892335610e-01	2.940583229064941406e+00	1.826249324717195699e-01
2.037481789434235080e-01	2.839358091354370117e+00	1.527082082390998075e-01
2.205264607976133995e-01	2.696878194808959961e+00	1.293678649233996336e-01
2.373047426518033465e-01	2.582149505615234375e+00	1.118659739665133629e-01
2.540830245059932935e-01	2.471187829971313477e+00	9.860127929364938260e-02
2.708613063601831850e-01	2.329425573348999023e+00	9.542239388979198433e-02
2.876395882143730764e-01	2.210078001022338867e+00	9.169557592587536388e-02
3.044178700685630234e-01	2.088281631469726562e+00	8.791517785937523477e-02
3.211961519227529704e-01	1.970773935317993164e+00	8.468520000069561238e-02
3.379744337769428619e-01	1.856594204902648926e+00	7.968731896426058114e-02
3.547527156311328089e-01	1.735902309417724609e+00	7.265898128532913280e-02
3.715309974853227004e-01	1.632909297943115234e+00	6.778958205370279322e-02
3.883092793395126474e-01	1.524959564208984375e+00	6.339776828113327656e-02
4.050875611937025389e-01	1.425696611404418945e+00	5.933266349919502636e-02
4.218658430478924859e-01	1.331474661827087402e+00	5.569966631840618521e-02
4.386441249020824329e-01	1.238847374916076660e+00	5.245249792003565253e-02
4.554224067562723244e-01	1.145497083663940430e+00	4.927934818549107449e-02
4.722006886104622714e-01	1.061941266059875488e+00	4.643554147554972839e-02
4.889789704646521629e-01	9.768951535224914551e-01	4.362516316128577099e-02
5.057572523188420544e-01	9.012812972068786621e-01	4.095289008690844446e-02
5.225355341730320013e-01	8.312900662422180176e-01	3.847103826578174290e-02
5.393138160272219483e-01	7.640934586524963379e-01	3.620188910053923070e-02
5.560920978814118953e-01	6.988084912300109863e-01	3.399497271051464542e-02
5.728703797356018423e-01	6.395381689071655273e-01	3.274991358787326251e-02
5.896486615897917893e-01	5.873494148254394531e-01	3.158644253869133389e-02
6.064269434439816253e-01	5.332554578781127930e-01	3.003668094611431846e-02
