# Normalized	8004.0 eV	Empty Cap
# q	I	Poisson error
# nm-1	cm-1	cm-1
1.474094827239109673e-01	-2.387552022933959961e+00	nan
1.635311436027687693e-01	-1.910822272300720215e+00	nan
1.796528044816265435e-01	-1.520287513732910156e+00	nan
1.957744653604843177e-01	-1.248151183128356934e+00	nan
2.118961262393421197e-01	-1.044137835502624512e+00	nan
2.280177871181999216e-01	-9.072596430778503418e-01	nan
2.441394479970576958e-01	-8.126552700996398926e-01	nan
2.602611088759154701e-01	-7.327080965042114258e-01	nan
2.763827697547732720e-01	-6.753490567207336426e-01	nan
2.925044306336310740e-01	-6.286010742187500000e-01	nan
3.086260915124888760e-01	-5.939446687698364258e-01	nan
3.247477523913466224e-01	-5.654650330543518066e-01	nan
3.408694132702044244e-01	-5.401257276535034180e-01	nan
3.569910741490622264e-01	-5.212320089340209961e-01	nan
3.731127350279199728e-01	-5.026789307594299316e-01	nan
3.892343959067777748e-01	-4.901623129844665527e-01	nan
4.053560567856355767e-01	-4.789639115333557129e-01	nan
4.214777176644933787e-01	-4.688549041748046875e-01	nan
4.375993785433511807e-01	-4.574204385280609131e-01	nan
4.537210394222089271e-01	-4.493284225463867188e-01	nan
4.698427003010667291e-01	-4.408064782619476318e-01	nan
4.859643611799245311e-01	-4.343504905700683594e-01	nan
5.020860220587822775e-01	-4.279406368732452393e-01	nan
5.182076829376400795e-01	-4.216642379760742188e-01	nan
5.343293438164978815e-01	-4.142482876777648926e-01	nan
5.504510046953556834e-01	-4.068715870380401611e-01	nan
5.665726655742134854e-01	-4.035052657127380371e-01	nan
5.826943264530712874e-01	-3.974480628967285156e-01	nan
5.988159873319289783e-01	-3.926431536674499512e-01	nan
6.149376482107868913e-01	-3.889889419078826904e-01	nan
6.310593090896445823e-01	-3.850403130054473877e-01	nan
6.471809699685023842e-01	-3.809073567390441895e-01	nan
6.633026308473601862e-01	-3.776435852050781250e-01	nan
6.794242917262179882e-01	-3.742618560791015625e-01	nan
6.955459526050757901e-01	-3.706651628017425537e-01	nan
7.116676134839335921e-01	-3.684156835079193115e-01	nan
7.277892743627913941e-01	-3.656675815582275391e-01	nan
7.439109352416490850e-01	-3.625297546386718750e-01	nan
7.600325961205068870e-01	-3.590978682041168213e-01	nan
7.761542569993646890e-01	-3.561668395996093750e-01	nan
7.922759178782224909e-01	-3.527550697326660156e-01	nan
8.083975787570802929e-01	-3.508546650409698486e-01	nan
8.245192396359380949e-01	-3.463884294033050537e-01	nan
8.406409005147958968e-01	-3.438669145107269287e-01	nan
8.567625613936535878e-01	-3.404816687107086182e-01	nan
8.728842222725113897e-01	-3.376400172710418701e-01	nan
8.890058831513691917e-01	-3.358600139617919922e-01	nan
9.051275440302269937e-01	-3.311947286128997803e-01	nan
9.212492049090847956e-01	-3.297738134860992432e-01	nan
9.373708657879425976e-01	-3.271991312503814697e-01	nan
9.534925266668003996e-01	-3.243092596530914307e-01	nan
9.696141875456582016e-01	-3.218712806701660156e-01	nan
9.857358484245160035e-01	-3.195946216583251953e-01	nan
1.001857509303373694e+00	-3.166505694389343262e-01	nan
1.017979170182231385e+00	-3.143343627452850342e-01	nan
1.034100831061089298e+00	-3.119765818119049072e-01	nan
1.050222491939947211e+00	-3.095831573009490967e-01	nan
1.066344152818804902e+00	-3.069774806499481201e-01	nan
1.082465813697662593e+00	-3.050324022769927979e-01	nan
1.098587474576520506e+00	-3.027953505516052246e-01	nan
1.114709135455378197e+00	-3.000993132591247559e-01	nan
1.130830796334235888e+00	-2.976494729518890381e-01	nan
1.146952457213093801e+00	-2.954838573932647705e-01	nan
1.163074118091951714e+00	-2.925660312175750732e-01	nan
1.179195778970809405e+00	-2.903801798820495605e-01	nan
1.195317439849667096e+00	-2.888809740543365479e-01	nan
1.211439100728525009e+00	-2.864706218242645264e-01	nan
1.227560761607382700e+00	-2.833484113216400146e-01	nan
1.243682422486240613e+00	-2.813593745231628418e-01	nan
1.259804083365098304e+00	-2.792450189590454102e-01	nan
1.275925744243956217e+00	-2.770288586616516113e-01	nan
1.292047405122813908e+00	-2.751624882221221924e-01	nan
1.308169066001671821e+00	-2.736983895301818848e-01	nan
1.324290726880529512e+00	-2.728378474712371826e-01	nan
1.340412387759387203e+00	-3.925386667251586914e-01	nan
1.356534048638245116e+00	-2.687987983226776123e-01	nan
1.372655709517102807e+00	-2.668240070343017578e-01	nan
1.388777370395960720e+00	-2.655641436576843262e-01	nan
1.404899031274818411e+00	-2.630560100078582764e-01	nan
1.421020692153676324e+00	-2.612086832523345947e-01	nan
1.437142353032534015e+00	-2.592213153839111328e-01	nan
1.453264013911391705e+00	-2.566060423851013184e-01	nan
1.469385674790249618e+00	-2.549345195293426514e-01	nan
1.485507335669107309e+00	-2.531629204750061035e-01	nan
1.501628996547965222e+00	-2.510836422443389893e-01	nan
1.517750657426822913e+00	-2.488792091608047485e-01	nan
