# Normalized	193	10000.0 eV
# q in nm-1	I in cm-1	poisson_error
1.841697148967067765e-01	1.309137582778930664e+00	2.829032698649660560e-01
2.043117153216008064e-01	1.272820115089416504e+00	1.528430977106801647e-01
2.244537157464948640e-01	1.227841496467590332e+00	1.161481586503660263e-01
2.445957161713888939e-01	1.177002310752868652e+00	9.651780767456866195e-02
2.647377165962829237e-01	1.125937342643737793e+00	8.188315981434100832e-02
2.848797170211769814e-01	1.065342187881469727e+00	7.021229062709549718e-02
3.050217174460709835e-01	1.012882471084594727e+00	6.155073068003710790e-02
3.251637178709650411e-01	9.541842937469482422e-01	5.958658724430491299e-02
3.453057182958590987e-01	8.971315026283264160e-01	5.700727376272125835e-02
3.654477187207531008e-01	8.350498676300048828e-01	5.424994690132347447e-02
3.855897191456471029e-01	7.749685049057006836e-01	5.182883879329232280e-02
4.057317195705412161e-01	7.183729410171508789e-01	4.836026993888386388e-02
4.258737199954352182e-01	6.668362617492675781e-01	4.390125932128338682e-02
4.460157204203292203e-01	6.159046888351440430e-01	4.056197518066174956e-02
4.661577208452233334e-01	5.680547952651977539e-01	3.768972372598554388e-02
4.862997212701173355e-01	5.207909941673278809e-01	3.491648129136588896e-02
5.064417216950113376e-01	4.766496419906616211e-01	3.244034016131038672e-02
5.265837221199054508e-01	4.344621002674102783e-01	3.023401663776410439e-02
5.467257225447994529e-01	3.944929540157318115e-01	2.815038345443193063e-02
5.668677229696934550e-01	3.577844798564910889e-01	2.623725604626886421e-02
5.870097233945874571e-01	3.235209882259368896e-01	2.444448012642765414e-02
6.071517238194815702e-01	2.909698486328125000e-01	2.265679289882093633e-02
6.272937242443755723e-01	2.606894671916961670e-01	2.097652007314684819e-02
6.474357246692695744e-01	2.331656217575073242e-01	1.947505917937877168e-02
6.675777250941636876e-01	2.084421366453170776e-01	1.808680830957044849e-02
6.877197255190576897e-01	1.853087693452835083e-01	1.718875820105774527e-02
7.078617259439516918e-01	1.647987216711044312e-01	1.632611053564233389e-02
7.280037263688456939e-01	1.454218477010726929e-01	1.531708408817629083e-02
7.481457267937398070e-01	1.287369579076766968e-01	1.435004265445973329e-02
7.682877272186338091e-01	1.128719672560691833e-01	1.331055689419120662e-02
7.884297276435278112e-01	9.922078996896743774e-02	1.234029617355113413e-02
8.085717280684219244e-01	8.654830604791641235e-02	1.144024382799162763e-02
