# Normalized	GC	8324.0 eV
# q in nm-1	I in cm-1	poisson_error
1.533027402487101842e-01	4.176196670532226562e+01	1.687983287548086908e+00
1.700689274230457460e-01	3.373203277587890625e+01	8.580289343675943092e-01
1.868351145973813354e-01	2.721132087707519531e+01	6.028444728534043673e-01
2.036013017717168971e-01	2.256779861450195312e+01	4.681281593793318319e-01
2.203674889460524589e-01	1.905465316772460938e+01	3.744864913163234443e-01
2.371336761203880483e-01	1.676691436767578125e+01	3.112438105129023413e-01
2.538998632947235823e-01	1.520838069915771484e+01	2.679100147374472995e-01
2.706660504690591718e-01	1.380800056457519531e+01	2.531864817048251615e-01
2.874322376433947612e-01	1.282424545288085938e+01	2.401031636476529951e-01
3.041984248177302952e-01	1.205731582641601562e+01	2.292860093315116643e-01
3.209646119920659402e-01	1.142272853851318359e+01	2.209927649607862365e-01
3.377307991664014741e-01	1.091649150848388672e+01	2.096734577805326738e-01
3.544969863407370081e-01	1.046273612976074219e+01	1.942893905820702039e-01
3.712631735150726531e-01	1.014702892303466797e+01	1.845878314236300555e-01
3.880293606894081870e-01	9.819798469543457031e+00	1.761689455905917356e-01
4.047955478637437210e-01	9.572033882141113281e+00	1.688597434714841083e-01
4.215617350380793660e-01	9.361086845397949219e+00	1.627055796682697897e-01
4.383279222124148999e-01	9.177785873413085938e+00	1.577363840591512745e-01
4.550941093867504339e-01	8.983159065246582031e+00	1.529101572709135326e-01
4.718602965610860789e-01	8.833498001098632812e+00	1.488410960509317371e-01
4.886264837354216128e-01	8.647058486938476562e+00	1.446458083421307550e-01
5.053926709097571468e-01	8.526604652404785156e+00	1.408698173202758142e-01
5.221588580840927918e-01	8.422125816345214844e+00	1.374326126170972717e-01
5.389250452584283257e-01	8.308347702026367188e+00	1.344042718769686284e-01
5.556912324327638597e-01	8.196305274963378906e+00	1.315066427426785367e-01
5.724574196070995047e-01	8.061749458312988281e+00	1.313418070097071566e-01
5.892236067814350386e-01	8.000807762145996094e+00	1.317677630714917392e-01
6.059897939557706836e-01	7.875069141387939453e+00	1.306124918336735441e-01
6.227559811301062176e-01	7.776909828186035156e+00	1.293620567164323054e-01
6.395221683044417516e-01	7.714780330657958984e+00	1.278946860154908383e-01
6.562883554787772855e-01	7.619910717010498047e+00	1.259194206527383397e-01
6.730545426531129305e-01	7.540931224822998047e+00	1.245249885107002213e-01
6.898207298274484645e-01	7.493125438690185547e+00	1.234930732622443322e-01
7.065869170017839984e-01	7.410184860229492188e+00	1.221265304651377170e-01
7.233531041761196434e-01	7.320955753326416016e+00	1.187113819330353898e-01
7.401192913504551774e-01	7.300870418548583984e+00	1.152443103829142446e-01
7.568854785247907113e-01	7.248720169067382812e+00	1.127667517250979246e-01
7.736516656991263563e-01	7.177885055541992188e+00	1.106122037591450169e-01
7.904178528734618903e-01	7.120406150817871094e+00	1.090655908364901033e-01
8.071840400477974242e-01	7.051392555236816406e+00	1.072471347726705188e-01
8.239502272221330692e-01	6.992189884185791016e+00	1.054991240667864510e-01
8.407164143964686032e-01	6.945740699768066406e+00	1.039407484408427229e-01
8.574826015708041371e-01	6.861315250396728516e+00	1.021345423068624331e-01
8.742487887451397821e-01	6.799437522888183594e+00	1.005823204640619722e-01
8.910149759194753161e-01	6.745542049407958984e+00	9.914013952692961318e-02
9.077811630938108500e-01	6.690056800842285156e+00	9.774723561473633304e-02
9.245473502681464950e-01	6.655426025390625000e+00	9.655480155870743708e-02
9.413135374424820290e-01	6.565634250640869141e+00	9.495174791855663654e-02
9.580797246168175629e-01	6.532664775848388672e+00	9.387774662776564305e-02
9.748459117911532079e-01	6.488307952880859375e+00	9.272156913815438051e-02
9.916120989654887419e-01	6.411412239074707031e+00	9.133028201981599481e-02
1.008378286139824498e+00	6.373717308044433594e+00	9.028763781439121117e-02
1.025144473314159921e+00	6.321477890014648438e+00	8.912714942338600954e-02
1.041910660488495566e+00	6.265793323516845703e+00	8.802328273818539606e-02
1.058676847662831211e+00	6.228035926818847656e+00	8.706413785298432184e-02
1.075443034837166634e+00	6.171811103820800781e+00	8.595984803201550672e-02
1.092209222011502279e+00	6.134069442749023438e+00	8.506098620926284826e-02
1.108975409185837924e+00	6.073755741119384766e+00	8.397742936292248994e-02
1.125741596360173347e+00	6.036640644073486328e+00	8.310188900253806521e-02
1.142507783534508992e+00	5.984145164489746094e+00	8.212165547485178463e-02
1.159273970708844415e+00	5.930202960968017578e+00	8.115462239392699784e-02
1.176040157883180060e+00	5.893877029418945312e+00	8.038607888432951210e-02
1.192806345057515705e+00	5.846634387969970703e+00	7.958160174953556043e-02
1.209572532231851127e+00	5.781056880950927734e+00	7.986586942053257310e-02
1.226338719406186772e+00	5.751821994781494141e+00	8.006277575453943363e-02
1.243104906580522417e+00	5.717799663543701172e+00	7.971038387202158959e-02
1.259871093754857840e+00	5.656009674072265625e+00	7.915213493807753131e-02
1.276637280929193485e+00	5.598418712615966797e+00	7.864478891853805831e-02
1.293403468103529130e+00	5.567362308502197266e+00	7.832224185368683034e-02
1.310169655277864553e+00	5.520151615142822266e+00	7.784370477920153630e-02
1.326935842452200198e+00	5.481474399566650391e+00	7.742497458747989170e-02
1.343702029626535843e+00	5.435145854949951172e+00	7.693204145894563806e-02
1.360468216800871266e+00	5.408031940460205078e+00	7.543295362701421536e-02
1.377234403975206911e+00	5.384119510650634766e+00	7.405431400918853491e-02
1.394000591149542556e+00	5.346798896789550781e+00	7.320459058168829469e-02
1.410766778323877979e+00	5.300673961639404297e+00	7.243970846983294187e-02
1.427532965498213624e+00	5.268112182617187500e+00	7.184516648101506309e-02
1.444299152672549269e+00	5.238499641418457031e+00	7.129702198733410545e-02
