# Normalized	193neu	8239.0 eV
# q in nm-1	I in cm-1	poisson_error
1.517373003233184192e-01	3.715590715408325195e+00	4.950780296640144296e-01
1.683322808144483151e-01	3.603134632110595703e+00	2.750651267021295143e-01
1.849272613055782111e-01	3.509190797805786133e+00	2.138225898637067524e-01
2.015222417967081348e-01	3.391860485076904297e+00	1.807521090786423368e-01
2.181172222878380307e-01	3.230622529983520508e+00	1.547915835789481498e-01
2.347122027789679266e-01	3.091962575912475586e+00	1.350435754529308030e-01
2.513071832700978225e-01	2.960068464279174805e+00	1.200085517377452310e-01
2.679021637612277185e-01	2.803248405456542969e+00	1.161479154878658493e-01
2.844971442523576144e-01	2.667019128799438477e+00	1.116512989819259255e-01
3.010921247434875103e-01	2.524341821670532227e+00	1.070019786702376963e-01
3.176871052346174062e-01	2.387261867523193359e+00	1.029923342470867587e-01
3.342820857257473022e-01	2.253468751907348633e+00	9.703681681672478299e-02
3.508770662168771981e-01	2.118066549301147461e+00	8.896251168680142929e-02
3.674720467080071495e-01	1.998196959495544434e+00	8.320735727299141682e-02
3.840670271991369900e-01	1.869944691658020020e+00	7.789869232011320532e-02
4.006620076902669414e-01	1.752528190612792969e+00	7.300018898174855109e-02
4.172569881813967818e-01	1.638719558715820312e+00	6.854403373505718600e-02
4.338519686725267333e-01	1.527691125869750977e+00	6.454465156929367620e-02
4.504469491636565737e-01	1.415268063545227051e+00	6.061300585173502037e-02
4.670419296547865251e-01	1.315379738807678223e+00	5.710995707168359248e-02
4.836369101459163655e-01	1.213305950164794922e+00	5.363042803987635304e-02
5.002318906370463170e-01	1.121731519699096680e+00	5.032455573491662754e-02
5.168268711281761574e-01	1.036289334297180176e+00	4.723924119875424349e-02
5.334218516193061088e-01	9.551036357879638672e-01	4.442789247591671237e-02
5.500168321104360603e-01	8.756008148193359375e-01	4.167975374838480546e-02
5.666118126015659007e-01	8.029873967170715332e-01	4.002511198616399979e-02
5.832067930926958521e-01	7.392147779464721680e-01	3.850134315442143434e-02
5.998017735838256925e-01	6.737088561058044434e-01	3.655880273064622543e-02
6.163967540749556440e-01	6.178272366523742676e-01	3.474311169759936729e-02
6.329917345660854844e-01	5.669381618499755859e-01	3.288158052000726694e-02
6.495867150572154358e-01	5.170473456382751465e-01	3.096375567784258667e-02
6.661816955483452762e-01	4.714342057704925537e-01	2.926001508579503113e-02
6.827766760394752277e-01	4.315847754478454590e-01	2.772951606295992119e-02
6.993716565306051791e-01	3.937216699123382568e-01	2.623106530502861133e-02
7.159666370217350195e-01	3.576828539371490479e-01	2.431954428121287787e-02
7.325616175128649710e-01	3.273428976535797119e-01	2.247308404612457372e-02
7.491565980039948114e-01	2.986328005790710449e-01	2.096694376565200538e-02
7.657515784951247628e-01	2.720202207565307617e-01	1.963122611023546474e-02
7.823465589862546032e-01	2.480021715164184570e-01	1.847525111657879679e-02
