# Normalized	193	8004.0 eV
# q in nm-1	I in cm-1	poisson_error
1.474094827239109673e-01	2.746254682540893555e+00	4.113208436207222429e-01
1.635311436027687693e-01	2.669925689697265625e+00	2.228966810211206462e-01
1.796528044816265435e-01	2.598926305770874023e+00	1.704930221903329934e-01
1.957744653604843177e-01	2.530564308166503906e+00	1.430328611473547784e-01
2.118961262393421197e-01	2.427590131759643555e+00	1.216881446707740733e-01
2.280177871181999216e-01	2.348196268081665039e+00	1.056961565288182248e-01
2.441394479970576958e-01	2.271008729934692383e+00	9.360841892533446063e-02
2.602611088759154701e-01	2.170754671096801758e+00	9.128420839458231684e-02
2.763827697547732720e-01	2.088474273681640625e+00	8.837943098311043522e-02
2.925044306336310740e-01	1.999112010002136230e+00	8.532914142995931539e-02
3.086260915124888760e-01	1.912944078445434570e+00	8.281197726797841219e-02
3.247477523913466224e-01	1.825999498367309570e+00	7.846848291982273793e-02
3.408694132702044244e-01	1.733082056045532227e+00	7.210504591048842726e-02
3.569910741490622264e-01	1.653885602951049805e+00	6.778421826660588345e-02
3.731127350279199728e-01	1.565582036972045898e+00	6.384976135831824107e-02
3.892343959067777748e-01	1.482990860939025879e+00	6.017316501149948260e-02
4.053560567856355767e-01	1.404616236686706543e+00	5.691386889092916318e-02
4.214777176644933787e-01	1.326234102249145508e+00	5.401838399173217869e-02
4.375993785433511807e-01	1.244780302047729492e+00	5.115835906316588966e-02
4.537210394222089271e-01	1.171516060829162598e+00	4.859611301231264030e-02
4.698427003010667291e-01	1.095741033554077148e+00	4.606166637135540587e-02
4.859643611799245311e-01	1.026103258132934570e+00	4.358471848667088561e-02
5.020860220587822775e-01	9.609929919242858887e-01	4.127754355142748688e-02
5.182076829376400795e-01	8.970032334327697754e-01	3.916172581797225383e-02
5.343293438164978815e-01	8.336017131805419922e-01	3.708800863453606822e-02
5.504510046953556834e-01	7.735916972160339355e-01	3.599453826749604568e-02
5.665726655742134854e-01	7.215979695320129395e-01	3.500181856338108882e-02
5.826943264530712874e-01	6.657948493957519531e-01	3.356774999209995169e-02
5.988159873319289783e-01	6.173916459083557129e-01	3.217973487149492634e-02
6.149376482107868913e-01	5.727844834327697754e-01	3.070460956294950722e-02
6.310593090896445823e-01	5.282727479934692383e-01	2.915377045873503159e-02
6.471809699685023842e-01	4.869915843009948730e-01	2.777961957748772276e-02
6.633026308473601862e-01	4.503158926963806152e-01	2.652780391829982418e-02
6.794242917262179882e-01	4.143004715442657471e-01	2.526584632492490101e-02
6.955459526050757901e-01	3.808782100677490234e-01	2.360072686421974333e-02
7.116676134839335921e-01	3.508105874061584473e-01	2.189493724422934828e-02
