# Normalized	232	10000.0 eV
# q in nm-1	I in cm-1	poisson_error
1.841697148967067765e-01	1.591233372688293457e+00	3.119576079966766002e-01
2.043117153216008064e-01	1.522655010223388672e+00	1.671984680576379945e-01
2.244537157464948640e-01	1.451249122619628906e+00	1.262766370414350747e-01
2.445957161713888939e-01	1.394181847572326660e+00	1.050526400593278648e-01
2.647377165962829237e-01	1.356801509857177734e+00	8.992301592251869535e-02
2.848797170211769814e-01	1.329044342041015625e+00	7.851527885726905520e-02
3.050217174460709835e-01	1.318476080894470215e+00	7.038601822734824598e-02
3.251637178709650411e-01	1.311496257781982422e+00	7.010398066832657094e-02
3.453057182958590987e-01	1.328169584274291992e+00	6.972690073982212855e-02
3.654477187207531008e-01	1.344215989112854004e+00	6.932372437959025135e-02
3.855897191456471029e-01	1.372692227363586426e+00	6.962318687952162577e-02
4.057317195705412161e-01	1.412127375602722168e+00	6.861545544594252477e-02
4.258737199954352182e-01	1.458296537399291992e+00	6.591026441348404874e-02
4.460157204203292203e-01	1.518831729888916016e+00	6.489234129901233494e-02
4.661577208452233334e-01	1.588761925697326660e+00	6.445328960528169671e-02
4.862997212701173355e-01	1.667727947235107422e+00	6.415647299592773523e-02
5.064417216950113376e-01	1.755557656288146973e+00	6.420324865188331565e-02
5.265837221199054508e-01	1.850406289100646973e+00	6.463354793424339051e-02
5.467257225447994529e-01	1.946831464767456055e+00	6.507626302074441538e-02
5.668677229696934550e-01	2.040776014328002930e+00	6.550314621773173362e-02
5.870097233945874571e-01	2.125381946563720703e+00	6.578102958455003813e-02
6.071517238194815702e-01	2.190318107604980469e+00	6.554109268635151253e-02
6.272937242443755723e-01	2.227248430252075195e+00	6.488723550461082679e-02
6.474357246692695744e-01	2.231824159622192383e+00	6.395076728531100263e-02
6.675777250941636876e-01	2.191195011138916016e+00	6.236280042196413326e-02
6.877197255190576897e-01	2.108782529830932617e+00	6.163543870652388873e-02
7.078617259439516918e-01	1.989574074745178223e+00	6.021861780252319579e-02
7.280037263688456939e-01	1.837774753570556641e+00	5.771004453220516389e-02
7.481457267937398070e-01	1.663783669471740723e+00	5.455293701705360432e-02
7.682877272186338091e-01	1.482277512550354004e+00	5.088608995265035684e-02
7.884297276435278112e-01	1.299708962440490723e+00	4.698569084871666302e-02
8.085717280684219244e-01	1.129614233970642090e+00	4.334774035794027036e-02
8.287137284933159265e-01	9.735922813415527344e-01	3.984448986374783397e-02
8.488557289182099286e-01	8.333078622817993164e-01	3.649847254526111112e-02
8.689977293431040417e-01	7.093321084976196289e-01	3.272545006285090818e-02
8.891397297679980438e-01	6.047561764717102051e-01	2.914547928306823396e-02
9.092817301928920459e-01	5.149787068367004395e-01	2.625314886671485312e-02
9.294237306177861591e-01	4.394249916076660156e-01	2.378506187785609655e-02
9.495657310426801612e-01	3.752976059913635254e-01	2.166672586636084544e-02
9.697077314675741633e-01	3.219008445739746094e-01	1.974485994300370986e-02
9.898497318924681654e-01	2.760776877403259277e-01	1.798717678624924335e-02
1.009991732317362390e+00	2.377606630325317383e-01	1.643323148168083711e-02
1.030133732742256392e+00	2.059269249439239502e-01	1.507058498173864322e-02
1.050275733167150394e+00	1.781487911939620972e-01	1.381983885306821078e-02
1.070417733592044396e+00	1.550114154815673828e-01	1.271541722144330956e-02
1.090559734016938398e+00	1.350473612546920776e-01	1.171434945176250304e-02
1.110701734441832400e+00	1.183709055185317993e-01	1.082752251953955636e-02
1.130843734866726624e+00	1.044715121388435364e-01	1.004996925284428778e-02
1.150985735291620626e+00	9.301603585481643677e-02	9.374308403803549225e-03
1.171127735716514628e+00	8.273708075284957886e-02	8.740560504386268512e-03
1.191269736141408631e+00	7.513202726840972900e-02	8.239733296393218082e-03
1.211411736566302633e+00	6.892852485179901123e-02	7.809206175440079958e-03
1.231553736991196635e+00	6.337971985340118408e-02	7.409191881082930441e-03
1.251695737416090637e+00	5.862026289105415344e-02	7.058012025602398466e-03
1.271837737840984639e+00	5.566420406103134155e-02	6.813182067911313818e-03
1.291979738265878863e+00	5.287451297044754028e-02	6.577869778637224218e-03
1.312121738690772865e+00	5.089429765939712524e-02	6.397664630313429010e-03
1.332263739115666867e+00	4.926122352480888367e-02	6.239464527148954817e-03
1.352405739540560869e+00	4.773963242769241333e-02	6.089775872261800511e-03
1.372547739965454872e+00	4.649756848812103271e-02	5.960088984207292592e-03
1.392689740390348874e+00	4.514470696449279785e-02	5.825242780717051344e-03
1.412831740815243098e+00	4.414594918489456177e-02	5.718366313312153899e-03
1.432973741240137100e+00	4.271181672811508179e-02	5.587069254607820133e-03
1.453115741665031102e+00	4.139134287834167480e-02	5.567608070842450761e-03
1.473257742089925104e+00	3.969433158636093140e-02	5.486504212430807007e-03
1.493399742514819106e+00	3.831196576356887817e-02	5.382623262491929676e-03
1.513541742939713108e+00	3.678026795387268066e-02	5.268383979396815998e-03
1.533683743364607110e+00	3.535809740424156189e-02	5.161561171316264400e-03
1.553825743789501335e+00	3.367115557193756104e-02	5.029898439630301442e-03
