# q in nm-1	I	poisson_error
1.289189696504384197e-01	2.782169103622436523e+00	4.071235138034451917e-01
1.430183876667701914e-01	2.719282627105712891e+00	2.182428425947844919e-01
1.571178056831019632e-01	2.643905401229858398e+00	1.654394487460672525e-01
1.712172236994337071e-01	2.573926448822021484e+00	1.379026355793695202e-01
1.853166417157655066e-01	2.487297773361206055e+00	1.170611734221997657e-01
1.994160597320972506e-01	2.418137311935424805e+00	1.013293340967533346e-01
2.135154777484290223e-01	2.354293107986450195e+00	8.955581463860104452e-02
2.276148957647607940e-01	2.272625923156738281e+00	8.787485005506966151e-02
2.417143137810925657e-01	2.211390018463134766e+00	8.559555781734538848e-02
2.558137317974243374e-01	2.140009880065917969e+00	8.313829417287582624e-02
2.699131498137561369e-01	2.071412086486816406e+00	8.122062649232855702e-02
2.840125678300878809e-01	2.001255750656127930e+00	7.739120181526881748e-02
2.981119858464196248e-01	1.926800251007080078e+00	7.148112799356119706e-02
3.122114038627513688e-01	1.858447313308715820e+00	6.749158674545228942e-02
3.263108218790831683e-01	1.782876133918762207e+00	6.397966097012983133e-02
3.404102398954149677e-01	1.707726240158081055e+00	6.061193697620227000e-02
3.545096579117467117e-01	1.638682842254638672e+00	5.769825090953713265e-02
3.686090759280784557e-01	1.569045186042785645e+00	5.516614771500632369e-02
3.827084939444102551e-01	1.492248296737670898e+00	5.262195128429728724e-02
3.968079119607419991e-01	1.424800157546997070e+00	5.037777232599224830e-02
4.109073299770737986e-01	1.352544426918029785e+00	4.814621344441635808e-02
4.250067479934055426e-01	1.285286068916320801e+00	4.592208240826550769e-02
4.391061660097373420e-01	1.220416665077209473e+00	4.382186576528311617e-02
4.532055840260690860e-01	1.155094027519226074e+00	4.190711515399388187e-02
4.673050020424008300e-01	1.089756965637207031e+00	4.003358072845602383e-02
4.814044200587326294e-01	1.028121829032897949e+00	3.927658901714735362e-02
4.955038380750643734e-01	9.722183346748352051e-01	3.854379705987618504e-02
5.096032560913961174e-01	9.141169786453247070e-01	3.739142026264199309e-02
5.237026741077279723e-01	8.617066740989685059e-01	3.620241734980450543e-02
5.378020921240597163e-01	8.100121021270751953e-01	3.481863423718837419e-02
5.519015101403914603e-01	7.605465650558471680e-01	3.340348360111058262e-02
5.660009281567233153e-01	7.128392457962036133e-01	3.214337276803476418e-02
5.801003461730549482e-01	6.689813733100891113e-01	3.096754068354399050e-02
5.941997641893868032e-01	6.259048581123352051e-01	2.978780994469769350e-02
6.082991822057185471e-01	5.844432115554809570e-01	2.806103597009235173e-02
6.223986002220502911e-01	5.480918288230895996e-01	2.627633648058366744e-02
6.364980182383821461e-01	5.122703313827514648e-01	2.487247239031435686e-02
6.505974362547137790e-01	4.770426154136657715e-01	2.361311222437478125e-02
6.646968542710456340e-01	4.442878365516662598e-01	2.253153211794991714e-02
6.787962722873774890e-01	4.139716327190399170e-01	2.145909614207863053e-02
6.928956903037091219e-01	3.846843838691711426e-01	2.040026328138798764e-02
7.069951083200409769e-01	3.579824566841125488e-01	1.941935807603675443e-02
7.210945263363726099e-01	3.322730958461761475e-01	1.847553990823424738e-02
7.351939443527044649e-01	3.083815276622772217e-01	1.758407295491338021e-02
7.492933623690363198e-01	2.861245572566986084e-01	1.673755469273742469e-02
7.633927803853679528e-01	2.654703855514526367e-01	1.594066443158017807e-02
7.774921984016998078e-01	2.465456575155258179e-01	1.519004359060520566e-02
7.915916164180314407e-01	2.276681363582611084e-01	1.444218966943700347e-02
8.056910344343632957e-01	2.118042856454849243e-01	1.378739045962185279e-02
8.197904524506951507e-01	1.965607553720474243e-01	1.314652987573649949e-02
8.338898704670267836e-01	1.818534880876541138e-01	1.252073610378741375e-02
8.479892884833586386e-01	1.693178117275238037e-01	1.196349862881866156e-02
8.620887064996902716e-01	1.571196913719177246e-01	1.141088749371635055e-02
8.761881245160221265e-01	1.460331678390502930e-01	1.090371720727892867e-02
8.902875425323539815e-01	1.361131519079208374e-01	1.043171575345760473e-02
9.043869605486856145e-01	1.268727481365203857e-01	9.980200650238231150e-03
9.184863785650174695e-01	1.182593628764152527e-01	9.554143579271734063e-03
9.325857965813491024e-01	1.104704067111015320e-01	9.155304001269230774e-03
9.466852145976809574e-01	1.036450043320655823e-01	8.793345989407860483e-03
9.607846326140128124e-01	9.710139036178588867e-02	8.441339090314475477e-03
9.748840506303444453e-01	9.134396165609359741e-02	8.122130356157346645e-03
9.889834686466763003e-01	8.641455322504043579e-02	7.842835855367323236e-03
1.003082886663008155e+00	8.178033679723739624e-02	7.580062164980791439e-03
1.017182304679339788e+00	7.762428373098373413e-02	7.479782235515717963e-03
1.031281722695671643e+00	7.378684729337692261e-02	7.342138615214165859e-03
1.045381140712003276e+00	7.067055255174636841e-02	7.177612558659165684e-03
1.059480558728335131e+00	6.775134801864624023e-02	7.022908175669968604e-03
1.073579976744666986e+00	6.510339677333831787e-02	6.881361907109806442e-03
1.087679394760998619e+00	6.303166598081588745e-02	6.764281966602742752e-03
1.101778812777330474e+00	6.101424992084503174e-02	6.646388389695047534e-03
1.115878230793662107e+00	5.934011191129684448e-02	6.544749417869448992e-03
1.129977648809993962e+00	5.780460312962532043e-02	6.448812104166984013e-03
1.144077066826325817e+00	5.657711252570152283e-02	6.249964181978998924e-03
1.158176484842657450e+00	5.552753433585166931e-02	6.071882338168732400e-03
1.172275902858989305e+00	5.447055771946907043e-02	5.958980971686540264e-03
1.186375320875321160e+00	5.348127707839012146e-02	5.865699595344737310e-03
1.200474738891652793e+00	5.290011316537857056e-02	5.800811123311959937e-03
1.214574156907984648e+00	5.244972929358482361e-02	5.745369158051442764e-03
1.228673574924316503e+00	5.192184448242187500e-02	5.689125312661635035e-03
1.242772992940648136e+00	5.162644386291503906e-02	5.645168364150060687e-03
1.256872410956979991e+00	5.122980102896690369e-02	5.596399477297838571e-03
1.270971828973311624e+00	5.087437480688095093e-02	5.551407833936866133e-03
1.285071246989643479e+00	5.071809887886047363e-02	5.519067014681247434e-03
1.299170665005975334e+00	5.068295821547508240e-02	5.492725025004748657e-03
1.313270083022306967e+00	5.031336098909378052e-02	5.448281645175667362e-03
1.327369501038638822e+00	5.002259463071823120e-02	5.410302200233870797e-03
1.341468919054970454e+00	4.998745769262313843e-02	5.384895180365641479e-03
1.355568337071302309e+00	4.985393956303596497e-02	5.347647383168644894e-03
1.369667755087634164e+00	4.969143122434616089e-02	5.302502673212575700e-03
1.383767173103965797e+00	4.960467666387557983e-02	5.248872010287043699e-03
1.397866591120297652e+00	4.948410391807556152e-02	5.187825268830159597e-03
1.411966009136629285e+00	4.935223236680030823e-02	5.129455230526401566e-03
1.426065427152961140e+00	4.935685172677040100e-02	5.084709254200733136e-03
1.440164845169292995e+00	4.909191280603408813e-02	5.027603153292306212e-03
1.454264263185624628e+00	4.897443577647209167e-02	4.980876960683019647e-03
1.468363681201956483e+00	4.885251075029373169e-02	4.930589250399842333e-03
1.482463099218288116e+00	4.880144447088241577e-02	4.886241811780683841e-03
1.496562517234619971e+00	4.849986732006072998e-02	4.832219631983336768e-03
1.510661935250951826e+00	4.831011593341827393e-02	4.787280285911731451e-03
1.524761353267283459e+00	4.803357273340225220e-02	4.744606933277176197e-03
1.538860771283615314e+00	4.776549711823463440e-02	4.706126669790126719e-03
1.552960189299947169e+00	4.771910980343818665e-02	4.679385566748986598e-03
1.567059607316278802e+00	4.735730215907096863e-02	4.638824092363599133e-03
1.581159025332610657e+00	4.734524711966514587e-02	4.613290696614842125e-03
1.595258443348942290e+00	4.697788134217262268e-02	4.571868530987415261e-03
1.609357861365274145e+00	4.673499241471290588e-02	4.537325343690899564e-03
1.623457279381606000e+00	4.661452025175094604e-02	4.509884076926657347e-03
1.637556697397937633e+00	4.653255268931388855e-02	4.483672086758925743e-03
1.651656115414269488e+00	4.627320170402526855e-02	4.449124511933591486e-03
1.665755533430601121e+00	4.603449627757072449e-02	4.416219690818545471e-03
1.679854951446932976e+00	4.576567187905311584e-02	4.382860580462290788e-03
1.693954369463264831e+00	4.554785415530204773e-02	4.351895175349157659e-03
1.708053787479596464e+00	4.542611539363861084e-02	4.326516410748356203e-03
1.722153205495928319e+00	4.517403244972229004e-02	4.294570598346716082e-03
1.736252623512259952e+00	4.509468376636505127e-02	4.272152410344758587e-03
1.750352041528591807e+00	4.476232826709747314e-02	4.236740419494783652e-03
1.764451459544923662e+00	4.463015496730804443e-02	4.212540252807045991e-03
1.778550877561255295e+00	4.459850117564201355e-02	4.191950025504662461e-03
1.792650295577587150e+00	4.443382099270820618e-02	4.166399961912071147e-03
1.806749713593919004e+00	4.407439008355140686e-02	4.131205577142304207e-03
1.820849131610250637e+00	4.396557435393333435e-02	4.108961013205101459e-03
1.834948549626582492e+00	4.391116276383399963e-02	4.089287574852959115e-03
1.849047967642914125e+00	4.368527606129646301e-02	4.061780459878499942e-03
1.863147385659245980e+00	4.357593879103660583e-02	4.039489168550678896e-03
1.877246803675577835e+00	4.346198961138725281e-02	4.016730444048408760e-03
1.891346221691909468e+00	4.333740845322608948e-02	3.995155386326498803e-03
1.905445639708241323e+00	4.318393394351005554e-02	3.971542927943376433e-03
1.919545057724572956e+00	4.309163987636566162e-02	3.951699136067433719e-03
1.933644475740904811e+00	4.288661852478981018e-02	3.926248374316855527e-03
1.947743893757236666e+00	4.285412281751632690e-02	3.909530043397004342e-03
1.961843311773568299e+00	4.267127439379692078e-02	3.885924855810774046e-03
