# Normalized	8304.0 eV	193neu
# q	I	Poisson error
# nm-1	cm-1	cm-1
1.529343905150668814e-01	3.472732543945312500e+00	4.641209237249941388e-01
1.696602923870779989e-01	3.365592479705810547e+00	2.517797945978113572e-01
1.863861942590890886e-01	3.282215118408203125e+00	1.930916177568107739e-01
2.031120961311002060e-01	3.174411535263061523e+00	1.616185085810591393e-01
2.198379980031113234e-01	3.016616106033325195e+00	1.369678456029174152e-01
2.365638998751224409e-01	2.881541967391967773e+00	1.183039475404891461e-01
2.532898017471335583e-01	2.761414051055908203e+00	1.043605846594104630e-01
2.700157036191446203e-01	2.609471321105957031e+00	1.011267969492401497e-01
2.867416054911557932e-01	2.480061769485473633e+00	9.726539242118256712e-02
3.034675073631668551e-01	2.343664407730102539e+00	9.325945069261717957e-02
3.201934092351780281e-01	2.205453634262084961e+00	8.969357356629861777e-02
3.369193111071890900e-01	2.080148458480834961e+00	8.445370545171240750e-02
3.536452129792002075e-01	1.955782055854797363e+00	7.723658576870733039e-02
3.703711148512113249e-01	1.844989776611328125e+00	7.217095746657847810e-02
3.870970167232223869e-01	1.726254224777221680e+00	6.756278775615506826e-02
4.038229185952335598e-01	1.612667918205261230e+00	6.320496485350467208e-02
4.205488204672446217e-01	1.507955789566040039e+00	5.937361890873347342e-02
4.372747223392557947e-01	1.404356002807617188e+00	5.593889906104956150e-02
4.540006242112668566e-01	1.299204826354980469e+00	5.256792959409299637e-02
4.707265260832780296e-01	1.206574320793151855e+00	4.957981182720875429e-02
4.874524279552890915e-01	1.112013816833496094e+00	4.662365582171214273e-02
5.041783298273001535e-01	1.027034640312194824e+00	4.379120151386030335e-02
5.209042316993113264e-01	9.479528665542602539e-01	4.115162825900194055e-02
5.376301335713223883e-01	8.716766238212585449e-01	3.873110281922041015e-02
5.543560354433335613e-01	7.979534864425659180e-01	3.638662108131762718e-02
5.710819373153446232e-01	7.296104431152343750e-01	3.503425930949288780e-02
5.878078391873557962e-01	6.708800196647644043e-01	3.380860265454266322e-02
6.045337410593668581e-01	6.118875741958618164e-01	3.222502534866236723e-02
6.212596429313779200e-01	5.605739355087280273e-01	3.069556631467842620e-02
6.379855448033890930e-01	5.136682987213134766e-01	2.909823918511971613e-02
6.547114466754001549e-01	4.690949022769927979e-01	2.748567049486553421e-02
6.714373485474113279e-01	4.269562363624572754e-01	2.601591058345349011e-02
6.881632504194223898e-01	3.904369175434112549e-01	2.469990018276443239e-02
7.048891522914334518e-01	3.559375703334808350e-01	2.341316302753274764e-02
7.216150541634446247e-01	3.227946162223815918e-01	2.171582565541358562e-02
7.383409560354556866e-01	2.957980930805206299e-01	2.009295871409491618e-02
7.550668579074668596e-01	2.696507275104522705e-01	1.876523537034230013e-02
7.717927597794779215e-01	2.459076792001724243e-01	1.760986637754890019e-02
7.885186616514890945e-01	2.240761667490005493e-01	1.659938744954097406e-02
8.052445635235001564e-01	2.047479003667831421e-01	1.563808091623097168e-02
8.219704653955113294e-01	1.870256662368774414e-01	1.472356697779460093e-02
8.386963672675223913e-01	1.717997640371322632e-01	1.391140500755031102e-02
8.554222691395334532e-01	1.574916392564773560e-01	1.314007874368322386e-02
8.721481710115446262e-01	1.445389091968536377e-01	1.242413677625332086e-02
8.888740728835556881e-01	1.331795305013656616e-01	1.177458320281428786e-02
9.055999747555668611e-01	1.232590973377227783e-01	1.119092355305742643e-02
9.223258766275779230e-01	1.142642050981521606e-01	1.064603413668200813e-02
9.390517784995890960e-01	1.057417988777160645e-01	1.012471582696268177e-02
9.557776803716001579e-01	9.915369749069213867e-02	9.698055502169069045e-03
9.725035822436112198e-01	9.324470907449722290e-02	9.303580587844931249e-03
9.892294841156223928e-01	8.779934793710708618e-02	8.934240180386791852e-03
1.005955385987633566e+00	8.314378559589385986e-02	8.605337079648075690e-03
1.022681287859644739e+00	7.875339686870574951e-02	8.288836664710324056e-03
1.039407189731655690e+00	7.504776865243911743e-02	8.016895382272086826e-03
1.056133091603666863e+00	7.229969650506973267e-02	7.795770370962311693e-03
1.072858993475678036e+00	6.947893649339675903e-02	7.570965098211377212e-03
1.089584895347688986e+00	6.735053658485412598e-02	7.389908201535027969e-03
1.106310797219700159e+00	6.523064523935317993e-02	7.209283151567956460e-03
1.123036699091711332e+00	6.368152797222137451e-02	7.062619663698037516e-03
1.139762600963722505e+00	6.214628368616104126e-02	6.919011747799992153e-03
1.156488502835733456e+00	6.094491854310035706e-02	6.797014443684008464e-03
1.173214404707744629e+00	6.001525744795799255e-02	6.696154117394458039e-03
1.189940306579755802e+00	5.927652120590209961e-02	6.611621601492076450e-03
1.206666208451766753e+00	5.834931135177612305e-02	6.640701712180092399e-03
1.223392110323777926e+00	5.788692459464073181e-02	6.657639302900064324e-03
1.240118012195789099e+00	5.760567635297775269e-02	6.634021148954847950e-03
1.256843914067800050e+00	5.705929547548294067e-02	6.597262057182968868e-03
1.273569815939811223e+00	5.651645734906196594e-02	6.562345162243209996e-03
1.290295717811822396e+00	5.632649362087249756e-02	6.544714733794550383e-03
1.307021619683833569e+00	5.595034733414649963e-02	6.513933295377635074e-03
1.323747521555844520e+00	5.579149723052978516e-02	6.494945174736189292e-03
1.340473423427855693e+00	5.553571879863739014e-02	6.469205358628414733e-03
1.357199325299866866e+00	5.521957576274871826e-02	6.321904860716879432e-03
1.373925227171877816e+00	5.512618646025657654e-02	6.197028004000740102e-03
1.390651129043888989e+00	5.473400279879570007e-02	6.119455700384750403e-03
1.407377030915900162e+00	5.456563085317611694e-02	6.070498673905467581e-03
1.424102932787911335e+00	5.421744287014007568e-02	6.017296758011193847e-03
1.440828834659922286e+00	5.430885404348373413e-02	5.991254644253650105e-03
1.457554736531933459e+00	5.387001484632492065e-02	5.938650132043939329e-03
1.474280638403944632e+00	5.345600470900535583e-02	5.886996648932925867e-03
1.491006540275955805e+00	5.325253680348396301e-02	5.847940899845761528e-03
1.507732442147966756e+00	5.306261032819747925e-02	5.811161984022710988e-03
1.524458344019977929e+00	5.274021998047828674e-02	5.768774667726912775e-03
1.541184245891989102e+00	5.246896296739578247e-02	5.728702356612454423e-03
1.557910147764000053e+00	5.208569020032882690e-02	5.682425058557297529e-03
1.574636049636011226e+00	5.156801268458366394e-02	5.630872994069642014e-03
1.591361951508022399e+00	5.156596004962921143e-02	5.606883107563030537e-03
1.608087853380033572e+00	5.106056854128837585e-02	5.548253797077404466e-03
1.624813755252044523e+00	5.094051733613014221e-02	5.504690939293543570e-03
1.641539657124055696e+00	5.059022083878517151e-02	5.435780181211501833e-03
1.658265558996066869e+00	5.021326616406440735e-02	5.359924410272632993e-03
1.674991460868077819e+00	4.995315149426460266e-02	5.293911284883281131e-03
1.691717362740088992e+00	4.976718127727508545e-02	5.238627730611309340e-03
1.708443264612100165e+00	4.944064840674400330e-02	5.177383777125302289e-03
1.725169166484111338e+00	4.918581247329711914e-02	5.122888504404302101e-03
1.741895068356122289e+00	4.902520403265953064e-02	5.070141885427776468e-03
1.758620970228133462e+00	4.871545359492301941e-02	5.011954034651641687e-03
1.775346872100144635e+00	4.861926287412643433e-02	4.967926179760535563e-03
1.792072773972155586e+00	4.825602471828460693e-02	4.913392202033530463e-03
1.808798675844166759e+00	4.811267927289009094e-02	4.876922383999165479e-03
1.825524577716177932e+00	4.780734330415725708e-02	4.835783086415773591e-03
1.842250479588189105e+00	4.777314141392707825e-02	4.809537994960851569e-03
1.858976381460200056e+00	4.731953889131546021e-02	4.763267481313243450e-03
1.875702283332211229e+00	4.726273939013481140e-02	4.735410828913078594e-03
1.892428185204222402e+00	4.716453328728675842e-02	4.706821256478540584e-03
1.909154087076233353e+00	4.686630889773368835e-02	4.668779154558734372e-03
1.925879988948244526e+00	4.698415473103523254e-02	4.653127853392643835e-03
1.942605890820255699e+00	4.687419533729553223e-02	4.625205877946219485e-03
1.959331792692266871e+00	4.676946252584457397e-02	4.597743721062676203e-03
1.976057694564277822e+00	4.649890586733818054e-02	4.562542902816839677e-03
1.992783596436288995e+00	4.639714211225509644e-02	4.536825617815420757e-03
2.009509498308300390e+00	4.710566997528076172e-02	4.551411488087240761e-03
2.026235400180311341e+00	4.740322753787040710e-02	4.546184676589768575e-03
2.042961302052322292e+00	4.618385061621665955e-02	4.465567931439201957e-03
2.059687203924333687e+00	4.593248292803764343e-02	4.434246136535284141e-03
2.076413105796344638e+00	4.587560519576072693e-02	4.411542095936355282e-03
2.093139007668355589e+00	4.577210545539855957e-02	4.388256152861058981e-03
2.109864909540366984e+00	4.576589539647102356e-02	4.368605880023904674e-03
2.126590811412377935e+00	4.571415111422538757e-02	4.348007978190990969e-03
2.143316713284389330e+00	4.555709287524223328e-02	4.321709368838913372e-03
2.160042615156400281e+00	4.540827497839927673e-02	4.297025393717340304e-03
2.176768517028411232e+00	4.534253105521202087e-02	4.276419050706117310e-03
2.193494418900422627e+00	4.520823806524276733e-02	4.252633079997749331e-03
2.210220320772433578e+00	4.526456817984580994e-02	4.237822120154719971e-03
2.226946222644444973e+00	4.522838070988655090e-02	4.218253773706420913e-03
2.243672124516455924e+00	4.515283554792404175e-02	4.198487321853567981e-03
2.260398026388466874e+00	4.509538412094116211e-02	4.178844607896179709e-03
2.277123928260478269e+00	4.511857032775878906e-02	4.163989242472701524e-03
2.293849830132489220e+00	4.485973715782165527e-02	4.135280154049246308e-03
2.310575732004500171e+00	4.484108462929725647e-02	4.118815754075501323e-03
2.327301633876511566e+00	4.483817517757415771e-02	4.103039531657149026e-03
2.344027535748522517e+00	4.471756145358085632e-02	4.081559451283238438e-03
2.360753437620533468e+00	4.472338408231735229e-02	4.066612943261235444e-03
2.377479339492544863e+00	4.462816193699836731e-02	4.047128394946989706e-03
2.394205241364555814e+00	4.462275654077529907e-02	4.026963522780073294e-03
2.410931143236567209e+00	4.469223320484161377e-02	4.011978735108664290e-03
2.427657045108578160e+00	4.448448494076728821e-02	3.987522559655394365e-03
2.444382946980589111e+00	4.455932974815368652e-02	3.976527090338087371e-03
2.461108848852600506e+00	4.448497295379638672e-02	3.958945486377248545e-03
2.477834750724611457e+00	4.433717578649520874e-02	3.967551600656476531e-03
2.494560652596622408e+00	4.433929175138473511e-02	4.002322770812998497e-03
2.511286554468633803e+00	4.430487006902694702e-02	4.013901563894197236e-03
2.528012456340644754e+00	4.435923323035240173e-02	4.026039218892102714e-03
2.544738358212655704e+00	4.423980414867401123e-02	4.027401254155409289e-03
2.561464260084667099e+00	4.422781243920326233e-02	4.032022723011002320e-03
2.578190161956678050e+00	4.432529956102371216e-02	4.038942137018208638e-03
2.594916063828689001e+00	4.421378299593925476e-02	4.036089239135265926e-03
2.611641965700700396e+00	4.413402825593948364e-02	4.032926158880384589e-03
2.628367867572711347e+00	4.392962530255317688e-02	3.999203812810989307e-03
2.645093769444722742e+00	4.397379979491233826e-02	3.945733918253812277e-03
2.661819671316733693e+00	4.389981552958488464e-02	3.912669774529913859e-03
2.678545573188744644e+00	4.395553469657897949e-02	3.888698725097399118e-03
2.695271475060756039e+00	4.394488781690597534e-02	3.865866426976185665e-03
2.711997376932766990e+00	4.397943988442420959e-02	3.847341893569301233e-03
2.728723278804777941e+00	4.396671801805496216e-02	3.827825893469821109e-03
2.745449180676789336e+00	4.389389604330062866e-02	3.806355112678731344e-03
2.762175082548800287e+00	4.392762482166290283e-02	3.791358819767212326e-03
2.778900984420811238e+00	4.390126466751098633e-02	3.773734868793442079e-03
2.795626886292822633e+00	4.375082626938819885e-02	3.751823063730125394e-03
2.812352788164833584e+00	4.384538531303405762e-02	3.741532913573879845e-03
2.829078690036844979e+00	4.393401369452476501e-02	3.730701527196318614e-03
2.845804591908855929e+00	4.376802593469619751e-02	3.709393767398377981e-03
2.862530493780866880e+00	4.364011064171791077e-02	3.688976310745360927e-03
2.879256395652878275e+00	4.381695762276649475e-02	3.683193220643250602e-03
2.895982297524889226e+00	4.371904954314231873e-02	3.665871662645688121e-03
2.912708199396900177e+00	4.384543001651763916e-02	3.658317775025106498e-03
2.929434101268911572e+00	4.383815452456474304e-02	3.645149901383250030e-03
2.946160003140922523e+00	4.376837611198425293e-02	3.629766614629671359e-03
2.962885905012933474e+00	4.374814778566360474e-02	3.616231398553646816e-03
2.979611806884944869e+00	4.370853304862976074e-02	3.602484985680185891e-03
2.996337708756955820e+00	4.373602941632270813e-02	3.591723585460585184e-03
3.013063610628966771e+00	4.367834702134132385e-02	3.577579210066545324e-03
3.029789512500978166e+00	4.376706108450889587e-02	3.569311577245061137e-03
3.046515414372989117e+00	4.371449723839759827e-02	3.556187411168274491e-03
3.063241316245000512e+00	4.374733194708824158e-02	3.545728724290212169e-03
3.079967218117011463e+00	4.379778355360031128e-02	3.537236161710062467e-03
3.096693119989022414e+00	4.380870983004570007e-02	3.526481830849818346e-03
3.113419021861033809e+00	4.386622086167335510e-02	3.559796339435825855e-03
3.130144923733044759e+00	4.375691711902618408e-02	3.572764659005500318e-03
3.146870825605055710e+00	4.370809346437454224e-02	3.582168550651584384e-03
3.163596727477067105e+00	4.369222745299339294e-02	3.589317173321996800e-03
3.180322629349078056e+00	4.365969076752662659e-02	3.593781428195218317e-03
3.197048531221089007e+00	4.355363920331001282e-02	3.593108397892985292e-03
3.213774433093100402e+00	4.377336055040359497e-02	3.604826532702852960e-03
3.230500334965111353e+00	4.366685450077056885e-02	3.601807761941684498e-03
3.247226236837122304e+00	4.365186765789985657e-02	3.602212880722925614e-03
3.263952138709133699e+00	4.363898560404777527e-02	3.564907272502301078e-03
3.280678040581144650e+00	4.363856464624404907e-02	3.531157897769305557e-03
3.297403942453156045e+00	4.364856705069541931e-02	3.507543475087161571e-03
3.314129844325166996e+00	4.354527965188026428e-02	3.483921676031954441e-03
3.330855746197177947e+00	4.373663291335105896e-02	3.474988998543622389e-03
3.347581648069189342e+00	4.371133074164390564e-02	3.458553868524586513e-03
3.364307549941200293e+00	4.371698573231697083e-02	3.444440122138980789e-03
3.381033451813211244e+00	4.362504929304122925e-02	3.427272826300628052e-03
3.397759353685222639e+00	4.358100518584251404e-02	3.412925983664265306e-03
3.414485255557233589e+00	4.354366287589073181e-02	3.399138106637642192e-03
3.431211157429244540e+00	4.367904365062713623e-02	3.392567058095498442e-03
3.447937059301255935e+00	4.361777752637863159e-02	3.379006574200519968e-03
3.464662961173266886e+00	4.380807653069496155e-02	3.375486198521013021e-03
3.481388863045278281e+00	4.364861547946929932e-02	3.358205753648623067e-03
3.498114764917289232e+00	4.370250552892684937e-02	3.350113829192640814e-03
3.514840666789300183e+00	4.370630532503128052e-02	3.339454391683887094e-03
3.531566568661311578e+00	4.378158226609230042e-02	3.332585256409039721e-03
3.548292470533322529e+00	4.373572394251823425e-02	3.320830472309930625e-03
3.565018372405333480e+00	4.369312524795532227e-02	3.309013671372827529e-03
3.581744274277344875e+00	4.381304606795310974e-02	3.304480341138763336e-03
3.598470176149355826e+00	4.380625858902931213e-02	3.294704816678514173e-03
3.615196078021366777e+00	4.375658184289932251e-02	3.283068201241017871e-03
3.631921979893378172e+00	4.375246912240982056e-02	3.274381926640099975e-03
3.648647881765389123e+00	4.377784207463264465e-02	3.265812189654625653e-03
3.665373783637400074e+00	4.381135106086730957e-02	3.257780397614563721e-03
3.682099685509411469e+00	4.385429993271827698e-02	3.250861374368176938e-03
3.698825587381422419e+00	4.391641542315483093e-02	3.244527174652663513e-03
3.715551489253433814e+00	4.388321936130523682e-02	3.234597296658019410e-03
3.732277391125444765e+00	4.386908188462257385e-02	3.225485754951840350e-03
3.749003292997455716e+00	4.398970305919647217e-02	3.221940717506194610e-03
3.765729194869467111e+00	4.384994134306907654e-02	3.208807053545120313e-03
3.782455096741478062e+00	4.384589940309524536e-02	3.201051956434310553e-03
3.799180998613489013e+00	4.398876428604125977e-02	3.198161335701814149e-03
3.815906900485500408e+00	4.403167963027954102e-02	3.191952398696346407e-03
3.832632802357511359e+00	4.411680996417999268e-02	3.187317568933869475e-03
3.849358704229522310e+00	4.404537379741668701e-02	3.177016033575098819e-03
3.866084606101533705e+00	4.408511891961097717e-02	3.170449108276804720e-03
3.882810507973544656e+00	4.423418268561363220e-02	3.168394494969124005e-03
3.899536409845555607e+00	4.417916387319564819e-02	3.158821686360869640e-03
3.916262311717567002e+00	4.417697712779045105e-02	3.151218425742079079e-03
3.932988213589577953e+00	4.423389956355094910e-02	3.145625472892226229e-03
3.949714115461589348e+00	4.433426633477210999e-02	3.142088734743740588e-03
3.966440017333600299e+00	4.437142983078956604e-02	3.136557992542754036e-03
3.983165919205611250e+00	4.438364878296852112e-02	3.129003848206797760e-03
3.999891821077622645e+00	4.425240680575370789e-02	3.116918608604460437e-03
4.016617722949633595e+00	4.435141757130622864e-02	3.113183350424686933e-03
4.033343624821644546e+00	4.429754242300987244e-02	3.103979675704514676e-03
4.050069526693655497e+00	4.445742815732955933e-02	3.102608911744165598e-03
4.066795428565666448e+00	4.449640214443206787e-02	3.096933621694688415e-03
4.083521330437677399e+00	4.448682069778442383e-02	3.089574524517886903e-03
4.100247232309689238e+00	4.458818212151527405e-02	3.086122200079706879e-03
4.116973134181700189e+00	4.452462494373321533e-02	3.106789380271828774e-03
4.133699036053711140e+00	4.457728192210197449e-02	3.128290170661157232e-03
4.150424937925722091e+00	4.473964497447013855e-02	3.142443387113395131e-03
4.167150839797733042e+00	4.475785046815872192e-02	3.143649234352967250e-03
4.183876741669743993e+00	4.477992653846740723e-02	3.147982436002431765e-03
4.200602643541754944e+00	4.477186128497123718e-02	3.151535667467886964e-03
4.217328545413766783e+00	4.490140825510025024e-02	3.159211910333868494e-03
4.234054447285777734e+00	4.495432600378990173e-02	3.163392316834998889e-03
4.250780349157788685e+00	4.488126188516616821e-02	3.162175809198225929e-03
4.267506251029799635e+00	4.487704485654830933e-02	3.163187368488056504e-03
4.284232152901810586e+00	4.499005526304244995e-02	3.166260011220167325e-03
4.300958054773822425e+00	4.494773969054222107e-02	3.160823133058046890e-03
4.317683956645833376e+00	4.495617747306823730e-02	3.157273611499201472e-03
4.334409858517844327e+00	4.509837925434112549e-02	3.161204822174979931e-03
4.351135760389855278e+00	4.497597739100456238e-02	3.155933750443143046e-03
4.367861662261866229e+00	4.502635076642036438e-02	3.159120043064431865e-03
4.384587564133877180e+00	4.518884792923927307e-02	3.200328677879032534e-03
4.401313466005889019e+00	4.521890357136726379e-02	3.225031925089567181e-03
4.418039367877899970e+00	4.538385570049285889e-02	3.249100323132768798e-03
4.434765269749910921e+00	4.537337273359298706e-02	3.263333517739646934e-03
4.451491171621921872e+00	4.524978250265121460e-02	3.271266133996511040e-03
4.468217073493932823e+00	4.540370032191276550e-02	3.288479303076484884e-03
4.484942975365944662e+00	4.540153965353965759e-02	3.298765290356279328e-03
4.501668877237955613e+00	4.556638374924659729e-02	3.315487179445820391e-03
