# Normalized	232	8004.0 eV
# q in nm-1	I in cm-1	poisson_error
1.474094827239109673e-01	3.721100568771362305e+00	4.805885503876760056e-01
1.635311436027687693e-01	3.493241071701049805e+00	2.565134110419223235e-01
1.796528044816265435e-01	3.282950639724731445e+00	1.929558272112047168e-01
1.957744653604843177e-01	3.112502336502075195e+00	1.598023752761549843e-01
2.118961262393421197e-01	2.925381183624267578e+00	1.346187466717118086e-01
2.280177871181999216e-01	2.802526712417602539e+00	1.164307294313764035e-01
2.441394479970576958e-01	2.709939479827880859e+00	1.031842239457594762e-01
2.602611088759154701e-01	2.619167089462280273e+00	1.012010827911236643e-01
2.763827697547732720e-01	2.561092138290405273e+00	9.882702233895303279e-02
2.925044306336310740e-01	2.520905256271362305e+00	9.684079686408544885e-02
3.086260915124888760e-01	2.496408700942993164e+00	9.570662242410266085e-02
3.247477523913466224e-01	2.485480308532714844e+00	9.276099191429403035e-02
3.408694132702044244e-01	2.479276418685913086e+00	8.758150648164433894e-02
3.569910741490622264e-01	2.504229784011840820e+00	8.490789006627665059e-02
3.731127350279199728e-01	2.529261827468872070e+00	8.283251603232363869e-02
3.892343959067777748e-01	2.576574563980102539e+00	8.120339881736832188e-02
4.053560567856355767e-01	2.638366937637329102e+00	8.012644961950601830e-02
4.214777176644933787e-01	2.711194038391113281e+00	7.962145260797511004e-02
4.375993785433511807e-01	2.785356283187866211e+00	7.919260911722471319e-02
4.537210394222089271e-01	2.886863946914672852e+00	7.927483820611837262e-02
4.698427003010667291e-01	2.983333349227905273e+00	7.932355829249020107e-02
4.859643611799245311e-01	3.101100444793701172e+00	7.945825848929466417e-02
5.020860220587822775e-01	3.231995344161987305e+00	7.978364399056916967e-02
5.182076829376400795e-01	3.371326208114624023e+00	8.042970060364970641e-02
5.343293438164978815e-01	3.504701614379882812e+00	8.097826486792694678e-02
5.504510046953556834e-01	3.640844106674194336e+00	8.345313012453900448e-02
5.665726655742134854e-01	3.800415039062500000e+00	8.616554786331255544e-02
5.826943264530712874e-01	3.914532661437988281e+00	8.763565389576104259e-02
5.988159873319289783e-01	4.035064220428466797e+00	8.891459369683776814e-02
6.149376482107868913e-01	4.131701469421386719e+00	8.946557357591718163e-02
6.310593090896445823e-01	4.181652545928955078e+00	8.928428685120146091e-02
6.471809699685023842e-01	4.186169624328613281e+00	8.886469444130060125e-02
6.633026308473601862e-01	4.159207344055175781e+00	8.811561850013822916e-02
6.794242917262179882e-01	4.067909717559814453e+00	8.660067132379448140e-02
6.955459526050757901e-01	3.912323474884033203e+00	8.285524667107219132e-02
7.116676134839335921e-01	3.735358715057373047e+00	7.838612001933847884e-02
7.277892743627913941e-01	3.508668899536132812e+00	7.428910816649833548e-02
7.439109352416490850e-01	3.249651908874511719e+00	7.014648510937200598e-02
7.600325961205068870e-01	2.976480960845947266e+00	6.611946551403147243e-02
7.761542569993646890e-01	2.697865724563598633e+00	6.185209656269736317e-02
7.922759178782224909e-01	2.420538187026977539e+00	5.751634106121391449e-02
8.083975787570802929e-01	2.166324615478515625e+00	5.344844303661786672e-02
8.245192396359380949e-01	1.918749690055847168e+00	4.942599090580056947e-02
8.406409005147958968e-01	1.695170521736145020e+00	4.566956105262192506e-02
8.567625613936535878e-01	1.494453549385070801e+00	4.216865024017943386e-02
8.728842222725113897e-01	1.313872694969177246e+00	3.890623216606155232e-02
8.890058831513691917e-01	1.159035921096801758e+00	3.597257237320322654e-02
9.051275440302269937e-01	1.014242887496948242e+00	3.314069259952680258e-02
9.212492049090847956e-01	8.946008682250976562e-01	3.067988284896577822e-02
9.373708657879425976e-01	7.880921363830566406e-01	2.838931611113401990e-02
9.534925266668003996e-01	6.923772096633911133e-01	2.624546971179014115e-02
9.696141875456582016e-01	6.118193268775939941e-01	2.434486380730228536e-02
9.857358484245160035e-01	5.405078530311584473e-01	2.258086920526185953e-02
1.001857509303373694e+00	4.771586656570434570e-01	2.096020198458539013e-02
1.017979170182231385e+00	4.238124489784240723e-01	1.951809204479809309e-02
1.034100831061089298e+00	3.761471509933471680e-01	1.817015454391774851e-02
1.050222491939947211e+00	3.347048163414001465e-01	1.695045938123842730e-02
1.066344152818804902e+00	2.978826463222503662e-01	1.581458815266660600e-02
1.082465813697662593e+00	2.664486765861511230e-01	1.479723301024614586e-02
1.098587474576520506e+00	2.391847521066665649e-01	1.387529183702237989e-02
1.114709135455378197e+00	2.152613699436187744e-01	1.303260505328686716e-02
1.130830796334235888e+00	1.942373216152191162e-01	1.226737893640551628e-02
1.146952457213093801e+00	1.761185526847839355e-01	1.158529584778489156e-02
1.163074118091951714e+00	1.604646295309066772e-01	1.117477341571773697e-02
1.179195778970809405e+00	1.474882662296295166e-01	1.076686854836720643e-02
1.195317439849667096e+00	1.365695893764495850e-01	1.033577733915599928e-02
1.211439100728525009e+00	1.267764717340469360e-01	9.939012928155036009e-03
1.227560761607382700e+00	1.184974983334541321e-01	9.594376799358457844e-03
1.243682422486240613e+00	1.120839715003967285e-01	9.313894569839399271e-03
1.259804083365098304e+00	1.066799834370613098e-01	9.068012337763404346e-03
1.275925744243956217e+00	1.019671186804771423e-01	8.846467272762949599e-03
1.292047405122813908e+00	9.892044961452484131e-02	8.695337107358095535e-03
1.308169066001671821e+00	9.611699730157852173e-02	8.398134931365904346e-03
1.324290726880529512e+00	9.390021860599517822e-02	8.141999818753001619e-03
1.340412387759387203e+00	9.146507084369659424e-02	7.961506227183603665e-03
1.356534048638245116e+00	8.990460634231567383e-02	7.840800847467244150e-03
1.372655709517102807e+00	8.830422908067703247e-02	7.726065637935502876e-03
1.388777370395960720e+00	8.683548867702484131e-02	7.620131489714856814e-03
1.404899031274818411e+00	8.476294577121734619e-02	7.491118685960525096e-03
1.421020692153676324e+00	8.230109512805938721e-02	7.343291426633220126e-03
1.437142353032534015e+00	8.056755363941192627e-02	7.229371527225955663e-03
1.453264013911391705e+00	7.816541194915771484e-02	7.085996680252075811e-03
1.469385674790249618e+00	7.557389885187149048e-02	6.935112138182395435e-03
1.485507335669107309e+00	7.310581207275390625e-02	6.788381885494644205e-03
1.501628996547965222e+00	7.035293430089950562e-02	6.626942261162634303e-03
1.517750657426822913e+00	6.784811615943908691e-02	6.478778535610974984e-03
1.533872318305680826e+00	6.536259502172470093e-02	6.328894806541355243e-03
1.549993979184538517e+00	6.306510418653488159e-02	6.179886917608463925e-03
1.566115640063396208e+00	6.082086265087127686e-02	6.025722990735282725e-03
1.582237300942254121e+00	5.838936567306518555e-02	5.847731147496830831e-03
1.598358961821111812e+00	5.620064958930015564e-02	5.675987212372636363e-03
1.614480622699969725e+00	5.398587882518768311e-02	5.506336126060008482e-03
