# q in nm-1	I	poisson_error
1.652559244913754666e-01	8.386194705963134766e-01	2.259036662800839590e-01
1.833293896666008949e-01	7.076777815818786621e-01	1.133459063958899560e-01
2.014028548418262954e-01	5.850558280944824219e-01	7.948691821312786621e-02
2.194763200170517237e-01	4.971617758274078369e-01	6.201998405286821697e-02
2.375497851922771519e-01	4.339101016521453857e-01	5.012638948884427098e-02
2.556232503675025525e-01	3.862367272377014160e-01	4.159453301911080619e-02
2.736967155427280085e-01	3.537483513355255127e-01	3.571981365756144583e-02
2.917701807179534090e-01	3.268142640590667725e-01	3.425232257439390221e-02
3.098436458931788096e-01	3.067318201065063477e-01	3.275021828233784515e-02
3.279171110684042656e-01	2.908093333244323730e-01	3.147412245900761685e-02
3.459905762436297216e-01	2.789194583892822266e-01	3.059652772860781134e-02
3.640640414188550666e-01	2.692261636257171631e-01	2.915077770884492991e-02
3.821375065940805227e-01	2.614647746086120605e-01	2.707480761455898638e-02
4.002109717693059787e-01	2.553637027740478516e-01	2.574381182020216152e-02
4.182844369445313237e-01	2.499155253171920776e-01	2.466423680351792144e-02
4.363579021197567798e-01	2.451860159635543823e-01	2.366340963681023632e-02
4.544313672949822358e-01	2.401637434959411621e-01	2.277116476086709501e-02
4.725048324702075808e-01	2.360752671957015991e-01	2.206925231560863052e-02
4.905782976454330369e-01	2.320193201303482056e-01	2.140892197816689560e-02
5.086517628206584929e-01	2.275170236825942993e-01	2.077775191312555836e-02
5.267252279958839489e-01	2.234880477190017700e-01	2.020615796646024059e-02
5.447986931711092939e-01	2.185510396957397461e-01	1.955753688167111495e-02
5.628721583463347500e-01	2.140168547630310059e-01	1.895926411918476620e-02
5.809456235215602060e-01	2.083755433559417725e-01	1.839146930911840505e-02
5.990190886967855510e-01	2.038081288337707520e-01	1.789212829255148324e-02
6.170925538720110071e-01	1.991731077432632446e-01	1.785332088229051040e-02
6.351660190472364631e-01	1.946619004011154175e-01	1.780019371723652252e-02
6.532394842224618081e-01	1.900545507669448853e-01	1.758956450931449186e-02
6.713129493976872642e-01	1.849505454301834106e-01	1.729764592767782383e-02
6.893864145729127202e-01	1.805958449840545654e-01	1.695392162421967969e-02
7.074598797481381762e-01	1.764058321714401245e-01	1.658871267178315539e-02
7.255333449233635212e-01	1.718115061521530151e-01	1.626881157925261223e-02
7.436068100985889773e-01	1.679481863975524902e-01	1.599356759995719870e-02
7.616802752738144333e-01	1.639586836099624634e-01	1.571180762253779686e-02
7.797537404490397783e-01	1.597910672426223755e-01	1.512677092929043052e-02
7.978272056242652344e-01	1.560758352279663086e-01	1.446542597452425694e-02
8.159006707994906904e-01	1.524994671344757080e-01	1.400413133133067770e-02
8.339741359747160354e-01	1.491033285856246948e-01	1.362508874027424342e-02
8.520476011499414914e-01	1.456981152296066284e-01	1.331690825789022016e-02
8.701210663251669475e-01	1.425273120403289795e-01	1.299648468023271823e-02
8.881945315003924035e-01	1.396810561418533325e-01	1.268980327360819116e-02
9.062679966756177485e-01	1.369146853685379028e-01	1.239871300233191288e-02
9.243414618508432046e-01	1.342651695013046265e-01	1.212598159243537602e-02
9.424149270260686606e-01	1.318263858556747437e-01	1.187142692251171028e-02
9.604883922012940056e-01	1.292789429426193237e-01	1.161806925117581969e-02
9.785618573765194617e-01	1.273039877414703369e-01	1.140052433229730294e-02
9.966353225517449177e-01	1.251890957355499268e-01	1.117992191378006268e-02
1.014708787726970263e+00	1.229425147175788879e-01	1.096226615187111293e-02
1.032782252902195719e+00	1.210423633456230164e-01	1.076676754177651081e-02
1.050855718077421175e+00	1.190835461020469666e-01	1.057108795422857100e-02
1.068929183252646409e+00	1.172706559300422668e-01	1.038784794754854003e-02
1.087002648427871865e+00	1.156119480729103088e-01	1.021427887665886727e-02
1.105076113603097321e+00	1.139708384871482849e-01	1.004243405718817893e-02
1.123149578778322777e+00	1.122981756925582886e-01	9.880843789064390481e-03
1.141223043953548233e+00	1.108791753649711609e-01	9.730334251247051147e-03
1.159296509128773689e+00	1.094842404127120972e-01	9.582236729154895369e-03
1.177369974303998923e+00	1.084654703736305237e-01	9.458221736835845106e-03
1.195443439479224379e+00	1.070187017321586609e-01	9.315275875562356589e-03
1.213516904654449835e+00	1.055862382054328918e-01	9.175379765757798317e-03
1.231590369829675291e+00	1.043700799345970154e-01	9.048194589608437449e-03
1.249663835004900747e+00	1.033913120627403259e-01	8.934990088096304850e-03
