# Normalized	8239.0 eV	Hexane Cap
# q	I	Poisson error
# nm-1	cm-1	cm-1
1.517373003233184192e-01	-2.304859876632690430e+00	nan
1.683322808144483151e-01	-1.835955858230590820e+00	nan
1.849272613055782111e-01	-1.475883245468139648e+00	nan
2.015222417967081348e-01	-1.218667149543762207e+00	nan
2.181172222878380307e-01	-1.020648241043090820e+00	nan
2.347122027789679266e-01	-8.920402526855468750e-01	nan
2.513071832700978225e-01	-7.982243895530700684e-01	nan
2.679021637612277185e-01	-7.231167554855346680e-01	nan
2.844971442523576144e-01	-6.681778430938720703e-01	nan
3.010921247434875103e-01	-6.227939724922180176e-01	nan
3.176871052346174062e-01	-5.892723202705383301e-01	nan
3.342820857257473022e-01	-5.611959099769592285e-01	nan
3.508770662168771981e-01	-5.345258116722106934e-01	nan
3.674720467080071495e-01	-5.163993239402770996e-01	nan
3.840670271991369900e-01	-4.992329776287078857e-01	nan
4.006620076902669414e-01	-4.852830767631530762e-01	nan
4.172569881813967818e-01	-4.743582010269165039e-01	nan
4.338519686725267333e-01	-4.633682072162628174e-01	nan
4.504469491636565737e-01	-4.516975581645965576e-01	nan
4.670419296547865251e-01	-4.443217515945434570e-01	nan
4.836369101459163655e-01	-4.351942837238311768e-01	nan
5.002318906370463170e-01	-4.276455938816070557e-01	nan
5.168268711281761574e-01	-4.211575090885162354e-01	nan
5.334218516193061088e-01	-4.159607887268066406e-01	nan
5.500168321104360603e-01	-4.089899659156799316e-01	nan
5.666118126015659007e-01	-4.010523557662963867e-01	nan
5.832067930926958521e-01	-3.979532420635223389e-01	nan
5.998017735838256925e-01	-3.907391130924224854e-01	nan
6.163967540749556440e-01	-3.862828314304351807e-01	nan
6.329917345660854844e-01	-3.828094005584716797e-01	nan
6.495867150572154358e-01	-3.777925968170166016e-01	nan
6.661816955483452762e-01	-3.728863298892974854e-01	nan
6.827766760394752277e-01	-3.702442646026611328e-01	nan
6.993716565306051791e-01	-3.661372661590576172e-01	nan
7.159666370217350195e-01	-3.616809546947479248e-01	nan
7.325616175128649710e-01	-3.593684136867523193e-01	nan
7.491565980039948114e-01	-3.568083047866821289e-01	nan
7.657515784951247628e-01	-3.537729680538177490e-01	nan
7.823465589862546032e-01	-3.496059477329254150e-01	nan
7.989415394773845547e-01	-3.457838594913482666e-01	nan
8.155365199685143951e-01	-3.421922326087951660e-01	nan
8.321315004596443465e-01	-3.396075069904327393e-01	nan
8.487264809507741870e-01	-3.355928361415863037e-01	nan
8.653214614419041384e-01	-3.329570591449737549e-01	nan
8.819164419330339788e-01	-3.302197456359863281e-01	nan
8.985114224241639302e-01	-3.262081742286682129e-01	nan
