# Normalized	187	8239.0 eV
# q in nm-1	I in cm-1	poisson_error
1.517373003233184192e-01	1.813636016845703125e+01	1.079787765318044768e+00
1.683322808144483151e-01	1.681929016113281250e+01	5.801659458805417113e-01
1.849272613055782111e-01	1.540304756164550781e+01	4.335646109696421058e-01
2.015222417967081348e-01	1.392777156829833984e+01	3.517519814025037439e-01
2.181172222878380307e-01	1.227389240264892578e+01	2.873289156471964256e-01
2.347122027789679266e-01	1.084142398834228516e+01	2.386586940272050483e-01
2.513071832700978225e-01	9.515636444091796875e+00	2.012019719622359926e-01
2.679021637612277185e-01	8.197681427001953125e+00	1.851222325829295634e-01
2.844971442523576144e-01	6.987692832946777344e+00	1.676906889046491378e-01
3.010921247434875103e-01	5.889653682708740234e+00	1.510180880836205497e-01
3.176871052346174062e-01	4.925822257995605469e+00	1.362002169949172170e-01
3.342820857257473022e-01	4.087564468383789062e+00	1.196924648039601052e-01
3.508770662168771981e-01	3.363998174667358398e+00	1.019290596633683627e-01
3.674720467080071495e-01	2.749552965164184570e+00	8.820606400724140261e-02
3.840670271991369900e-01	2.215258121490478516e+00	7.624233168750091383e-02
4.006620076902669414e-01	1.767742395401000977e+00	6.559809154158467714e-02
4.172569881813967818e-01	1.405664801597595215e+00	5.656398686712683921e-02
4.338519686725267333e-01	1.107761979103088379e+00	4.881595869517590947e-02
4.504469491636565737e-01	8.690612316131591797e-01	4.209017198125994397e-02
4.670419296547865251e-01	6.855166554450988770e-01	3.646800243828112603e-02
4.836369101459163655e-01	5.420420765876770020e-01	3.168429450211742576e-02
5.002318906370463170e-01	4.356063902378082275e-01	2.770279956588701450e-02
5.168268711281761574e-01	3.583987355232238770e-01	2.454445764732252067e-02
5.334218516193061088e-01	3.006352186203002930e-01	2.204798582246074445e-02
5.500168321104360603e-01	2.596373260021209717e-01	2.011809844922289592e-02
5.666118126015659007e-01	2.304335385560989380e-01	1.910682255398161652e-02
5.832067930926958521e-01	2.110643535852432251e-01	1.842817770064077154e-02
5.998017735838256925e-01	1.951104700565338135e-01	1.770852887186521660e-02
6.163967540749556440e-01	1.844125539064407349e-01	1.715762927926208978e-02
6.329917345660854844e-01	1.755487471818923950e-01	1.659962391524561973e-02
6.495867150572154358e-01	1.665500700473785400e-01	1.600181719120728069e-02
6.661816955483452762e-01	1.584308743476867676e-01	1.550583433543577597e-02
6.827766760394752277e-01	1.511767208576202393e-01	1.505728002264094395e-02
6.993716565306051791e-01	1.431571841239929199e-01	1.456422083001772741e-02
7.159666370217350195e-01	1.344920098781585693e-01	1.376012718597119724e-02
