# Normalized	211	8004.0 eV
# q in nm-1	I in cm-1	poisson_error
1.474094827239109673e-01	3.800254440307617188e+01	1.755956840100692196e+00
1.635311436027687693e-01	3.438138961791992188e+01	1.003366531505576864e+00
1.796528044816265435e-01	3.040353012084960938e+01	7.620601257278931673e-01
1.957744653604843177e-01	2.642641639709472656e+01	6.166112020885429201e-01
2.118961262393421197e-01	2.229762268066406250e+01	4.979329826203248710e-01
2.280177871181999216e-01	1.869780731201171875e+01	4.054043854372459399e-01
2.441394479970576958e-01	1.552685546875000000e+01	3.326578776971604312e-01
2.602611088759154701e-01	1.254856586456298828e+01	2.894655284526016503e-01
2.763827697547732720e-01	9.929797172546386719e+00	2.470395515931463615e-01
2.925044306336310740e-01	7.687388420104980469e+00	2.084054126919182848e-01
3.086260915124888760e-01	5.848823070526123047e+00	1.751542546875604900e-01
3.247477523913466224e-01	4.363681793212890625e+00	1.431335465812033636e-01
3.408694132702044244e-01	3.192934751510620117e+00	1.131299851450471572e-01
3.569910741490622264e-01	2.284530639648437500e+00	8.993577897371184127e-02
3.731127350279199728e-01	1.588010430335998535e+00	7.088265160209163140e-02
3.892343959067777748e-01	1.077445268630981445e+00	5.526900801716950334e-02
4.053560567856355767e-01	7.299625277519226074e-01	4.333610233367678199e-02
4.214777176644933787e-01	5.021359920501708984e-01	3.452830790682124423e-02
4.375993785433511807e-01	3.663760721683502197e-01	2.849676922287232989e-02
4.537210394222089271e-01	2.984817028045654297e-01	2.503164033511218883e-02
4.698427003010667291e-01	2.727200090885162354e-01	2.342279625885380911e-02
4.859643611799245311e-01	2.748697996139526367e-01	2.305415937246961533e-02
5.020860220587822775e-01	2.899080216884613037e-01	2.327529644710861489e-02
5.182076829376400795e-01	3.076491355895996094e-01	2.366183041348551494e-02
5.343293438164978815e-01	3.203859031200408936e-01	2.382534395562251051e-02
5.504510046953556834e-01	3.268820941448211670e-01	2.430807219196480864e-02
5.665726655742134854e-01	3.262066543102264404e-01	2.448342353498232996e-02
