# Normalized	8973.0 eV	GC
# q	I	Poisson error
# nm-1	cm-1	cm-1
1.652559244913754666e-01	3.346153640747070312e+01	1.492952638675420385e+00
1.833293896666008949e-01	2.775035285949707031e+01	7.643924203690338759e-01
2.014028548418262954e-01	2.276218223571777344e+01	5.405540467909499824e-01
2.194763200170517237e-01	1.922356796264648438e+01	4.234276991052666750e-01
2.375497851922771519e-01	1.675788307189941406e+01	3.444356154943795656e-01
2.556232503675025525e-01	1.491245269775390625e+01	2.877505841800592212e-01
2.736967155427280085e-01	1.368573665618896484e+01	2.490679674175216851e-01
2.917701807179534090e-01	1.268456363677978516e+01	2.383261377396826974e-01
3.098436458931788096e-01	1.192493343353271484e+01	2.276491405771959575e-01
3.279171110684042656e-01	1.128355407714843750e+01	2.182322360224952240e-01
3.459905762436297216e-01	1.076492404937744141e+01	2.112279966479581605e-01
3.640640414188550666e-01	1.034426784515380859e+01	2.010032473226571748e-01
3.821375065940805227e-01	1.000098037719726562e+01	1.870739201956545528e-01
4.002109717693059787e-01	9.666681289672851562e+00	1.773382639494497648e-01
4.182844369445313237e-01	9.452444076538085938e+00	1.702101440580044700e-01
4.363579021197567798e-01	9.213492393493652344e+00	1.631007908989597632e-01
4.544313672949822358e-01	9.010218620300292969e+00	1.571172774499309532e-01
4.725048324702075808e-01	8.839903831481933594e+00	1.523513542570488211e-01
4.905782976454330369e-01	8.693495750427246094e+00	1.480665221896083905e-01
5.086517628206584929e-01	8.547386169433593750e+00	1.440906099849820488e-01
5.267252279958839489e-01	8.401764869689941406e+00	1.403456427672347961e-01
5.447986931711092939e-01	8.287454605102539062e+00	1.366805075143787129e-01
5.628721583463347500e-01	8.160156250000000000e+00	1.330777935431374237e-01
5.809456235215602060e-01	8.054163932800292969e+00	1.301661081994852642e-01
5.990190886967855510e-01	7.963040828704833984e+00	1.275036496384132356e-01
6.170925538720110071e-01	7.848293304443359375e+00	1.275251729535611112e-01
6.351660190472364631e-01	7.741923809051513672e+00	1.275171976370800542e-01
6.532394842224618081e-01	7.658494472503662109e+00	1.267769552298869951e-01
6.713129493976872642e-01	7.552924633026123047e+00	1.254729023696952994e-01
6.893864145729127202e-01	7.470949649810791016e+00	1.238374978364136930e-01
7.074598797481381762e-01	7.395266532897949219e+00	1.220718101920469090e-01
7.255333449233635212e-01	7.317811012268066406e+00	1.207109729552031385e-01
