# Normalized	Empty Cap	8304.0 eV
# q in nm-1	I in cm-1	poisson_error
1.529343905150668814e-01	7.162796333432197571e-03	2.071128788389049041e-02
1.696602923870779989e-01	6.998793687671422958e-03	1.112459341377466417e-02
1.863861942590890886e-01	7.008590735495090485e-03	8.570587385563883942e-03
2.031120961311002060e-01	6.687096320092678070e-03	7.079285582060934438e-03
2.198379980031113234e-01	6.433963309973478317e-03	6.002104065980606688e-03
2.365638998751224409e-01	6.282145157456398010e-03	5.211986783872453108e-03
2.532898017471335583e-01	6.242341827601194382e-03	4.658392128687375774e-03
2.700157036191446203e-01	6.081914063543081284e-03	4.591647011766091489e-03
2.867416054911557932e-01	6.131537724286317825e-03	4.553274014944739406e-03
3.034675073631668551e-01	6.094128359109163284e-03	4.482416651181486689e-03
3.201934092351780281e-01	5.974640138447284698e-03	4.406964177657221593e-03
3.369193111071890900e-01	5.973298102617263794e-03	4.273041917284468860e-03
3.536452129792002075e-01	5.789969116449356079e-03	3.961963984073385917e-03
3.703711148512113249e-01	5.862137768417596817e-03	3.834637498493698258e-03
3.870970167232223869e-01	5.871222820132970810e-03	3.715671138796954650e-03
4.038229185952335598e-01	5.909278988838195801e-03	3.609905233070064175e-03
4.205488204672446217e-01	5.792902316898107529e-03	3.474110709859504383e-03
4.372747223392557947e-01	5.928635131567716599e-03	3.435620111426286073e-03
4.540006242112668566e-01	5.908611696213483810e-03	3.355662827156257258e-03
4.707265260832780296e-01	5.824211984872817993e-03	3.264724315379179901e-03
4.874524279552890915e-01	5.822841543704271317e-03	3.202820234921641487e-03
5.041783298273001535e-01	5.778804887086153030e-03	3.122677987903573101e-03
5.209042316993113264e-01	5.816927645355463028e-03	3.069150816815396660e-03
5.376301335713223883e-01	5.797140300273895264e-03	3.012430599020532798e-03
5.543560354433335613e-01	5.778334569185972214e-03	2.958604832849171667e-03
5.710819373153446232e-01	5.768783856183290482e-03	2.985456691739218470e-03
5.878078391873557962e-01	5.762218963354825974e-03	3.010674530278931518e-03
6.045337410593668581e-01	5.803078413009643555e-03	3.022844887590594130e-03
6.212596429313779200e-01	5.710432771593332291e-03	2.990026909030444029e-03
6.379855448033890930e-01	5.716345272958278656e-03	2.967983744245124289e-03
6.547114466754001549e-01	5.719773471355438232e-03	2.939812680932411999e-03
6.714373485474113279e-01	5.695702508091926575e-03	2.916055655017155829e-03
6.881632504194223898e-01	5.677037872374057770e-03	2.895422505021452535e-03
7.048891522914334518e-01	5.663846153765916824e-03	2.876203863230992683e-03
7.216150541634446247e-01	5.639997310936450958e-03	2.799003113369347324e-03
7.383409560354556866e-01	5.642454139888286591e-03	2.708506321281599263e-03
7.550668579074668596e-01	5.626298021525144577e-03	2.648949296598278758e-03
7.717927597794779215e-01	5.623374134302139282e-03	2.606024163518822802e-03
7.885186616514890945e-01	5.580039229243993759e-03	2.567054984932771230e-03
8.052445635235001564e-01	5.601434968411922455e-03	2.538303466337587903e-03
8.219704653955113294e-01	5.582852754741907120e-03	2.499586691900219666e-03
8.386963672675223913e-01	5.601804703474044800e-03	2.471353229785357326e-03
8.554222691395334532e-01	5.617949645966291428e-03	2.444610437101117726e-03
8.721481710115446262e-01	5.605979356914758682e-03	2.412991875621311750e-03
