q	I	I err	
nm\+(-1)	cm\+(-1)	cm\+(-1)	
	GC-K 90mu old		
0.035514728	1099.6056222846	194.990800488009
0.039460808	911.95690656862	27.7152821015088
0.043406888	688.33334224552	7.22494705811277
0.047352968	533.7864867599	3.61201256498802
0.051299048	409.555224029659	2.55893308884173
0.055245128	315.496726187021	1.95391037677173
0.059191212	247.92375671852	1.50857838824966
0.063137292	197.344297012994	1.1976347026252
0.067083372	159.044285053337	0.959928234356523
0.071029456	129.870846685601	0.784206850222804
0.074975536	107.307262573387	0.644349348528554
0.078921616	89.6260950443115	0.534161645594649
0.082867696	75.9783364429797	0.448358272205608
0.086813776	64.823551358995	0.381784284485752
0.090759856	55.6013755156196	0.327057714532688
0.094705936	48.0667019592578	0.28229015168055
0.098652016	41.9119587610729	0.245434232061405
0.102598096	36.8117305849934	0.214906306475785
0.106544176	32.455069175983	0.189125489535744
0.110490256	28.7404916158853	0.166969553918253
0.114436344	25.5897223510711	0.14842885978517
0.118382424	22.9020198009933	0.133141208848462
0.122328504	20.6120939848751	0.119770563847313
0.126274584	18.6203991399204	0.10801219097884
0.130220664	16.9019436904014	0.0979491278636235
0.134166744	15.406368516736	0.0891847491341388
0.138112832	14.0878206637092	0.0815219755673296
0.142058912	12.9289966589778	0.0748443796563531
0.146004992	11.9244766591434	0.0690548565159552
0.149951072	11.0329664707343	0.0638324077668265
0.153897152	10.2368139947258	0.059185827256988
0.157843232	9.52134768561789	0.0550526919212479
0.161789312	8.88638754325361	0.0513956803415551
0.165735392	8.33971292350493	0.048302027023631
0.169681472	7.84955697546793	0.0456127984300299
0.173627552	7.40298034222881	0.0430616237845933
0.177573632	6.99194203605464	0.040627648795373
0.181519712	6.62273688242897	0.038474547393118
0.185465792	6.28781830473937	0.0365592913905727
0.189411872	5.98597124547101	0.03481685984492
0.193357952	5.7082335318393	0.0331724229593163
0.197304032	5.45438495683614	0.0317153497408796
0.201250112	5.21777044945702	0.0303450613068123
0.205196192	5.00468064930715	0.0290759953884999
0.209142272	4.80876917659497	0.0279725921357615
0.213088352	4.63220291234645	0.0269248514092955
0.217034432	4.46566441450683	0.0259674894925344
0.220980512	4.31535576490369	0.0251301250581144
0.224926592	4.17869574714252	0.0243665883332286
0.228872688	4.05658487671761	0.0236446835732303
0.232818768	3.94144051082514	0.0229628960856153
0.236764848	3.83103259192234	0.0223421355152481
0.240710928	3.72794307364896	0.0217674445855421
0.244657008	3.63604224461371	0.0212108930095032
0.248603088	3.550338517496	0.0207333207830591
0.252549168	3.46524963041666	0.02024537267063
0.256495248	3.38666109506	0.0197423928466774
0.260441328	3.31331760518539	0.0193141588528995
0.264387408	3.24440140852973	0.018908814483092
0.268333488	3.18120600257893	0.0185291960932081
0.272279584	3.12184507376167	0.0181802187096007
0.276225664	3.06683589535912	0.0178565264625261
0.280171744	3.01536637031325	0.0175397091670565
0.284117824	2.96675869421963	0.0172556059620728
0.288063904	2.9219074218427	0.016987153234879
0.292009984	2.87668078132669	0.0167352726870146
0.295956064	2.83510162039031	0.0164899947496542
0.299902144	2.79870373818503	0.0162593826333856
0.303848224	2.7613589942734	0.0160315941142856
0.307794304	2.72748571582311	0.0158262006769471
0.311740384	2.68973505167715	0.015608868949194
0.315686464	2.66387050020347	0.0154514112212765
0.319632544	2.63414780313584	0.0152862674787118
0.323578624	2.60488286490519	0.0151078289699842
0.327524704	2.57842556904356	0.0149671510510495
0.331470784	2.55379451928646	0.0148091329052538
0.335416864	2.52940180734357	0.0146555477741072
0.339362944	2.50542026405354	0.0145088879668778
0.343309024	2.48381017587164	0.0143870591425668
0.347255104	2.46321192145977	0.014265816228622
0.351201184	2.44339508300503	0.0141492160491847
0.355147264	2.42454966271356	0.0140421663856112
0.359093344	2.40699848085098	0.0139351333093166
0.363039424	2.38899235227195	0.013824743455699
0.366985504	2.37383258073705	0.0137362887276477
0.370931584	2.35673653934571	0.0136361143750834
0.374877664	2.34290143243712	0.0135555072397327
0.378823744	2.32833383912863	0.0134649203068899
0.382769824	2.31182184327008	0.0133688008915456
0.386715904	2.29962560070421	0.0132961412469824
0.390661984	2.28627208060498	0.0132105608230339
0.394608064	2.27599093503812	0.0131450779595084
0.398554144	2.26213581167814	0.0130735164602031
0.402500224	2.25043004068555	0.0129993251037154
0.406446304	2.23825324310666	0.0129249603973321
0.410392384	2.2288701594953	0.0128753428162417
0.414338464	2.22025595710397	0.0128260602745227
0.418284544	2.20971581239355	0.0127548372727733
0.422230624	2.1995656841179	0.0126947429969643
0.426176704	2.18773708598361	0.0126218972388718
0.430122784	2.17831737393619	0.0125669540248243
0.434068864	2.16840459021529	0.0125052693439193
0.438014944	2.15964776883672	0.0124561850547328
0.441961024	2.15269572559733	0.0124116987476185
0.445907104	2.14475566412968	0.0123663407389325
0.449853184	2.13647696564803	0.0123188334228567
0.453799296	2.12995141822787	0.012277537285353
0.457745376	2.12193349352703	0.0122263317243412
0.461691456	2.11238355994805	0.0121703926553622
0.465637536	2.10631501069399	0.0121322041345024
0.469583616	2.10093634023325	0.0120998979058317
0.473529696	2.09359967567693	0.0120574837598202
0.477475776	2.08575678159037	0.0120124747437045
0.481421856	2.078525583333	0.0119651562734569
0.485367936	2.07170194322639	0.0119276841738075
0.489314016	2.06589631129401	0.0118934025492221
0.493260096	2.06014605355814	0.0118568412935618
0.497206176	2.05576381806537	0.0118296018220551
0.501152256	2.04860555716842	0.0117895482749853
0.505098336	2.04346836507456	0.0117577611462319
0.509044416	2.03844515615015	0.0117256728140021
0.512990496	2.03443357692712	0.011703989483955
