# Example_ASAXS	Resonant
# q	I-Resonant
# nm-1	cm-1
1.533027377231604982e-01	2.647793340939695872e-01
1.698937936186910580e-01	1.999872144114880346e-01
1.864848495142215901e-01	1.073679655849950759e-01
2.030759054097521499e-01	4.521120356311310318e-02
2.196669613052826819e-01	2.038391210710245247e-02
2.362580172008132418e-01	7.258785532397582507e-02
2.528490730963438016e-01	5.074750334523225187e-02
2.694401289918743614e-01	3.497893014169972670e-02
2.860311848874048657e-01	3.399793922948349256e-02
3.026222407829354255e-01	3.517672947597646343e-02
3.192132966784659853e-01	4.607045504472039726e-02
3.358043525739965451e-01	4.198118578207552659e-02
3.523954084695271050e-01	3.176377610283260405e-02
3.689864643650576648e-01	1.873721050711274830e-02
3.855775202605882246e-01	1.083861113323111684e-02
4.021685761561187289e-01	7.837141716017204454e-03
4.187596320516492887e-01	6.367284928256295579e-03
4.353506879471798485e-01	2.993535490654010769e-03
4.519417438427104083e-01	1.708748078522329432e-03
4.685327997382409126e-01	1.137017765990602260e-03
4.851238556337714725e-01	1.063271881116609110e-03
5.017149115293020323e-01	1.075246951768590777e-03
5.183059674248325921e-01	9.220400085994971467e-04
5.348970233203631519e-01	1.223592925555383980e-03
5.514880792158937117e-01	1.680649352461709330e-03
5.680791351114242715e-01	1.760294013013126088e-03
5.846701910069547203e-01	2.145301669922677294e-03
6.012612469024853912e-01	2.904871749742589902e-03
6.178523027980158400e-01	1.885482084158477019e-03
6.344433586935465108e-01	2.047270481503948164e-03
6.510344145890769596e-01	2.138058309383820618e-03
6.676254704846075194e-01	1.274334081881668126e-03
6.842165263801380792e-01	8.426857460312550284e-04
7.008075822756686390e-01	8.034834983396696786e-04
7.173986381711991989e-01	5.958819981852314478e-04
7.339896940667297587e-01	7.962098328947817688e-04
7.505807499622603185e-01	2.538759121390125190e-04
7.671718058577908783e-01	1.073035507117608745e-04
7.837628617533213271e-01	2.539847279829106743e-04
8.003539176488518869e-01	1.844430348706406183e-04
8.169449735443824467e-01	2.847824297366874499e-04
8.335360294399130066e-01	2.529439306647726171e-04
8.501270853354435664e-01	7.549048823431991364e-05
8.667181412309741262e-01	5.085052706842642937e-05
8.833091971265046860e-01	5.212360327592768263e-05
8.999002530220352458e-01	1.681447785939442626e-04
9.164913089175658056e-01	6.083333630953519127e-05
9.330823648130963655e-01	4.816138700623123564e-05
9.496734207086269253e-01	1.876304015143461488e-04
9.662644766041573741e-01	1.963962149572158131e-04
9.828555324996879339e-01	1.861940167731562009e-04
9.994465883952184937e-01	1.793399431192430602e-04
1.016037644290749054e+00	2.271531446946356526e-04
1.032628700186279502e+00	2.158575229158208231e-04
1.049219756081810173e+00	1.886129468737350753e-04
1.065810811977340844e+00	1.590165928569623583e-04
1.082401867872871293e+00	4.751697837586330708e-05
1.098992923768401742e+00	-2.976383152346189517e-05
1.115583979663932412e+00	-9.781598445269041220e-06
1.132175035559462861e+00	5.802650546749256536e-05
1.148766091454993532e+00	1.073525485447892475e-04
1.165357147350523981e+00	1.002115785646748270e-04
1.181948203246054430e+00	-5.176072541659915095e-05
1.198539259141585323e+00	-3.448831847973508950e-05
1.215130315037115771e+00	4.803940499913240774e-05
1.231721370932646220e+00	-2.700238936034860272e-05
1.248312426828176669e+00	-1.103924470443201915e-04
1.264903482723707118e+00	-9.145236291774546148e-05
1.281494538619238011e+00	-4.694411424771302528e-05
1.298085594514768459e+00	-3.772445434031586472e-05
1.314676650410298908e+00	4.802270036317858663e-05
1.331267706305829357e+00	-1.785572121917958029e-05
1.347858762201360250e+00	-4.991801053825109058e-05
1.364449818096890699e+00	-1.706873908669907859e-05
1.381040873992421147e+00	-6.969800030220198476e-05
1.397631929887951596e+00	-1.525810654303731912e-04
1.414222985783482045e+00	-8.971383659802108332e-05
1.430814041679012938e+00	2.583111266622413582e-05
1.447405097574543387e+00	1.995213334912791437e-05
1.463996153470073835e+00	-2.626295086267436909e-07
1.480587209365604284e+00	-6.433218884084810339e-05
1.497178265261135177e+00	-1.615250812336981089e-04
1.513769321156665626e+00	-8.102344365103775485e-05
1.530360377052196075e+00	-1.240174629150319653e-04
1.546951432947726524e+00	-9.317562547194572250e-05
1.563542488843257416e+00	-2.032242903177908081e-04
1.580133544738787865e+00	-1.568724618013750383e-04
1.596724600634318314e+00	-4.508744298163963866e-07
1.613315656529848763e+00	-1.287752762566006298e-04
1.629906712425379212e+00	-5.563032003891626775e-05
1.646497768320910104e+00	8.111741212959633547e-05
1.663088824216440553e+00	3.178469468455557287e-05
1.679679880111971002e+00	-2.219384683593666319e-05
1.696270936007501451e+00	-8.385320181924021889e-05
1.712861991903032344e+00	-4.954408105667997561e-05
1.729453047798562793e+00	1.193907838859295157e-05
1.746044103694093241e+00	-1.128049608455965950e-04
1.762635159589623690e+00	-6.955918818642022560e-05
1.779226215485154139e+00	-6.089289331659211848e-05
1.795817271380685032e+00	-2.188767505722204068e-04
1.812408327276215481e+00	-2.004615551800494793e-04
1.828999383171745929e+00	-1.609644736816740298e-04
1.845590439067276378e+00	-1.536681717593762326e-04
1.862181494962807271e+00	-3.785268401706806679e-05
1.878772550858337720e+00	-2.019055059787448227e-04
1.895363606753868169e+00	-1.723934716975735121e-04
