# 214neu_7000_eV_Tif_384_Norm.dat	c0_Subtracted c0=	0.032552740464555724
# q	I	Poisson error
# nm-1	cm-1	cm-1
1.289189675265935975e-01	7.852691838990654105e+01	2.522753889128858340e+00
1.430183855482416166e-01	7.421992681275810355e+01	1.480096167979646271e+00
1.571178035698896636e-01	6.908325383912529105e+01	1.162041743726072829e+00
1.712172215915376827e-01	6.349709890138115043e+01	9.757294339964962537e-01
1.853166396131857019e-01	5.738265416871513480e+01	8.250673451332419805e-01
1.994160576348337210e-01	5.171906469117607230e+01	7.055037455020503057e-01
2.135154756564817680e-01	4.640246389161552543e+01	6.101445646153552671e-01
2.276148936781297871e-01	4.096956441651786918e+01	5.608170579562840041e-01
2.417143116997778063e-01	3.609157369386161918e+01	5.112024854050239986e-01
2.558137297214258532e-01	3.132163236390556094e+01	4.616592260378609147e-01
2.699131477430738446e-01	2.698614881288017031e+01	4.169326998065489565e-01
2.840125657647218915e-01	2.305927083741630312e+01	3.685204554783614861e-01
2.981119837863699384e-01	1.949352453004325625e+01	3.168737561265904668e-01
3.122114018080179854e-01	1.630748174439872500e+01	2.748721402471736019e-01
3.263108198296659768e-01	1.340012738954032656e+01	2.370630737888339001e-01
3.404102378513140237e-01	1.085910508882011172e+01	2.028958667194667997e-01
3.545096558729620151e-01	8.680829980482709374e+00	1.729073450726846539e-01
3.686090738946100620e-01	6.823889234175337215e+00	1.466846428779059464e-01
3.827084919162581089e-01	5.246598699202192684e+00	1.231251031133950846e-01
3.968079099379061003e-01	3.971814611067426615e+00	1.027736363745673370e-01
4.109073279595541472e-01	2.931879022230756693e+00	8.483903077055408859e-02
4.250067459812021942e-01	2.121132829298627787e+00	6.929667995633730093e-02
4.391061640028501856e-01	1.500721910109174662e+00	5.613264728546226573e-02
4.532055820244982325e-01	1.044507243742597513e+00	4.539382738742656770e-02
4.673050000461462794e-01	7.195881987711315597e-01	3.669967106467929979e-02
4.814044180677942708e-01	5.058418298860912765e-01	3.088535672229933762e-02
4.955038360894423177e-01	3.789532865187054123e-01	2.695857340022799961e-02
5.096032541110904202e-01	3.149313415190105880e-01	2.464315084097870590e-02
5.237026721327383560e-01	2.989717806478863205e-01	2.397168779034853162e-02
5.378020901543864030e-01	3.111102665563946212e-01	2.425152052934594071e-02
5.519015081760344499e-01	3.404068137308483566e-01	2.509768431557957147e-02
5.660009261976823858e-01	3.753660405775433029e-01	2.618147405063862496e-02
5.801003442193304327e-01	4.108047569891338791e-01	2.723835473301955759e-02
5.941997622409784796e-01	4.399213875433330978e-01	2.804186920911011863e-02
6.082991802626265265e-01	4.587512696882610763e-01	2.797555908438869796e-02
6.223985982842745734e-01	4.690921689173107589e-01	2.743309007418024900e-02
6.364980163059226204e-01	4.678416634699230636e-01	2.687152032700815610e-02
6.505974343275706673e-01	4.549340392252331222e-01	2.610020102087403857e-02
6.646968523492186032e-01	4.337633634706860031e-01	2.521650029317047334e-02
6.787962703708666501e-01	4.049297357698803390e-01	2.406130646249976177e-02
6.928956883925146970e-01	3.701286996504192794e-01	2.271407263211437308e-02
7.069951064141627439e-01	3.337504948278789962e-01	2.131939935337156741e-02
7.210945244358107908e-01	2.956187511583691085e-01	1.986237120647918117e-02
7.351939424574588378e-01	2.579208100935345138e-01	1.839464572371969642e-02
7.492933604791067737e-01	2.223730767866497204e-01	1.696485613115245386e-02
7.633927785007548206e-01	1.890179748436336682e-01	1.557669825021797128e-02
7.774921965224028675e-01	1.605470116039638684e-01	1.432648832259070942e-02
7.915916145440509144e-01	1.348089958330516980e-01	1.314814266181468100e-02
8.056910325656989613e-01	1.147993440529232190e-01	1.217392939796125249e-02
8.197904505873470082e-01	9.848142515624810911e-02	1.133325159388623091e-02
8.338898686089949441e-01	8.583276819194604612e-02	1.064380850265393176e-02
8.479892866306429910e-01	7.697697829211999632e-02	1.012320851806924708e-02
8.620887046522910380e-01	7.104537736381341673e-02	9.739645812309740205e-03
8.761881226739390849e-01	6.712330978120614744e-02	9.464295102995743184e-03
8.902875406955871318e-01	6.462680648769189573e-02	9.258953369037526554e-03
9.043869587172351787e-01	6.412538986409951902e-02	9.154278644796114139e-03
9.184863767388831146e-01	6.384082983936120725e-02	9.066723146887971027e-03
9.325857947605311615e-01	6.386642258371164060e-02	8.994322971520935656e-03
9.466852127821792084e-01	6.403038751090814329e-02	8.930310612760570046e-03
9.607846308038272554e-01	6.395136665309716917e-02	8.856793157140043990e-03
9.748840488254753023e-01	6.339958410466958738e-02	8.763424680178870385e-03
9.889834668471233492e-01	6.246309827770044065e-02	8.658545569358980232e-03
1.003082884868771174e+00	6.081675093377877928e-02	8.526478954728538076e-03
1.017182302890419443e+00	5.898213486875344969e-02	8.541107700635482830e-03
1.031281720912067268e+00	5.699532579387475706e-02	8.498009651040142748e-03
1.045381138933715537e+00	5.420735578740884519e-02	8.349696137929263698e-03
1.059480556955363362e+00	5.140221219266702390e-02	8.201789999867866582e-03
1.073579974977011409e+00	4.807978968824197508e-02	8.027070603331638854e-03
1.087679392998659456e+00	4.535106669868280149e-02	7.876435607601190922e-03
1.101778811020307502e+00	4.246975581849862791e-02	7.713162082433066419e-03
1.115878229041955549e+00	3.983507405723382688e-02	7.559693675821011274e-03
1.129977647063603596e+00	3.750314663852502561e-02	7.419856192372155379e-03
1.144077065085251643e+00	3.524774413312722898e-02	7.152002336278083690e-03
1.158176483106899690e+00	3.317283194268991209e-02	6.906627375837662459e-03
1.172275901128547737e+00	3.164497863258172727e-02	6.762876024240642610e-03
1.186375319150195784e+00	3.030934285129358030e-02	6.646920934743667624e-03
1.200474737171843609e+00	2.884498338903238035e-02	6.530237924875689423e-03
1.214574155193491656e+00	2.789701994265367246e-02	6.444515678953861501e-03
