# Example_ASAXS	Resonant
# q	I-Resonant
# nm-1	cm-1
1.534133308534822715e-01	2.330717575471451530e-01
1.695199444939124722e-01	2.143340506431882231e-01
1.856265581343426452e-01	1.738842849403396951e-01
2.017331717747728459e-01	1.178864304142786812e-01
2.178397854152030466e-01	1.306207053112431737e-01
2.339463990556332473e-01	1.161300954504782545e-01
2.500530126960634481e-01	7.942604020085246297e-02
2.661596263364935933e-01	5.989695812616836063e-02
2.822662399769237940e-01	4.923956993165500701e-02
2.983728536173539947e-01	4.404086226798085285e-02
3.144794672577841954e-01	4.060544766560973684e-02
3.305860808982143961e-01	3.502131813332100274e-02
3.466926945386445968e-01	2.704641214544806910e-02
3.627993081790747976e-01	1.851436796052128436e-02
3.789059218195049983e-01	1.242949844452507883e-02
3.950125354599351990e-01	9.346147446343265261e-03
4.111191491003653997e-01	6.784773077293218720e-03
4.272257627407956004e-01	3.911330642984572024e-03
4.433323763812258012e-01	2.404642142640842084e-03
4.594389900216560019e-01	1.482882336377007665e-03
4.755456036620862026e-01	7.015449942676678895e-04
4.916522173025162923e-01	4.367091914351515537e-04
5.077588309429464930e-01	5.114973339925902836e-04
5.238654445833766937e-01	5.943798617161403066e-04
5.399720582238068944e-01	6.503273730456555872e-04
5.560786718642370952e-01	1.080957372785704661e-03
5.721852855046672959e-01	1.404134239650018821e-03
5.882918991450974966e-01	1.199646591240148162e-03
6.043985127855276973e-01	1.504007835025494844e-03
6.205051264259578980e-01	1.669303979025216385e-03
6.366117400663880987e-01	1.279166407779817926e-03
6.527183537068182995e-01	1.252298962384480697e-03
6.688249673472485002e-01	1.464845245608974557e-03
6.849315809876787009e-01	1.074611848827413578e-03
7.010381946281089016e-01	8.301881808675823458e-04
7.171448082685391023e-01	1.031936970188127760e-03
7.332514219089693031e-01	6.229035921782386919e-04
7.493580355493995038e-01	6.690014633422933666e-04
7.654646491898297045e-01	5.094494192270856980e-04
7.815712628302599052e-01	3.585953429582384327e-04
7.976778764706901059e-01	4.012460676790232609e-04
8.137844901111201956e-01	3.372123945335254070e-04
8.298911037515503963e-01	1.445007483618124765e-04
8.459977173919805971e-01	1.518192155738413887e-04
8.621043310324107978e-01	1.388772131542726938e-04
8.782109446728409985e-01	1.438922808763995150e-04
8.943175583132711992e-01	1.088570923656908927e-04
9.104241719537013999e-01	5.663731110040056766e-05
9.265307855941316006e-01	1.399902845914390037e-04
9.426373992345618014e-01	7.490023219700438564e-05
9.587440128749920021e-01	9.708624232105430695e-05
9.748506265154222028e-01	1.237447568529667055e-04
9.909572401558524035e-01	1.276293631668330394e-04
1.007063853796282604e+00	1.291622677964951785e-04
1.023170467436712805e+00	9.871928778871865199e-05
1.039277081077143006e+00	5.632027351436654715e-05
1.055383694717572984e+00	3.638615510340160558e-05
1.071490308358003185e+00	3.901802397888566798e-05
1.087596921998433386e+00	5.810359343800321512e-05
1.103703535638863586e+00	6.903107835302792010e-05
1.119810149279293787e+00	1.816916705587345282e-05
1.135916762919723988e+00	-9.166269640135943494e-06
1.152023376560154189e+00	-2.871123772808800516e-05
1.168129990200584389e+00	-5.154177173721500611e-05
1.184236603841014590e+00	3.930988442447844969e-05
1.200343217481444791e+00	5.895060554187691188e-05
1.216449831121874992e+00	-5.513356746837566364e-05
1.232556444762305192e+00	-8.675527504511036344e-05
1.248663058402735393e+00	-1.116495850923738605e-05
1.264769672043165594e+00	-1.247158015063300164e-05
1.280876285683595794e+00	2.472705134434112269e-06
1.296982899324025995e+00	-1.311871136830263981e-05
1.313089512964456196e+00	-7.845863615854715924e-05
1.329196126604886397e+00	-5.852241052222428039e-05
1.345302740245316597e+00	-1.818608238536891100e-05
1.361409353885746798e+00	-6.327913694789264376e-05
1.377515967526176999e+00	-6.833761937583833046e-05
1.393622581166607199e+00	-4.324730366159298294e-05
1.409729194807037400e+00	-6.186226670846142598e-05
1.425835808447467601e+00	-8.131303704239268453e-05
1.441942422087897802e+00	-6.558078031401676298e-05
1.458049035728327780e+00	-5.386356728804035047e-05
1.474155649368757981e+00	-5.577589542992326352e-05
1.490262263009188182e+00	-2.332537289804171050e-05
1.506368876649618382e+00	-4.793900398562484178e-05
1.522475490290048583e+00	-6.280742458914804398e-05
1.538582103930478784e+00	-4.739825960079657079e-05
1.554688717570908985e+00	-3.523053110840349922e-05
1.570795331211339185e+00	-2.612431010147766815e-05
1.586901944851769386e+00	-6.444700421522773701e-05
1.603008558492199587e+00	-9.501124710255607047e-05
1.619115172132629787e+00	-6.050767248820210990e-05
1.635221785773059988e+00	-4.308320460806662174e-05
1.651328399413490189e+00	-7.646017266703069421e-05
1.667435013053920390e+00	-6.336882599675419680e-05
1.683541626694350590e+00	-4.530445210147847227e-05
1.699648240334780791e+00	-7.871988758074672328e-05
1.715754853975210992e+00	-1.004876197165261445e-04
1.731861467615641192e+00	-1.060243724850578803e-04
1.747968081256071393e+00	-9.352437285214807621e-05
1.764074694896501594e+00	-7.180026843134538583e-05
1.780181308536931795e+00	-8.668776584631823908e-05
1.796287922177361995e+00	-4.556622031904662722e-05
1.812394535817792196e+00	-4.058075334552441161e-05
1.828501149458222397e+00	-6.216411376613438110e-05
1.844607763098652597e+00	-7.980958370007569470e-05
1.860714376739082798e+00	-8.610768377267091084e-05
1.876820990379512999e+00	-3.115427735606284693e-05
1.892927604019943200e+00	-4.621409553812946553e-05
1.909034217660373400e+00	-8.139523005891129560e-05
1.925140831300803601e+00	-8.894164628572403522e-05
1.941247444941233802e+00	-9.305634478764478982e-05
1.957354058581663780e+00	-1.345195136811351891e-04
1.973460672222093981e+00	-6.568938064834166433e-05
1.989567285862524182e+00	-5.817764987386187984e-05
2.005673899502954605e+00	-9.347730746668504644e-05
2.021780513143384805e+00	-9.334883574785075475e-05
2.037887126783815006e+00	-7.519993981881539118e-05
2.053993740424245207e+00	-5.116457992320465906e-05
2.070100354064675408e+00	-5.832289565682042653e-05
2.086206967705105608e+00	-8.900510240790834469e-05
2.102313581345535809e+00	-9.670059856119562287e-05
2.118420194985966010e+00	-9.355311049573181712e-05
2.134526808626396210e+00	-9.318675105895703669e-05
2.150633422266826411e+00	-7.721041505197511693e-05
2.166740035907256612e+00	-7.790719728199488325e-05
2.182846649547686813e+00	-6.633925066294278433e-05
2.198953263188117013e+00	-5.663619860999144728e-05
2.215059876828547214e+00	-7.859508368000044467e-05
2.231166490468977415e+00	-7.267971443246185276e-05
2.247273104109407615e+00	-6.749353263964312467e-05
2.263379717749837816e+00	-4.537481309302359795e-05
2.279486331390268017e+00	-5.685311908633758533e-05
2.295592945030698218e+00	-6.090207881994023323e-05
2.311699558671128418e+00	-6.032032782716298375e-05
2.327806172311558619e+00	-7.756588496159729591e-05
2.343912785951988820e+00	-9.772587822757050429e-05
2.360019399592419020e+00	-1.054205221026737474e-04
2.376126013232849221e+00	-1.199466998524672043e-04
2.392232626873279422e+00	-9.755523247037507307e-05
2.408339240513709623e+00	-6.382313612967196288e-05
2.424445854154139823e+00	-1.055321326114827134e-04
2.440552467794570024e+00	-1.021396967526587212e-04
