# Example_ASAXS	Resonant
# q	I-Resonant
# nm-1	cm-1
1.529344028781202680e-01	2.738446217217521683e-01
1.690422168392907154e-01	2.555403819762445683e-01
1.851500308004611628e-01	2.070478634711569732e-01
2.012578447616316102e-01	1.287173513862283347e-01
2.173656587228020576e-01	1.775749972147471489e-01
2.334734726839725050e-01	1.377488496880509838e-01
2.495812866451429801e-01	8.032016635503763657e-02
2.656891006063134553e-01	5.933997124677322516e-02
2.817969145674839027e-01	5.015707715025092411e-02
2.979047285286543501e-01	4.660000336729683973e-02
3.140125424898247974e-01	4.051717069180073988e-02
3.301203564509952448e-01	3.321706799581939512e-02
3.462281704121656922e-01	2.535289075050613239e-02
3.623359843733361396e-01	1.766460171125346437e-02
3.784437983345065870e-01	1.328277396621348715e-02
3.945516122956770344e-01	1.060731233432449933e-02
4.106594262568474818e-01	7.011294564142226370e-03
4.267672402180179292e-01	3.017991020522424288e-03
4.428750541791883766e-01	1.530006562792316427e-03
4.589828681403588240e-01	2.397827932025349746e-04
4.750906821015292714e-01	-8.823625112631426409e-04
4.911984960626997188e-01	-1.300315991064583286e-03
5.073063100238701661e-01	-9.524808715701556889e-04
5.234141239850406135e-01	-5.946023089822802558e-04
5.395219379462110609e-01	-5.783365854395048581e-04
5.556297519073816193e-01	1.961983763298483544e-04
5.717375658685519557e-01	8.139325475276343010e-04
5.878453798297225141e-01	6.315212097044618170e-04
6.039531937908928505e-01	5.808112877065991922e-04
6.200610077520634089e-01	1.601539893904727714e-03
6.361688217132337453e-01	6.053188039464028111e-04
6.522766356744043037e-01	4.856623904722265871e-04
6.683844496355746401e-01	1.393493387666338039e-03
6.844922635967451985e-01	8.711266828572507325e-04
7.006000775579155349e-01	5.072041404306261436e-04
7.167078915190860933e-01	1.251948816497531602e-03
7.328157054802564296e-01	2.903436844993223845e-04
7.489235194414269881e-01	7.799723640617854713e-04
7.650313334025973244e-01	6.195248725382874848e-04
7.811391473637678828e-01	2.694026933610293648e-04
7.972469613249382192e-01	4.237647201439453753e-04
8.133547752861087776e-01	2.843089637526099870e-04
8.294625892472791140e-01	-1.423337700512938289e-04
8.455704032084496724e-01	1.167483634192514465e-05
8.616782171696200088e-01	4.111645286492950709e-05
8.777860311307905672e-01	7.504332101396959031e-05
8.938938450919609036e-01	-1.063463961447341235e-05
9.100016590531314620e-01	-1.220071782396428252e-04
9.261094730143020204e-01	1.412773769831598134e-04
9.422172869754723568e-01	-3.682033356891062169e-05
9.583251009366429152e-01	-1.512961763970405727e-05
9.744329148978132515e-01	4.175468359438087661e-05
9.905407288589838100e-01	-8.441087090789676034e-06
1.006648542820154146e+00	5.818267666572751897e-05
1.022756356781324705e+00	-3.145040065223966190e-05
1.038864170742495041e+00	-9.511297163676985531e-05
1.054971984703665600e+00	-1.176426897637009185e-04
1.071079798664835936e+00	-7.368964308220637472e-05
1.087187612626006494e+00	-7.889814098762744211e-06
1.103295426587176831e+00	7.306047467086562383e-05
1.119403240548347389e+00	-3.594947578023391333e-05
1.135511054509517725e+00	-1.357874653261109015e-04
1.151618868470688284e+00	-1.819672163622423054e-04
1.167726682431858620e+00	-1.815419479381997125e-04
1.183834496393029179e+00	6.224093961700068850e-05
1.199942310354199737e+00	1.267002749032258510e-04
1.216050124315370073e+00	-1.377189305704630518e-04
1.232157938276540632e+00	-2.003338932457326645e-04
1.248265752237710968e+00	1.514206539023348068e-05
1.264373566198881527e+00	-5.455433910372391977e-06
1.280481380160051863e+00	-1.265388659736925350e-05
1.296589194121222421e+00	-5.279083704760814818e-05
1.312697008082392758e+00	-2.089170088889404520e-04
1.328804822043563316e+00	-1.282520444839188860e-04
1.344912636004733653e+00	-3.152455873012928656e-05
1.361020449965904211e+00	-1.643238956208000899e-04
1.377128263927074547e+00	-1.483884443806674121e-04
1.393236077888245106e+00	-3.082002992957491106e-05
1.409343891849415442e+00	-6.240900542206193372e-05
1.425451705810586001e+00	-1.716417476365962331e-04
1.441559519771756337e+00	-1.370715380951850575e-04
1.457667333732926895e+00	-1.390404277612655335e-04
1.473775147694097232e+00	-1.385426492758977651e-04
1.489882961655267790e+00	9.313815375989798717e-06
1.505990775616438127e+00	-1.088336208091426926e-04
1.522098589577608685e+00	-7.807189812707027838e-05
1.538206403538779021e+00	-7.001068079828930027e-05
1.554314217499949580e+00	-7.524671985089554306e-07
1.570422031461119916e+00	1.658317585824922101e-05
1.586529845422290474e+00	-9.667671101668589748e-05
1.602637659383460811e+00	-1.591366743709668268e-04
1.618745473344631369e+00	-6.197070536297934716e-05
1.634853287305801706e+00	-8.775703988591249160e-05
1.650961101266972264e+00	-2.088772623681310180e-04
1.667068915228142600e+00	-1.396400808465700913e-04
1.683176729189313159e+00	-5.707786485223507057e-05
1.699284543150483717e+00	-1.491796133084536270e-04
1.715392357111654054e+00	-2.192096963852940698e-04
1.731500171072824612e+00	-2.174488900598307384e-04
1.747607985033994948e+00	-1.437699855259164344e-04
1.763715798995165507e+00	-1.047379141733212273e-04
1.779823612956335843e+00	-1.671130522648708275e-04
1.795931426917506402e+00	-1.468445909231387994e-05
1.812039240878676738e+00	8.088687987041493915e-07
1.828147054839847296e+00	-5.030320820520352824e-05
