# Example_ASAXS	Resonant
# q	I-Resonant
# nm-1	cm-1
1.533027377231604982e-01	2.710278445723571794e-01
1.694096285393558998e-01	2.378854221071738662e-01
1.855165193555513292e-01	1.767107955559825139e-01
2.016234101717467309e-01	1.050093226560230436e-01
2.177303009879421603e-01	1.214598356770384829e-01
2.338371918041375619e-01	1.096627834625681780e-01
2.499440826203329635e-01	7.040268558274076494e-02
2.660509734365283929e-01	5.006871154847548216e-02
2.821578642527238223e-01	4.245574271425188451e-02
2.982647550689191962e-01	4.051781364338454677e-02
3.143716458851146256e-01	3.931884927305788480e-02
3.304785367013099995e-01	3.518574950398516143e-02
3.465854275175054289e-01	2.774492939895243857e-02
3.626923183337008583e-01	1.901507236769387627e-02
3.787992091498962877e-01	1.286475634677624637e-02
3.949060999660917171e-01	9.818109516748248569e-03
4.110129907822870909e-01	6.976855545663533144e-03
4.271198815984825203e-01	3.751055152746658305e-03
4.432267724146778942e-01	2.050499764470190608e-03
4.593336632308733236e-01	1.012974501862605329e-03
4.754405540470687530e-01	1.533585556303548544e-04
4.915474448632641269e-01	-1.160272337258375314e-04
5.076543356794596118e-01	5.783043773709510685e-05
5.237612264956550412e-01	1.730398672806572515e-04
5.398681173118503596e-01	2.412920899176443682e-04
5.559750081280457890e-01	8.246738280326362152e-04
5.720818989442412184e-01	1.154834121939848825e-03
5.881887897604366477e-01	1.025167259908770726e-03
6.042956805766319661e-01	1.283429020100715573e-03
6.204025713928273955e-01	1.547886164373820815e-03
6.365094622090228249e-01	1.002185810953166870e-03
6.526163530252182543e-01	1.010043232750770662e-03
6.687232438414136837e-01	1.319927635075521721e-03
6.848301346576091131e-01	8.513478501566667644e-04
7.009370254738045425e-01	6.290031255361696163e-04
7.170439162899999719e-01	1.000190498026983996e-03
7.331508071061952903e-01	4.588374433619427247e-04
7.492576979223907196e-01	5.980153265958494582e-04
7.653645887385861490e-01	4.314775344393822782e-04
7.814714795547815784e-01	2.539445938964143400e-04
7.975783703709770078e-01	3.456225138044617781e-04
8.136852611871724372e-01	2.801916617017744839e-04
8.297921520033677556e-01	1.401574275695001606e-05
8.458990428195631850e-01	5.747225830903022017e-05
8.620059336357586144e-01	6.252349221732364656e-05
8.781128244519540438e-01	7.781973401642048856e-05
8.942197152681494732e-01	4.856819981802381459e-05
9.103266060843449026e-01	-2.159330029925039641e-05
9.264334969005402209e-01	8.721717264321259412e-05
9.425403877167356503e-01	3.932470060167856459e-05
9.586472785329310797e-01	4.363265871985891060e-05
9.747541693491265091e-01	8.742731136228416953e-05
9.908610601653219385e-01	4.993659297764681384e-05
1.006967950981517479e+00	8.919551003487569130e-05
1.023074841797712686e+00	5.429465101582285299e-05
1.039181732613908116e+00	3.494250014257765668e-07
1.055288623430103545e+00	-2.537886791109512813e-05
1.071395514246298974e+00	-7.666146179954247072e-06
1.087502405062494404e+00	8.013246241430892563e-06
1.103609295878689833e+00	4.457924046509912123e-05
1.119716186694885263e+00	-2.601516172138031347e-05
1.135823077511080470e+00	-6.322407278595170745e-05
1.151929968327276121e+00	-7.082979499387474938e-05
1.168036859143471329e+00	-9.866127257478518088e-05
1.184143749959666980e+00	2.987159591593250801e-05
1.200250640775862188e+00	7.384409226588668274e-05
1.216357531592057839e+00	-7.783143011465823912e-05
1.232464422408253046e+00	-1.391679856294386522e-04
1.248571313224448698e+00	-2.793114306684010704e-05
1.264678204040643905e+00	-3.690752887296167120e-05
1.280785094856839557e+00	-2.362201216982179279e-05
1.296891985673034764e+00	-5.208278431241890555e-05
1.312998876489229971e+00	-1.222614568321859043e-04
1.329105767305425623e+00	-8.532196983747563311e-05
1.345212658121620830e+00	-3.963730131043631836e-05
1.361319548937816482e+00	-1.133886479270767298e-04
1.377426439754011689e+00	-1.165568693797993928e-04
1.393533330570207340e+00	-6.984561273860781083e-05
1.409640221386402548e+00	-8.359753935019343296e-05
1.425747112202598199e+00	-1.058721483035505437e-04
1.441854003018793406e+00	-9.229293038600688739e-05
1.457960893834989058e+00	-7.899581766338662262e-05
1.474067784651184265e+00	-9.251184629960294294e-05
1.490174675467379917e+00	-5.666145650518501108e-05
1.506281566283575124e+00	-9.329762070456463542e-05
1.522388457099770331e+00	-9.881025610283151203e-05
1.538495347915965983e+00	-6.811401843318566098e-05
1.554602238732161190e+00	-5.932979231962313976e-05
1.570709129548356842e+00	-5.402431678081429757e-05
1.586816020364552049e+00	-9.003228974454420205e-05
1.602922911180747700e+00	-1.246132663557299874e-04
1.619029801996942908e+00	-7.977309107790698595e-05
1.635136692813138559e+00	-5.581781860057111536e-05
1.651243583629333767e+00	-1.158028461081330335e-04
1.667350474445529418e+00	-8.466293711345936534e-05
1.683457365261724625e+00	-5.094434163934652481e-05
1.699564256077919833e+00	-1.256866295602826380e-04
1.715671146894115484e+00	-1.562279338507700896e-04
1.731778037710310691e+00	-1.462776417071638831e-04
1.747884928526506343e+00	-1.310087849979258779e-04
1.763991819342701550e+00	-9.225735991505197976e-05
1.780098710158897202e+00	-1.325459718791959624e-04
1.796205600975092409e+00	-8.408585782128429401e-05
1.812312491791288060e+00	-6.835710184744110793e-05
1.828419382607483268e+00	-8.819509889742966594e-05
1.844526273423678919e+00	-1.007088710946967399e-04
1.860633164239874127e+00	-1.075203439951883462e-04
1.876740055056069778e+00	-4.135894922338962759e-05
1.892846945872264985e+00	-6.155294279588046464e-05
1.908953836688460193e+00	-1.009062273351195733e-04
1.925060727504655844e+00	-1.133651676943389072e-04
1.941167618320851052e+00	-1.256304268067534070e-04
1.957274509137046703e+00	-1.865828455313850030e-04
1.973381399953241910e+00	-9.885707097416867304e-05
1.989488290769437562e+00	-8.690524124442444340e-05
2.005595181585632769e+00	-1.173559079985709615e-04
2.021702072401828421e+00	-1.142720572636279550e-04
2.037808963218023628e+00	-9.099327149451668859e-05
2.053915854034219279e+00	-7.171553098027821970e-05
2.070022744850414487e+00	-9.220798850827396757e-05
2.086129635666610138e+00	-1.160416477195838153e-04
2.102236526482805345e+00	-1.204889628203744290e-04
2.118343417299000553e+00	-1.226454691020343192e-04
2.134450308115196204e+00	-1.254193369143092630e-04
2.150557198931391412e+00	-9.890659977204556419e-05
2.166664089747587063e+00	-9.310072033418150374e-05
2.182770980563782270e+00	-8.493491890270214956e-05
2.198877871379977922e+00	-7.248649608019941762e-05
2.214984762196173129e+00	-9.421923583818299440e-05
2.231091653012368337e+00	-8.703849263022354974e-05
2.247198543828563988e+00	-8.913458493344359097e-05
2.263305434644759195e+00	-7.331622449038336883e-05
2.279412325460954847e+00	-7.185826867046294112e-05
2.295519216277150054e+00	-7.056818238128060260e-05
2.311626107093345706e+00	-7.890742522552157809e-05
2.327732997909540913e+00	-9.370987605213097792e-05
2.343839888725736564e+00	-1.233144439064919875e-04
2.359946779541931772e+00	-1.355276448142400398e-04
2.376053670358127423e+00	-1.564576280034853518e-04
2.392160561174322631e+00	-1.326504803475906410e-04
2.408267451990518282e+00	-8.196457395755048995e-05
2.424374342806713489e+00	-1.392901422456629783e-04
