	FileName	Porod_qMax	Porod_qMin	c0	c1	c4
0	214neu_10000_eV_Tif_510_Norm.dat	6.992165860334873	1.996949762316401	0.02873475120997528	0.004291386626227456	0.2587804528382543
1	214neu_7000_eV_Tif_384_Norm.dat	5.331604217514716	2.0041415644057814	0.032552740464555724	0.0016721341092219	0.10682767788280335
2	214neu_8004_eV_Tif_402_Norm.dat	6.096302346837033	2.001400482063151	0.029771193569925598	0.0027141488598140585	0.1505431787913173
3	214neu_8239_eV_Tif_420_Norm.dat	6.275284660881027	1.9937800001151547	0.029147641350449383	0.0029005832914883066	0.15605361738383972
4	214neu_8304_eV_Tif_438_Norm.dat	6.324792182231029	1.9927836053952475	0.02909592739483545	0.0029743887791325967	0.1586107150799609
5	214neu_8324_eV_Tif_456_Norm.dat	6.3400258073857225	1.9975833275954686	0.028987264621941632	0.00298274866406865	0.16012342884015354
6	214neu_8330_eV_Tif_474_Norm.dat	6.3445993373839835	1.9990243355102713	0.029399406748722663	0.00300764253181629	0.1609231473822121
7	214neu_8973_eV_Tif_492_Norm.dat	6.83436413346333	2.008749248147461	0.031288292173784316	0.0036324955093670107	0.21542292650170022
