# Example_ASAXS	Resonant
# q	I-Resonant
# nm-1	cm-1
1.534133308534822715e-01	5.540587734321823082e-02
1.701380323738068134e-01	1.210710828596370664e-01
1.868627338941313276e-01	1.936957276419863649e-01
2.035874354144558696e-01	1.948866843619651845e-01
2.203121369347804115e-01	2.362202354813140448e-01
2.370368384551049534e-01	1.619087323581012705e-01
2.537615399754294954e-01	1.235315966038768865e-01
2.704862414957540095e-01	1.160944196368711573e-01
2.872109430160785237e-01	8.065690097359021205e-02
3.039356445364030934e-01	6.344495807427938394e-02
3.206603460567276631e-01	4.256971119916102414e-02
3.373850475770521218e-01	2.912172887986872946e-02
3.541097490973766915e-01	1.843373084412807186e-02
3.708344506177012612e-01	1.396293162450757373e-02
3.875591521380257198e-01	9.388043478516355442e-03
4.042838536583502895e-01	7.325630467956644430e-03
4.210085551786748592e-01	4.318974425283997852e-03
4.377332566989993179e-01	3.798087066861576943e-03
4.544579582193238876e-01	2.990032854153770823e-03
4.711826597396484573e-01	2.236450927662436087e-03
4.879073612599730270e-01	1.769521464830827286e-03
5.046320627802974856e-01	1.474288215893414938e-03
5.213567643006220553e-01	1.699668364620266154e-03
5.380814658209466250e-01	1.726880172145633550e-03
5.548061673412710837e-01	1.665699066001309755e-03
5.715308688615956534e-01	2.247566649631233242e-03
5.882555703819202231e-01	1.624796433670573593e-03
6.049802719022446817e-01	1.925744926835610063e-03
6.217049734225692514e-01	2.278555661674878767e-03
6.384296749428938211e-01	2.208559899082910682e-03
6.551543764632183908e-01	1.888536715467790386e-03
6.718790779835428495e-01	2.321057343605377292e-03
6.886037795038674192e-01	2.101336608389702421e-03
7.053284810241919889e-01	1.552210080172487404e-03
7.220531825445164475e-01	1.382448113832928207e-03
7.387778840648410172e-01	1.186375790060328504e-03
7.555025855851655869e-01	1.210334898154980486e-03
7.722272871054900456e-01	9.365907715581196433e-04
7.889519886258146153e-01	8.258228493158393732e-04
8.056766901461391850e-01	6.171688288189043203e-04
8.224013916664637547e-01	5.937488840917663291e-04
8.391260931867882134e-01	5.884240524446364591e-04
8.558507947071127830e-01	4.712084662038754502e-04
8.725754962274373527e-01	4.665385381793895735e-04
8.893001977477618114e-01	3.496138229921000621e-04
9.060248992680863811e-01	2.961431541573899921e-04
9.227496007884109508e-01	4.700194996848237514e-04
9.394743023087354095e-01	1.923446963926873042e-04
9.561990038290599792e-01	2.950157145022385503e-04
9.729237053493845488e-01	2.734626107201366583e-04
9.896484068697090075e-01	4.312592324048867025e-04
1.006373108390033577e+00	3.042329044393149830e-04
1.023097809910358036e+00	2.327047592664024088e-04
1.039822511430682495e+00	2.371565525573078289e-04
1.056547212951007175e+00	2.473179714055842170e-04
1.073271914471331634e+00	1.970675517443502833e-04
1.089996615991656093e+00	3.060399466392788753e-04
1.106721317511980773e+00	1.767966921721440701e-04
1.123446019032305232e+00	2.424850130909592995e-04
1.140170720552629913e+00	1.519314897385772533e-04
1.156895422072954371e+00	3.699267523709934909e-05
1.173620123593278830e+00	1.331552516803886422e-04
1.190344825113603289e+00	1.041184143552717684e-04
1.207069526633927969e+00	-4.756337987577671409e-05
1.223794228154252428e+00	8.496493782300541928e-05
1.240518929674576887e+00	8.854893014174363580e-05
1.257243631194901567e+00	1.525895619749796119e-04
1.273968332715226026e+00	1.000234397553779195e-04
1.290693034235550485e+00	1.893274421889863397e-04
1.307417735755875166e+00	8.112570370771278146e-05
1.324142437276199624e+00	2.943288669177042811e-05
1.340867138796524083e+00	8.103061335795782292e-05
1.357591840316848764e+00	1.126226074098055790e-04
1.374316541837173222e+00	1.371255252170791507e-04
1.391041243357497681e+00	1.227999703775427655e-04
1.407765944877822362e+00	7.134682895955661488e-05
1.424490646398146820e+00	-2.218953801846519172e-05
1.441215347918471279e+00	2.083351455435784744e-05
1.457940049438795960e+00	1.267613227658011110e-05
1.474664750959120418e+00	8.173960666056790259e-05
1.491389452479445099e+00	2.026083346407511266e-04
1.508114153999769558e+00	1.483073679601971983e-04
1.524838855520094016e+00	1.190493368361274495e-04
1.541563557040418697e+00	4.154775684226540725e-05
1.558288258560743156e+00	1.618778402729101665e-04
1.575012960081067614e+00	1.677751889486601836e-04
1.591737661601392295e+00	-1.502512825040944570e-05
1.608462363121716754e+00	6.407569830245970555e-05
1.625187064642041213e+00	1.432158838778558720e-05
1.641911766162365893e+00	-6.649813983539194766e-06
1.658636467682690352e+00	2.430147211490773178e-05
1.675361169203014811e+00	-5.001566988712810368e-05
1.692085870723339491e+00	7.154846437046646402e-05
1.708810572243663950e+00	1.327343413860911829e-04
1.725535273763988409e+00	2.977281148934372455e-05
1.742259975284313089e+00	7.628577618219717490e-05
1.758984676804637548e+00	2.654929736782203991e-05
1.775709378324962007e+00	6.610067116466278097e-05
1.792434079845286687e+00	1.846830668834320544e-04
1.809158781365611146e+00	1.630881148357978612e-04
1.825883482885935605e+00	1.010358340982538150e-04
1.842608184406260285e+00	6.340256242176034169e-05
1.859332885926584744e+00	-2.456255267267658826e-05
1.876057587446909203e+00	9.197847902107171613e-05
1.892782288967233884e+00	8.016029328437586192e-05
1.909506990487558342e+00	-1.851609851829145935e-05
1.926231692007882801e+00	1.871748739657058634e-05
1.942956393528207482e+00	9.324654012445023293e-05
1.959681095048531940e+00	5.881625676565430523e-05
1.976405796568856399e+00	8.881197846780779519e-05
1.993130498089181080e+00	1.773161974552579288e-05
2.009855199609505760e+00	-7.413456169483591241e-05
2.026579901129830219e+00	-5.521119297392505131e-05
2.043304602650154678e+00	-2.428998194140535776e-05
2.060029304170479136e+00	8.692600720133180335e-05
2.076754005690804039e+00	7.961766114634499434e-05
2.093478707211128498e+00	3.063574068406192680e-06
2.110203408731452956e+00	3.544742029589863089e-05
2.126928110251777415e+00	-1.084163638717366765e-05
2.143652811772101874e+00	-3.448189398400951846e-05
2.160377513292426777e+00	-3.036632438814608530e-05
2.177102214812751235e+00	2.539555820051458564e-05
2.193826916333075694e+00	4.695665662621183417e-05
2.210551617853400153e+00	-2.330166419159424384e-05
2.227276319373724611e+00	-6.091900570952523677e-05
2.244001020894049070e+00	3.609164567888016470e-05
2.260725722414373973e+00	1.221858057183931238e-04
2.277450423934698431e+00	8.748335248398103831e-05
2.294175125455022890e+00	-5.049719460887542281e-05
2.310899826975347349e+00	4.621735445809188744e-05
2.327624528495671807e+00	3.111346620955475497e-06
2.344349230015996710e+00	-2.952037515621843664e-05
2.361073931536321169e+00	1.171373058883741973e-05
2.377798633056645627e+00	2.896162389856732648e-05
2.394523334576970086e+00	4.690865224426539861e-05
2.411248036097294545e+00	1.175650291875792911e-05
2.427972737617619003e+00	-2.195801097323648183e-05
2.444697439137943906e+00	5.180620671523195948e-05
2.461422140658268365e+00	9.272026601067369351e-06
2.478146842178592824e+00	3.490643459119956252e-05
2.494871543698917282e+00	9.608055205603384337e-06
2.511596245219241741e+00	6.888581053090785523e-05
2.528320946739566200e+00	7.783907519895136610e-05
2.545045648259891102e+00	-2.913742609276560947e-05
2.561770349780215561e+00	-3.784431175477777403e-05
2.578495051300540020e+00	-2.797182207442488425e-05
2.595219752820864478e+00	4.156131264483997313e-05
2.611944454341188937e+00	9.121953370146291520e-05
2.628669155861513396e+00	5.126312563530843140e-05
2.645393857381838298e+00	-7.243958182255037960e-06
2.662118558902162757e+00	-5.899708912310912506e-05
