# q in nm-1,I,poisson_error
1.289159550736672655e-01,2.326272187500000000e+05,1.177245064001828325e+02
1.430153771324736700e-01,2.183483125000000000e+05,6.184418191385152852e+01
1.571147991912800745e-01,2.014220625000000000e+05,4.566494775988407895e+01
1.712142212500865068e-01,1.835662031250000000e+05,3.682856336246562279e+01
1.853136433088929114e-01,1.641883125000000000e+05,3.007700330040018244e+01
1.994130653676993159e-01,1.463266406250000000e+05,2.492729078102107110e+01
2.135124874265057482e-01,1.297588828125000000e+05,2.102552502255056766e+01
2.276119094853121527e-01,1.132459375000000000e+05,1.961585821248030470e+01
2.417113315441185573e-01,9.852426562500000000e+04,1.806694880780801427e+01
2.558107536029249340e-01,8.435950000000000000e+04,1.650655467289526612e+01
2.699101756617313663e-01,7.167337500000000000e+04,1.510812762561045197e+01
2.840095977205377986e-01,6.038623437500000000e+04,1.344365541506664741e+01
2.981090197793442309e-01,5.039501953125000000e+04,1.156037774504214255e+01
3.122084418381506077e-01,4.160859765625000000e+04,1.009878750277282933e+01
3.263078638969570400e-01,3.382564062500000000e+04,8.812662161604270850e+00
3.404072859557634168e-01,2.709939062500000000e+04,7.635402029146558966e+00
3.545067080145698490e-01,2.148842187500000000e+04,6.607224581716372391e+00
3.686061300733762813e-01,1.681075976562500000e+04,5.710188975862297234e+00
3.827055521321826581e-01,1.296466308593750000e+04,4.904881412354844983e+00
3.968049741909890904e-01,9.900164062500000000e+03,4.199376663961044365e+00
4.109043962497954672e-01,7.465063476562500000e+03,3.576881640419415476e+00
4.250038183086018995e-01,5.621646972656250000e+03,3.037075116317126788e+00
4.391032403674083318e-01,4.241802734375000000e+03,2.583528438755744450e+00
4.532026624262147085e-01,3.241688476562500000e+03,2.220067377452281221e+00
4.673020844850211408e-01,2.542842773437500000e+03,1.933839015729037270e+00
4.814015065438275731e-01,2.083275634765625000e+03,1.768006284614851431e+00
4.955009286026339499e-01,1.799955200195312500e+03,1.658453928808946598e+00
5.096003506614403822e-01,1.630144653320312500e+03,1.579009366244987334e+00
5.236997727202468145e-01,1.547629272460937500e+03,1.534235614079888288e+00
5.377991947790532468e-01,1.514547973632812500e+03,1.505596602334918988e+00
5.518986168378596791e-01,1.503714477539062500e+03,1.485293242661362756e+00
5.659980388966660003e-01,1.496050415039062500e+03,1.472548283209044628e+00
5.800974609554724326e-01,1.488054931640625000e+03,1.460524624922125314e+00
5.941968830142788649e-01,1.465093627929687500e+03,1.441178399913582098e+00
6.082963050730851862e-01,1.424743530273437500e+03,1.385488943579783916e+00
6.223957271318916185e-01,1.375747924804687500e+03,1.316464986241408619e+00
6.364951491906980507e-01,1.309432983398437500e+03,1.257510556655788703e+00
6.505945712495044830e-01,1.233417236328125000e+03,1.200688269023581833e+00
6.646939933083109153e-01,1.150141357421875000e+03,1.146396154068121120e+00
6.787934153671173476e-01,1.062716796875000000e+03,1.087264830245345593e+00
6.928928374259236689e-01,9.719334716796875000e+02,1.025421652699018527e+00
7.069922594847301012e-01,8.883385620117187500e+02,9.673730295371389953e-01
7.210916815435365335e-01,8.101857910156250000e+02,9.123106230117719040e-01
7.351911036023429658e-01,7.359536132812500000e+02,8.590156265665346291e-01
7.492905256611493980e-01,6.709909057617187500e+02,8.105375377730613673e-01
7.633899477199558303e-01,6.131983642578125000e+02,7.661242305995779045e-01
7.774893697787621516e-01,5.644788818359375000e+02,7.268334415067319032e-01
7.915887918375685839e-01,5.215794067382812500e+02,6.912619223263670731e-01
8.056882138963750162e-01,4.867502746582031250e+02,6.609497142685401005e-01
8.197876359551814485e-01,4.578256835937500000e+02,6.344734643646433581e-01
8.338870580139878808e-01,4.320523986816406250e+02,6.102917038912294423e-01
8.479864800727942020e-01,4.118569335937500000e+02,5.900386581690520993e-01
8.620859021316006343e-01,3.938006896972656250e+02,5.712713005318550419e-01
8.761853241904070666e-01,3.796402893066406250e+02,5.559497287279928646e-01
8.902847462492134989e-01,3.672368774414062500e+02,5.418501110985181057e-01
9.043841683080199312e-01,3.535910949707031250e+02,5.268731875455721081e-01
9.184835903668263635e-01,3.439201049804687500e+02,5.152323498526401035e-01
9.325830124256326847e-01,3.336190490722656250e+02,5.031245272740704211e-01
9.466824344844391170e-01,3.238408203125000000e+02,4.915255490686225026e-01
9.607818565432455493e-01,3.139429016113281250e+02,4.799810312427642001e-01
9.748812786020519816e-01,3.049365539550781250e+02,4.692832788974647951e-01
9.889807006608584139e-01,2.965360717773437500e+02,4.594293165465571094e-01
1.003080122719664846e+00,2.878965759277343750e+02,4.497447017375670320e-01
1.017179544778471278e+00,2.799256286621093750e+02,4.491689125539232164e-01
1.031278966837277711e+00,2.728059692382812500e+02,4.464360747500396576e-01
1.045378388896084143e+00,2.662112731933593750e+02,4.405282287708081612e-01
1.059477810954890575e+00,2.593799743652343750e+02,4.345356723338228977e-01
1.073577233013696786e+00,2.527718200683593750e+02,4.287819416531354344e-01
1.087676655072503218e+00,2.473600158691406250e+02,4.237469730343110252e-01
1.101776077131309650e+00,2.418475494384765625e+02,4.184471399589847485e-01
1.115875499190116082e+00,2.367400817871093750e+02,4.133849727288981812e-01
1.129974921248922293e+00,2.327852630615234375e+02,4.092380249355103139e-01
1.144074343307728725e+00,2.290803985595703125e+02,3.976979530333150659e-01
1.158173765366535157e+00,2.251316223144531250e+02,3.866231629886416332e-01
1.172273187425341590e+00,2.218492126464843750e+02,3.802945368445336816e-01
1.186372609484148022e+00,2.190539093017578125e+02,3.754002507384050502e-01
1.200472031542954454e+00,2.147398529052734375e+02,3.695871085010263846e-01
1.214571453601760886e+00,2.119976806640625000e+02,3.652681958548764651e-01
1.228670875660567319e+00,2.095133819580078125e+02,3.613901140624342645e-01
1.242770297719373751e+00,2.058727722167968750e+02,3.564842099227197858e-01
1.256869719778180183e+00,2.039088287353515625e+02,3.530735421590138201e-01
1.270969141836986616e+00,2.015492248535156250e+02,3.494170210490369355e-01
1.285068563895793048e+00,1.990583343505859375e+02,3.457597164856204830e-01
1.299167985954599480e+00,1.972483062744140625e+02,3.426601256598721390e-01
1.313267408013405912e+00,1.950764617919921875e+02,3.392502199011937503e-01
1.327366830072212345e+00,1.922815399169921875e+02,3.354340583921195384e-01
1.341466252131018777e+00,1.911911773681640625e+02,3.330278482395803707e-01
1.355565674189825209e+00,1.889168243408203125e+02,3.291913373235808016e-01
1.369665096248631642e+00,1.877084655761718750e+02,3.258985551078992793e-01
1.383764518307438074e+00,1.862033538818359375e+02,3.215874152528792052e-01
1.397863940366244506e+00,1.844511260986328125e+02,3.167332642446277213e-01
1.411963362425050494e+00,1.828016357421875000e+02,3.121823307081659782e-01
1.426062784483856927e+00,1.814475555419921875e+02,3.082963428987656740e-01
1.440162206542663359e+00,1.801736907958984375e+02,3.045804171178412290e-01
1.454261628601469791e+00,1.785095520019531250e+02,3.007128501058279890e-01
1.468361050660276224e+00,1.774368133544921875e+02,2.971511939210673692e-01
1.482460472719082656e+00,1.767340545654296875e+02,2.940485680164389160e-01
1.496559894777889088e+00,1.745622406005859375e+02,2.899024764234925944e-01
1.510659316836695520e+00,1.738453826904296875e+02,2.871783171007082913e-01
1.524758738895501953e+00,1.724920501708984375e+02,2.843232536775619490e-01
1.538858160954308385e+00,1.712118072509765625e+02,2.817561668851866208e-01
1.552957583013114817e+00,1.707963714599609375e+02,2.799508785971692171e-01
1.567057005071921250e+00,1.690843200683593750e+02,2.771827111331658933e-01
1.581156427130727682e+00,1.680926971435546875e+02,2.748824685959596614e-01
1.595255849189534114e+00,1.672868194580078125e+02,2.728211457045484067e-01
1.609355271248340546e+00,1.658816223144531250e+02,2.703198565081488258e-01
1.623454693307146979e+00,1.659009246826171875e+02,2.690476221700148773e-01
1.637554115365953411e+00,1.652045898437500000e+02,2.671568586829665137e-01
1.651653537424759843e+00,1.646207275390625000e+02,2.653701515424936597e-01
1.665752959483566276e+00,1.637122192382812500e+02,2.633597943678283593e-01
1.679852381542372708e+00,1.626698455810546875e+02,2.613011259506116124e-01
1.693951803601179140e+00,1.621718902587890625e+02,2.596762981943251947e-01
1.708051225659985572e+00,1.617530364990234375e+02,2.581735208867595444e-01
1.722150647718791561e+00,1.611195831298828125e+02,2.564776077904625251e-01
1.736250069777597993e+00,1.609936828613281250e+02,2.552632670621686750e-01
1.750349491836404425e+00,1.602946472167968750e+02,2.535332544210207595e-01
1.764448913895210858e+00,1.601399841308593750e+02,2.523363236874368587e-01
1.778548335954017290e+00,1.595574798583984375e+02,2.507347611019995481e-01
1.792647758012823722e+00,1.588904724121093750e+02,2.491455097075267466e-01
1.806747180071630154e+00,1.585431060791015625e+02,2.477748529366265717e-01
1.820846602130436587e+00,1.574326477050781250e+02,2.458798984645104158e-01
1.834946024189243019e+00,1.574336090087890625e+02,2.448549805895111897e-01
1.849045446248049451e+00,1.568228302001953125e+02,2.433623028018394585e-01
1.863144868306855884e+00,1.565691375732421875e+02,2.421341978774070036e-01
1.877244290365662316e+00,1.558660736083984375e+02,2.405434757679882074e-01
1.891343712424468748e+00,1.552454376220703125e+02,2.391176381545830343e-01
1.905443134483275180e+00,1.547911834716796875e+02,2.377777330665813427e-01
1.919542556542081613e+00,1.544641723632812500e+02,2.365926357410373659e-01
1.933641978600888045e+00,1.542919921875000000e+02,2.354986998096744166e-01
1.947741400659694477e+00,1.535727539062500000e+02,2.340372810792471225e-01
1.961840822718500910e+00,1.534556427001953125e+02,2.330332922362433890e-01
1.975940244777307342e+00,1.529027252197265625e+02,2.316893462365116896e-01
1.990039666836113774e+00,1.526730957031250000e+02,2.306260995761355570e-01
2.004139088894920206e+00,1.520561981201171875e+02,2.292825234771659615e-01
2.018238510953726195e+00,1.522724456787109375e+02,2.282824083151904770e-01
2.032337933012532627e+00,1.517912445068359375e+02,2.268599926537280820e-01
2.046437355071339059e+00,1.511026458740234375e+02,2.254796081580367761e-01
2.060536777130145492e+00,1.506944122314453125e+02,2.243346557514436512e-01
2.074636199188951924e+00,1.502313079833984375e+02,2.231666527025071844e-01
2.088735621247758356e+00,1.502535858154296875e+02,2.240789374096529285e-01
2.102835043306564788e+00,1.496748809814453125e+02,2.256614331392635675e-01
2.116934465365371221e+00,1.496686859130859375e+02,2.264227397906500572e-01
2.131033887424177653e+00,1.497497253417968750e+02,2.270419845770559608e-01
2.145133309482984085e+00,1.492099609375000000e+02,2.270357726552785227e-01
2.159232731541790518e+00,1.490700836181640625e+02,2.272302305264610189e-01
2.173332153600596950e+00,1.489568786621093750e+02,2.272800528291398225e-01
2.187431575659403382e+00,1.487061920166015625e+02,2.272267623910656509e-01
2.201530997718209814e+00,1.483087463378906250e+02,2.269568399665860547e-01
2.215630419777016247e+00,1.477623138427734375e+02,2.251404900580551705e-01
2.229729841835822679e+00,1.479655914306640625e+02,2.220737427520441398e-01
2.243829263894629111e+00,1.472575531005859375e+02,2.198247509472796291e-01
2.257928685953435544e+00,1.470883331298828125e+02,2.181639149632052799e-01
2.272028108012241976e+00,1.469888610839843750e+02,2.167976743006375384e-01
2.286127530071048408e+00,1.465808105468750000e+02,2.153367343890297825e-01
2.300226952129854840e+00,1.466906890869140625e+02,2.143232672396760963e-01
2.314326374188661273e+00,1.467772216796875000e+02,2.133338750811194784e-01
2.328425796247467705e+00,1.464169158935546875e+02,2.121190870391812811e-01
2.342525218306274137e+00,1.463406219482421875e+02,2.111139628573152904e-01
2.356624640365080570e+00,1.458171539306640625e+02,2.098562751117081793e-01
2.370724062423887002e+00,1.457101593017578125e+02,2.089451608817972372e-01
2.384823484482692990e+00,1.457482910156250000e+02,2.081241309625977975e-01
2.398922906541499422e+00,1.399057006835937500e+03,6.422159232247438565e-01
2.413022328600305855e+00,1.451575775146484375e+02,2.060389494236156693e-01
2.427121750659112287e+00,1.447318267822265625e+02,2.049615296261689534e-01
2.441221172717918719e+00,1.447007751464843750e+02,2.041873571990783787e-01
2.455320594776725152e+00,1.449066009521484375e+02,2.035841628100213963e-01
2.469420016835531584e+00,1.447821807861328125e+02,2.027580419348958551e-01
2.483519438894338016e+00,1.446804809570312500e+02,2.019745466413078172e-01
2.497618860953144448e+00,1.445352783203125000e+02,2.011449969606204924e-01
2.511718283011950881e+00,1.443226928710937500e+02,2.003042274507989828e-01
2.525817705070757313e+00,1.441794891357421875e+02,1.995197856147170878e-01
2.539917127129563745e+00,1.441148071289062500e+02,1.988031012627011485e-01
2.554016549188370178e+00,1.440982055664062500e+02,1.981020711799610090e-01
2.568115971247176610e+00,1.439510345458984375e+02,1.973748482409782568e-01
2.582215393305983042e+00,1.437698822021484375e+02,1.965720071445784811e-01
2.596314815364789474e+00,1.440310821533203125e+02,1.961423655783566533e-01
2.610414237423595907e+00,1.438974914550781250e+02,1.954088718813228043e-01
2.624513659482402339e+00,1.437514953613281250e+02,1.970797404486495374e-01
2.638613081541208771e+00,1.434841156005859375e+02,1.979015650211057853e-01
2.652712503600015204e+00,1.435175323486328125e+02,1.985814609838320310e-01
2.666811925658821636e+00,1.433719635009765625e+02,1.989287462846839327e-01
2.680911347717628068e+00,1.430612640380859375e+02,1.990476369283775415e-01
2.695010769776434056e+00,1.427292175292968750e+02,1.990360931763443253e-01
2.709110191835240489e+00,1.429428710937500000e+02,1.993206263944201917e-01
2.723209613894046921e+00,1.427938385009765625e+02,1.993031035566210918e-01
2.737309035952853353e+00,1.427529907226562500e+02,1.993342694399217463e-01
2.751408458011659786e+00,1.424192657470703125e+02,1.970015200227247243e-01
2.765507880070466218e+00,1.426840057373046875e+02,1.952555713284307437e-01
2.779607302129272650e+00,1.426809539794921875e+02,1.938794190993831656e-01
2.793706724188079082e+00,1.423094940185546875e+02,1.925218749311891631e-01
2.807806146246885515e+00,1.426356048583984375e+02,1.917808275615331404e-01
2.821905568305691947e+00,1.427040710449218750e+02,1.909471685576689393e-01
2.836004990364498379e+00,1.422327270507812500e+02,1.898133493149362916e-01
2.850104412423304812e+00,1.423492736816406250e+02,1.891245130552045295e-01
2.864203834482111244e+00,1.421065673828125000e+02,1.882460342667716391e-01
2.878303256540917676e+00,1.421608581542968750e+02,1.875806266623031571e-01
2.892402678599724108e+00,1.420318603515625000e+02,1.868093779941148724e-01
2.906502100658530541e+00,1.419865875244140625e+02,1.861463935293308503e-01
2.920601522717336973e+00,1.425080566406250000e+02,1.858526535953376191e-01
2.934700944776143405e+00,1.423769531250000000e+02,1.851435389114882701e-01
2.948800366834949838e+00,1.419505767822265625e+02,1.842827279978750676e-01
