q	I	I err	
nm\+(-1)	cm\+(-1)	cm\+(-1)	
	GC-K 54mu-d		
0.16654064	14.7944885373329	2.27760235606231
0.18504515	13.0078422104775	0.193727455174552
0.20354966	11.1971072715281	0.113428893706956
0.22205418	9.72130360039769	0.0933358434902758
0.2405587	8.53780110075251	0.0810016522053263
0.25906322	7.68233456720038	0.0726277693184867
0.27756774	7.07493786673834	0.0668418578850389
0.29607226	6.61382291248089	0.0622049708232879
0.31457677	6.25020297560234	0.0586251585228563
0.33308128	5.95188642638745	0.0557778724219037
0.35158579	5.70567481998119	0.0534546759782661
0.3700903	5.49223247280552	0.0514463273462612
0.38859482	5.32068197210374	0.0498199573040626
0.40709933	5.17217505620523	0.0483973137566887
0.42560384	5.04089116508712	0.0471680062849064
0.44410835	4.9274380967285	0.0460948914091546
0.4626129	4.82572240687815	0.0451333624821681
0.48111741	4.73125406275877	0.0442428767879438
0.49962192	4.64410667851853	0.0434244344044425
0.51812643	4.56508839495174	0.0426788145974637
0.53663094	4.49015226064528	0.0419750636019296
0.55513549	4.42147066015095	0.0413325077335516
0.57364	4.3548160083647	0.0407053721197138
0.59214451	4.29217246581056	0.0401198441222334
0.61064902	4.23044234184973	0.0395408621832284
0.62915354	4.17393754371076	0.0390123209560177
0.64765805	4.11861179539514	0.0384938136210128
0.66616256	4.06508802663783	0.0379913970652428
0.68466707	4.01394008130125	0.0375134547416516
0.70317158	3.96455869971131	0.0370510746315471
0.7216761	3.91521276894885	0.0365849826809458
0.74018061	3.86593895098139	0.036119586065467
0.75868512	3.81534271008656	0.0356444342608782
0.77718963	3.76627201659107	0.035191782121278
0.79569414	3.71852734025395	0.0347489195833934
0.81419866	3.67233673059789	0.0343146185093348
0.83270317	3.62905774280257	0.033907055146158
0.85120768	3.58571458828188	0.0335022196783807
0.86971219	3.54290583784912	0.033103881030154
0.8882167	3.50089447376535	0.03271044425533
0.90672128	3.4602035809633	0.0323310148985647
0.92522579	3.41963576004951	0.031946956511547
0.9437303	3.38487299797215	0.0316235171524892
0.96223482	3.34992581197603	0.0312988267897334
0.98073933	3.31482597210759	0.0309708773817447
0.99924384	3.2786550156339	0.0306336528987428
1.0177484	3.24268643867183	0.0302968089912495
1.0362529	3.20556279208422	0.0299486547089827
1.0547574	3.16667812724472	0.0295852180544921
1.0732619	3.12860792653536	0.029231124556289
1.0917664	3.09375709765397	0.0289040334460891
1.110271	3.05789538933116	0.0285675489760254
1.1287754	3.02382464574007	0.0282498301299357
1.14728	2.99029801539301	0.0279361347702787
1.1657844	2.95772938326763	0.0276325635878996
1.184289	2.92569457067766	0.027331463400969
1.2027935	2.89622251884684	0.0270564937732343
1.221298	2.86961041171132	0.026808771440474
1.2398025	2.84030454243685	0.0265356241796124
1.2583071	2.81226119973831	0.0262723090322375
1.2768115	2.78439235938873	0.0260106825771442
1.2953161	2.75706481446718	0.0257554693637923
1.3138205	2.72909394553375	0.0254952550128179
1.3323251	2.70253591823292	0.0252462843649428
1.3508296	2.67559414124783	0.0249942711583374
1.3693341	2.64858367785706	0.0247426746234647
1.3878386	2.62232643067378	0.0244962816463141
1.4063432	2.59691088033626	0.0242569101697047
1.4248476	2.57014042837501	0.0240065394168034
1.4433522	2.54337641648914	0.0237558194887812
1.4618568	2.51831004902442	0.0235214326304276
1.4803612	2.49266439239887	0.0232817247039621
1.4988658	2.46678164111363	0.0230398778611657
1.5173702	2.44166771402982	0.0228049172172475
1.5358748	2.41709633368386	0.0225745454780667
1.5543793	2.39115941282292	0.0223315105919135
1.5728838	2.36604115541193	0.0220971537440336
1.5913883	2.34147661792896	0.0218675257317704
1.6098929	2.31584867551707	0.0216284786676693
1.6283973	2.29136552181718	0.0213991729570547
1.6469019	2.26676649744354	0.0211687811429814
1.6654063	2.24214300081676	0.0209392246282807
1.6839109	2.217174534783	0.020706112031554
1.7024154	2.19205791361336	0.0204711198377716
1.7209199	2.16857571248156	0.0202514772396555
1.7394244	2.14472289573943	0.0200285055100716
1.757929	2.12154982638158	0.0198119457202736
1.7764334	2.09699348600385	0.01958273319887
1.794938	2.07285982558451	0.0193575897670657
1.8134426	2.0490053871008	0.0191339099092869
1.831947	2.02531165321716	0.018912675884586
1.8504516	2.00157203688268	0.0186910736916925
1.868956	1.97842810775214	0.0184745432240228
1.8874606	1.95542271158948	0.0182598050103119
1.9059651	1.93189229361254	0.0180397622694759
1.9244696	1.90929979649591	0.0178285505313189
1.9429741	1.88627477577786	0.0176131566901719
1.9614787	1.86404372079293	0.0174060252178763
1.9799831	1.8420708982269	0.0172002150272794
1.9984877	1.81872715366219	0.0169822746839015
2.0169921	1.79605244139066	0.0167704955647148
2.0354967	1.77378586274191	0.0165624528872039
2.0540012	1.75231383561351	0.0163614935433685
2.0725057	1.73018954114482	0.016154794966803
2.0910102	1.70830635184078	0.0159502308823487
2.1095148	1.68701665847749	0.0157516480734587
2.1280192	1.66567814124787	0.0155522148764679
2.1465238	1.64410710544326	0.0153506778346486
2.1650284	1.62318168153153	0.0151551774485234
2.1835328	1.60211535096208	0.0149583793375886
2.2020372	1.58139030733412	0.0147651062230514
2.220542	1.56089695215929	0.0145735389740447
2.2390464	1.54116318313463	0.014389295495508
2.2575508	1.52063992897335	0.0141977283840775
2.2760553	1.49963382495191	0.0140016505697846
2.29456	1.47982519753701	0.0138164081143776
2.3130644	1.46082974538711	0.0136389858348331
2.3315689	1.44181676572616	0.0134616870133403
2.3500733	1.42249885031735	0.01328109355772
2.368578	1.40327314835149	0.0131015652388664
2.3870825	1.38416517024066	0.0129228175552516
2.4055869	1.36559123109151	0.0127495502541185
2.4240914	1.34745541653565	0.012580238646492
2.4425961	1.32920071848508	0.0124095326418557
2.4611005	1.31101537191737	0.0122396239371139
2.479605	1.29261787801052	0.0120680046145807
2.4981097	1.27529261750884	0.0119061981717456
2.5166141	1.25815744083532	0.011746214267389
2.5351186	1.2412935018522	0.0115885049611212
2.553623	1.22445285908547	0.0114310908625855
2.5721277	1.2077490616548	0.0112750527506038
2.5906322	1.1910176178558	0.0111190237743242
2.6091366	1.17437431191578	0.0109635102503157
2.6276411	1.15844843993243	0.010814824460179
2.6461458	1.14272986401658	0.0106679223043825
2.6646502	1.12714515227016	0.0105223933843819
2.6831547	1.11142926675831	0.010375725521289
2.7016591	1.09590872610731	0.0102307749259131
2.7201638	1.07997015999039	0.0100822834134347
2.7386683	1.06407537490112	0.00993415190198674
2.7571727	1.04916086844103	0.00979468836061836
2.7756772	1.03452030612511	0.00965811604000825
2.7941819	1.02014186534568	0.00952396779757242
2.8126863	1.00577814761656	0.00939001061287129
2.8311908	0.991471511875322	0.00925613409349141
2.8496952	0.977981253534484	0.00913028996117717
2.8681999	0.964085594916435	0.00900081999260515
2.8867044	0.950964080635402	0.00887800857911929
2.9052088	0.938404968892156	0.00876076760531041
2.9237135	0.925927690152495	0.00864403098815422
2.942218	0.913597721925037	0.00852888945388817
2.9607224	0.901904574869814	0.00841997644140524
2.9792269	0.889494614968581	0.00830382533248254
2.9977316	0.877149860818039	0.00818877161660262
3.016236	0.864621001569108	0.00807195317921092
3.0347405	0.852817449040199	0.00796178484047141
3.0532449	0.84102885835195	0.00785180064198336
3.0717496	0.829324350249012	0.00774262495061139
3.0902541	0.817856595826504	0.00763564603904872
3.1087585	0.806718232738023	0.00753141132724416
3.127263	0.795721038454165	0.00742877406485405
3.1457677	0.785255247262919	0.0073310466549547
3.1642721	0.775101719112934	0.0072360795704114
3.1827766	0.765200862422809	0.00714370214617856
3.201281	0.755351667429671	0.00705171968564581
3.2197857	0.745515292887342	0.00695991183631309
3.2382902	0.736040346984343	0.00687139165252446
3.2567946	0.726768974307355	0.006785036785391
3.2752993	0.717319471640584	0.00669662604742393
3.2938038	0.707851965155606	0.00660836824616746
3.3123082	0.698673892936568	0.0065225817203342
3.3308127	0.689570367841261	0.00643763662972095
3.3493174	0.680933230490169	0.00635705491883732
3.3678218	0.672160631763424	0.00627513423157367
3.3863263	0.663501687886659	0.00619426853800645
3.4048307	0.655171499625463	0.00611646011695852
3.4233354	0.646682572866147	0.0060373684483063
3.4418399	0.638526569594174	0.00596125083323144
3.4603443	0.630456496016138	0.00588589150509383
3.4788488	0.622482863640497	0.00581131315634211
3.4973535	0.614629096716121	0.00573812609478302
3.5158579	0.606987679910869	0.00566680497087984
3.5343624	0.599606611462734	0.00559782167871342
3.5528668	0.59215530609598	0.0055281374346972
3.5713715	0.584861058433767	0.00546021707511183
3.589876	0.577588884848312	0.00539240314587373
3.6083804	0.570566220298095	0.00532681889663171
3.6268851	0.563440041730671	0.00526029482533247
3.6453896	0.556796783036708	0.00519821569960198
3.663894	0.550004893695918	0.00513480821179085
3.6823985	0.543037331264712	0.00506981529748
3.7009032	0.536223666042762	0.00500602521116185
3.7194076	0.529710984734383	0.00494514460600854
3.7379121	0.523311688990383	0.00488559790522561
3.7564165	0.516868918018435	0.00482553234459764
3.7749212	0.510913366246488	0.00476972414845082
3.7934257	0.504854607971381	0.00471309189103065
3.8119301	0.498815028831214	0.00465677609563414
3.8304346	0.492866216289235	0.0046014533520171
3.8489393	0.487163289964981	0.00454834527181394
3.8674437	0.481510755027343	0.00449550675493064
3.8859482	0.475939600151362	0.00444342682353575
3.9044526	0.470757575617989	0.00439495893239751
3.9229573	0.465488310462834	0.00434578915998883
3.9414618	0.460144055995946	0.00429595461172012
3.9599662	0.455078870852686	0.00424853766884279
3.9784709	0.449979425338439	0.00420095513741812
3.9969754	0.44468165546306	0.00415137681147088
4.0154798	0.439540456670243	0.00410358714864558
4.0339843	0.43482354723674	0.00405955547620573
4.052489	0.430004109823688	0.00401443207467555
4.0709934	0.425317484452142	0.00397068982854225
4.0894979	0.420502837015829	0.00392586226262965
4.1080023	0.416002768307732	0.00388380914485249
4.126507	0.411509453786124	0.00384186993889582
4.1450115	0.407235570889183	0.00380203102915596
4.1635159	0.402773964355254	0.00376038130669534
4.1820204	0.398539696385314	0.0037208532375263
4.2005251	0.394273656666439	0.00368118363125098
4.2190295	0.390199166694866	0.00364317071281731
4.237534	0.386548639728357	0.00360916217341415
4.2560384	0.382764044498443	0.00357385801328548
4.2745431	0.378743901865584	0.00353622707922513
4.2930476	0.374963658027294	0.00350089403327975
4.311552	0.371063821804218	0.00346454502694439
4.3300567	0.367227898177133	0.00342876551778158
4.3485609	0.363656387626267	0.00339545857664412
4.3670656	0.360187400958318	0.0033630930822115
4.3855703	0.356495367557778	0.00332861067501319
4.4040745	0.352928185752026	0.00329535201365701
4.4225792	0.349518554298197	0.0032635559176602
4.4410839	0.346099249498279	0.0032316980418636
4.4595881	0.342597119925682	0.00319898534799432
4.4780928	0.33926850087609	0.00316790862195806
4.496597	0.336030269776695	0.00313771691061898
4.5151017	0.332765616518111	0.00310724138139878
4.5336064	0.329593476971369	0.00307766502105911
4.5521106	0.326528812592918	0.00304911498005877
4.5706153	0.32345457984383	0.00302046066566116
4.58912	0.320315326863065	0.00299115288788872
4.6076242	0.31732878363898	0.0029632643574192
4.6261289	0.314322891235934	0.00293520965826489
4.6446336	0.311388964736726	0.00290784254254849
4.6631378	0.30832478167677	0.00287920586562663
4.6816425	0.305365400278829	0.00285165486714921
4.7001467	0.302503636082773	0.00282508163002413
4.7186514	0.299697768270606	0.00279891595712878
4.7371561	0.297037369960453	0.00277421393507392
4.7556603	0.294067276280302	0.00274650489098525
4.774165	0.291393053375796	0.00272161639357135
4.7926697	0.288849118261928	0.00269789929183342
4.8111739	0.286043152162757	0.00267180379342622
4.8296786	0.283653534643195	0.0026496280269619
4.8481828	0.281491212673407	0.00262957251118236
4.8666875	0.279253085361983	0.00260868654821723
4.8851922	0.276963581369422	0.00258740682857786
4.9036964	0.274673919577355	0.00256604252364792
4.9222011	0.272183475542073	0.00254292337506731
4.9407058	0.269898081785734	0.00252156727120644
4.95921	0.267455994502069	0.00249899201468881
4.9777147	0.265083471163229	0.00247703801728567
4.9962194	0.262748182036575	0.00245536610051222
5.0147236	0.260334428146709	0.00243303972096335
5.0332283	0.258162169273169	0.00241278984415538
5.0517325	0.255900441318488	0.00239159129347247
5.0702372	0.253670066405024	0.00237111706070573
5.0887419	0.251420653004894	0.00235010010073089
5.1072461	0.248943133457899	0.00232719117991524
5.1257508	0.246365282747772	0.00230402266373758
5.1442555	0.244260711186567	0.00228491868266744
5.1627597	0.242316150023075	0.00226696913903607
5.1812644	0.240514840456789	0.00225015481204106
5.1997686	0.238521492443792	0.0022315758519964
5.2182733	0.23665549148196	0.00221448093783009
5.236778	0.234657796494391	0.00219622954177284
5.2552822	0.232770188591638	0.00217892064825415
5.2737869	0.231183937562431	0.0021641987753378
5.2922916	0.229564759623091	0.00214934304007498
5.3107958	0.227822364285167	0.00213312426219722
5.3293005	0.226317412442902	0.00211907063972041
5.3478052	0.224486290832393	0.00210235360242967
5.3663094	0.222730754670287	0.00208602255258902
5.3848141	0.220896063761287	0.00206905425476817
5.4033183	0.219387844514588	0.00205516454352337
5.421823	0.217689006373017	0.002039311090412
5.4403277	0.215994684804918	0.00202397223456351
5.4588319	0.214258300330134	0.00200825578992243
5.4773366	0.212856364475416	0.00199513872329655
5.4958413	0.211424032726979	0.00198169848388559
5.5143455	0.209821280468721	0.00196682295885346
5.5328502	0.208444547729391	0.00195371292646828
5.5513544	0.207032220407993	0.00194107108856723
5.5698591	0.205432782961529	0.00192646705582586
5.5883638	0.203805848387555	0.00191140142272924
5.606868	0.202321323824731	0.00189755796995102
5.6253727	0.201159085245361	0.00188698669193934
5.6438774	0.199830406643564	0.00187479549793096
5.6623816	0.198428919059668	0.00186219221664321
5.6808863	0.19705723477349	0.00184907576520462
5.6993905	0.195787588904328	0.00183780138594993
5.7178952	0.19459608137145	0.00182699823559789
5.7363999	0.193154644041679	0.001813799679494
5.7549041	0.191817780912197	0.00180166306638675
5.7734088	0.190448287039172	0.00178925479579743
5.7919135	0.189256129218484	0.00177798568525855
5.8104177	0.187970266201933	0.00176670206547925
5.8289224	0.186829354851155	0.00175685022139763
5.8474271	0.185457687039936	0.00174421567685437
5.8659313	0.184154345909868	0.001732339757025
5.884436	0.18304464365829	0.00172178794168776
5.9029402	0.181969104197423	0.00171243516838484
5.9214449	0.180678762945925	0.00170082549511356
5.9399496	0.179632909454353	0.00169220529401841
5.9584538	0.178367252582076	0.00168079565308586
5.9769585	0.177228854463041	0.00167053959696538
5.9954632	0.176019687367015	0.00165979219546941
6.0139674	0.175011737300563	0.00165092923171783
6.0324721	0.174064772171297	0.00164250695727101
6.0509763	0.17303016391737	0.00163324139183717
6.069481	0.17172452304021	0.00162142942776462
6.0879857	0.170681538746435	0.00161281981338848
6.1064899	0.169802043037568	0.00160462138910439
6.1249946	0.168951293811845	0.00159772370308036
6.1434993	0.167946405928235	0.00159027563653769
6.1620035	0.167090178122881	0.00158278148771428
6.1805082	0.166088900189661	0.0015741823513864
6.1990129	0.164940819597576	0.00156487931726021
6.2175171	0.163865294463713	0.00155665679811105
6.2360218	0.162945286412039	0.00154863859277747
6.254526	0.161952277218425	0.00154069010953775
6.2730307	0.160902553626036	0.00153279367987565
6.2915354	0.160242928802153	0.0015256712234988
6.3100396	0.159346552702505	0.00152052120903856
6.3285443	0.15872200195403	0.00151659274459972
6.347049	0.157665656177832	0.00150709520905991
6.3655532	0.156773925266286	0.00150182948415662
6.3840579	0.155759882147122	0.00149428336975744
6.402562	0.154700885317235	0.00148824024685892
6.4210668	0.154287888195907	0.00149117746547842
6.4395715	0.15355041989686	0.00148606350914227
6.4580756	0.152811151778853	0.00147864721410325
6.4765804	0.151983740719503	0.00147770413929222
6.4950851	0.151512084781618	0.00147504344678694
6.5135892	0.150687141431695	0.00147792601671325
6.532094	0.149688602599436	0.00147350672823649
6.5505987	0.149274270281062	0.00147754181397018
6.5691028	0.149026968622931	0.00147574164400909
6.5876076	0.148325734148564	0.0014816588117905
6.6061117	0.147312502852519	0.00149389406924454
6.6246164	0.146632753107515	0.00149778514837813
6.6431212	0.146376265068519	0.00150665636205202
6.6616253	0.144963117866373	0.00151787633453182
6.68013	0.145429435848291	0.00153057088074599
6.6986348	0.145526073368307	0.00153636748501704
6.7171389	0.14447768964816	0.00153398416213393
6.7356436	0.142813816743705	0.00155911417306936
6.7541478	0.142495206951777	0.00160498988211991
6.7726525	0.141898587678248	0.00165192162928551
