q	I	I err
nm\+(-1)	cm\+(-1)	cm\+(-1)
	GC-K 90mu new 2015	
0.16654064	10.9167822380156	1.7460556427835
0.18504515	9.55368482769226	0.146964620598081
0.20354966	8.2213951612054	0.0880230272160751
0.22205418	7.13991051876242	0.0731227115905294
0.2405587	6.26458011268244	0.0634689614685325
0.25906322	5.64605335685863	0.057050862926269
0.27756774	5.22282268114863	0.0526925481622282
0.29607226	4.89645434035083	0.0491392446104522
0.31457677	4.63545251295654	0.0464259893920132
0.33308128	4.4282988427006	0.0443278588126196
0.35158579	4.26138614177674	0.0426435620902509
0.3700903	4.11669773160751	0.0411997717674206
0.38859482	3.99317640147105	0.0399602154425409
0.40709933	3.89381828724016	0.0389440382073388
0.42560384	3.80838472868367	0.0380690349160428
0.44410835	3.73303045773572	0.0372965534870121
0.4626129	3.6638563434306	0.0365873684448954
0.48111741	3.6078045462902	0.0360070269174994
0.49962192	3.56213254847204	0.0355410745195844
0.51812643	3.52106860323	0.0351187075910477
0.53663094	3.48334541666195	0.0347286810578438
0.55513549	3.44841027194652	0.034375151080395
0.57364	3.41587248872875	0.0340423595040278
0.59214451	3.38525238587375	0.0337257398968316
0.61064902	3.36181496039989	0.033492527058186
0.62915354	3.33720782366726	0.0332441525148396
0.64765805	3.31236160870623	0.032994350188158
0.66616256	3.29111798236061	0.0327803356077271
0.68466707	3.27004136379131	0.0325667055021976
0.70317158	3.24947500879347	0.0323597950664207
0.7216761	3.23101401886652	0.032175992283167
0.74018061	3.21174895133552	0.031981459010902
0.75868512	3.19184443645437	0.0317809799132378
0.77718963	3.16781634436815	0.0315405932201741
0.79569414	3.14233261547195	0.0312832881165022
0.81419866	3.12136289320109	0.031070758258508
0.83270317	3.10023608815927	0.0308573638884061
0.85120768	3.08116727428931	0.0306674914694405
0.86971219	3.06343747398009	0.0304929731430696
0.8882167	3.0440309019435	0.0302967443426172
0.90672128	3.0276402229259	0.0301323818587982
0.92522579	3.01603025151994	0.0300135876362463
0.9437303	3.00250069215844	0.0298822296261892
0.96223482	2.98607006532107	0.02971913001778
0.98073933	2.97069051750613	0.0295664474526984
0.99924384	2.95603283880337	0.0294234931749062
1.0177484	2.9380405438376	0.0292460367849946
1.0362529	2.92047929685457	0.0290711031656489
1.0547574	2.90020833605629	0.0288685955595423
1.0732619	2.87763534763086	0.0286421063665708
1.0917664	2.85625083459129	0.0284276183120897
1.110271	2.8367478296946	0.0282311679647286
1.1287754	2.81774028083809	0.0280413790087082
1.14728	2.79943096152463	0.0278602849596769
1.1657844	2.7797720088907	0.0276631190250243
1.184289	2.76316538487806	0.027496183386681
1.2027935	2.74833204833097	0.0273476223531583
1.221298	2.73417693107377	0.0272083295284516
1.2398025	2.71744367672544	0.0270437201441061
1.2583071	2.70192231289048	0.026889553233663
1.2768115	2.68744706495488	0.026747529839491
1.2953161	2.67118606394444	0.0265867952068951
1.3138205	2.654202098137	0.0264192409407214
1.3323251	2.63853502375894	0.0262665794715211
1.3508296	2.62088722408023	0.0260929275638031
1.3693341	2.60502831760559	0.025935961190204
1.3878386	2.58850687808838	0.0257720409899901
1.4063432	2.57060948461231	0.0255943838364848
1.4248476	2.55337563671187	0.0254232731428765
1.4433522	2.53541215029352	0.0252436620149819
1.4618568	2.51615294234482	0.025050638439693
1.4803612	2.49891203750495	0.0248804699692216
1.4988658	2.48311866308824	0.024723117946029
1.5173702	2.46464780927002	0.0245386203414217
1.5358748	2.44767189803789	0.0243699468183109
1.5543793	2.42996701444752	0.0241929344245093
1.5728838	2.41334346903455	0.0240266143112422
1.5913883	2.39278299624152	0.0238212548894003
1.6098929	2.37259036389854	0.0236213936677274
1.6283973	2.35322781215043	0.0234268888506108
1.6469019	2.33374498834499	0.0232317239623579
1.6654063	2.3112776391426	0.0230070073061986
1.6839109	2.28938000954738	0.0227892020098098
1.7024154	2.26917764592317	0.0225876827595111
1.7209199	2.24708202957487	0.022367684391758
1.7394244	2.2247604552718	0.0221449212200898
1.757929	2.20170349562357	0.021915723235792
1.7764334	2.17921387972063	0.0216911449179641
1.794938	2.15884730893907	0.0214877370996523
1.8134426	2.13729399299563	0.0212736676099775
1.831947	2.11561617450888	0.0210578670788686
1.8504516	2.09252766404979	0.0208273561274164
1.868956	2.06950751068002	0.0205978830268816
1.8874606	2.04719060641294	0.0203746518938158
1.9059651	2.02425293225487	0.0201469008733
1.9244696	2.00314020272055	0.0199365306638332
1.9429741	1.98101789213829	0.019715504696861
1.9614787	1.95886312838323	0.0194954597837296
1.9799831	1.935923118905	0.0192665840983477
1.9984877	1.91298819178863	0.0190382299526026
2.0169921	1.891070930558	0.0188201374654772
2.0354967	1.86981277583215	0.0186080038216806
2.0540012	1.84739804365617	0.018384827105002
2.0725057	1.82553354157977	0.0181668702963824
2.0910102	1.80378651184918	0.0179509465267947
2.1095148	1.78227008676499	0.0177363877243857
2.1280192	1.76023316715044	0.0175168236129002
2.1465238	1.73780046939252	0.0172937014478958
2.1650284	1.71759847630226	0.0170920438008405
2.1835328	1.69579565561335	0.0168747378773547
2.2020372	1.6740492846794	0.0166581924474051
2.220542	1.65368712485779	0.0164556437809675
2.2390464	1.63302706324075	0.0162497449199299
2.2575508	1.61136634462259	0.016033770407526
2.2760553	1.59098082799612	0.0158309235045657
2.29456	1.5707680700274	0.0156296928154651
2.3130644	1.55086398705735	0.0154314963581801
2.3315689	1.53155490763827	0.0152395070838269
2.3500733	1.51091024714498	0.0150338457413874
2.368578	1.49099538502084	0.014835920048723
2.3870825	1.47140709512182	0.0146405430413979
2.4055869	1.45142957161198	0.0144417153708135
2.4240914	1.43193556712141	0.014247812766855
2.4425961	1.41291884011507	0.0140580770618216
2.4611005	1.39374190709907	0.0138671273610162
2.479605	1.37535075715954	0.0136842793380339
2.4981097	1.35696491239373	0.0135011748570611
2.5166141	1.33844229559064	0.0133171073870481
2.5351186	1.32046846386908	0.0131377797829678
2.553623	1.30223010458446	0.0129562938261139
2.5721277	1.28429432796216	0.0127777014732704
2.5906322	1.26746830133368	0.0126103492731982
2.6091366	1.24951982487763	0.0124315612579369
2.6276411	1.23264132609408	0.0122636059510293
2.6461458	1.21612200172433	0.0120992936171548
2.6646502	1.19899056892004	0.011928518797335
2.6831547	1.18237749728162	0.011763117072297
2.7016591	1.16496549066847	0.0115897217504871
2.7201638	1.14760172713096	0.0114168938016584
2.7386683	1.13011981839554	0.0112431994570595
2.7571727	1.11330884086732	0.0110758348560812
2.7756772	1.09676366627581	0.0109112938177678
2.7941819	1.08037751424288	0.0107483222141491
2.8126863	1.06425261701196	0.0105879157116851
2.8311908	1.0491138237348	0.0104371950174501
2.8496952	1.03375958676445	0.0102843584814147
2.8681999	1.01925924670814	0.0101398013130033
2.8867044	1.00605242320553	0.0100081669598929
2.9052088	0.992945692529488	0.00987767391021337
2.9237135	0.980587736276531	0.00975487046815835
2.942218	0.967333696633517	0.00962312149892032
2.9607224	0.954374917338855	0.00949420231791577
2.9792269	0.94137795644962	0.00936481644254809
2.9977316	0.9282537196867	0.00923430201942078
3.016236	0.914023838623988	0.00909287343955868
3.0347405	0.900200841903114	0.00895508602650553
3.0532449	0.886844609760759	0.00882231332735277
3.0717496	0.874645646347894	0.00870101140903738
3.0902541	0.862206731736905	0.00857742618356317
3.1087585	0.849942278680171	0.00845513825846552
3.127263	0.838046509995904	0.00833669045093143
3.1457677	0.826543808810556	0.00822213899088673
3.1642721	0.815776708901964	0.0081150182408418
3.1827766	0.805878711721566	0.00801659280967501
3.201281	0.795649670782219	0.00791494733614046
3.2197857	0.785260869569314	0.00781157784413576
3.2382902	0.775461871259497	0.0077140786745897
3.2567946	0.765442716899718	0.00761456477121318
3.2752993	0.755039954655675	0.00751108027354386
3.2938038	0.74564732405195	0.00741765708898844
3.3123082	0.735752941642935	0.00731923539653323
3.3308127	0.726276685168877	0.00722489316591358
3.3493174	0.716643771952341	0.00712905137251163
3.3678218	0.707618356993	0.0070392343984064
3.3863263	0.698418829314063	0.00694784432145296
3.4048307	0.689453345415079	0.00685856358236915
3.4233354	0.680255848578199	0.00676712457382428
3.4418399	0.671858645804922	0.00668361892901066
3.4603443	0.663165374303887	0.00659704999717105
3.4788488	0.654543803898366	0.00651124818189002
3.4973535	0.646186792058975	0.00642807085153373
3.5158579	0.638130951718307	0.00634800426088453
3.5343624	0.630153342004478	0.00626849054226537
3.5528668	0.622141607571395	0.00618890601258982
3.5713715	0.614349915520973	0.00611137687192363
3.589876	0.606796421406668	0.00603619518989165
3.6083804	0.599171827858874	0.00596040727996056
3.6268851	0.591544506457975	0.00588445993545926
3.6453896	0.584127308911966	0.00581056530509875
3.663894	0.576842914907711	0.00573814312829746
3.6823985	0.569456610996073	0.00566470680278192
3.7009032	0.562386986257335	0.00559427632440995
3.7194076	0.555375279310902	0.00552434518280708
3.7379121	0.54853476623614	0.00545637233287223
3.7564165	0.541917426318837	0.0053906531920413
3.7749212	0.535149983642087	0.00532313912753079
3.7934257	0.528663361955747	0.00525856452343418
3.8119301	0.52225646530499	0.00519490675507786
3.8304346	0.516373867125658	0.00513655775099758
3.8489393	0.510205914857219	0.00507511780161587
3.8674437	0.504053514349541	0.00501393335272818
3.8859482	0.497872025797096	0.00495236160489346
3.9044526	0.492034772436414	0.004894277930535
3.9229573	0.486081147015678	0.00483504299943382
3.9414618	0.480647221968012	0.00478099456789486
3.9599662	0.475055154014332	0.00472533707988861
3.9784709	0.469365179998332	0.00466874847463072
3.9969754	0.464035123826736	0.00461575255136207
4.0154798	0.458624512542161	0.00456188034666394
4.0339843	0.453100635167827	0.00450683949469926
4.052489	0.448049726479235	0.00445650898895469
4.0709934	0.443165680530702	0.00440801241035013
4.0894979	0.438137085670384	0.00435798952279871
4.1080023	0.433279777136775	0.00430965604798878
4.126507	0.428462967800108	0.00426175327652563
4.1450115	0.423519494904867	0.0042126566194076
4.1635159	0.418741017793331	0.00416518102696033
4.1820204	0.414239634277742	0.00412037284946549
4.2005251	0.409958116838557	0.00407779204908981
4.2190295	0.40582724889647	0.00403668160755302
4.237534	0.40199045152024	0.00399843868098366
4.2560384	0.397907774011584	0.00395787797676361
4.2745431	0.393694290887503	0.00391600585550691
4.2930476	0.389532542600591	0.00387457795983593
4.311552	0.385562730075483	0.00383510835937331
4.3300567	0.381546127264195	0.00379505334969264
4.3485609	0.377605873568018	0.00375592372398415
4.3670656	0.373683541318708	0.00371690742951651
4.3855703	0.369838602118108	0.00367867292758204
4.4040745	0.366199144075468	0.00364254523131516
4.4225792	0.36258649082947	0.00360660902327728
4.4410839	0.358870707689042	0.00356964305282015
4.4595881	0.355354369781685	0.003534661152313
4.4780928	0.351817724150038	0.00349949021934276
