q	I	I err
nm\+(-1)	cm\+(-1)	cm\+(-1)
	GC-K 90mu new 2015	
4.496597	0.348275365747081	0.00346417997848028
4.5151017	0.344796210697978	0.003429571831233
4.5336064	0.341273984454048	0.00339456720069918
4.5521106	0.33796352269785	0.0033616619297515
4.5706153	0.334697587316006	0.00332920823241572
4.58912	0.331344234268362	0.00329587600490774
4.6076242	0.328078952968431	0.00326336658791557
4.6261289	0.325007443482412	0.00323284161145851
4.6446336	0.321742774434018	0.00320031566782618
4.6631378	0.318635670740147	0.00316950300811172
4.6816425	0.315154141463303	0.00313501439275624
4.7001467	0.312033752525289	0.00310395589306369
4.7186514	0.308859032862501	0.00307241567315865
4.7371561	0.305826359087367	0.00304232314341869
4.7556603	0.302838902020956	0.00301262540178653
4.774165	0.299837531966272	0.0029828362922777
4.7926697	0.296967872463579	0.00295426676001599
4.8111739	0.294177510771778	0.00292664109128147
4.8296786	0.291637493113042	0.00290135645550973
4.8481828	0.289356732767661	0.00287856990710813
4.8666875	0.286948637433468	0.00285471033297687
4.8851922	0.284474621291904	0.00283007188774256
4.9036964	0.281981726825639	0.00280535423657303
4.9222011	0.279485070081167	0.0027805083560754
4.9407058	0.27685819382106	0.00275440278298524
4.95921	0.274075604780311	0.0027268593094812
4.9777147	0.271386109213862	0.00270016501197106
4.9962194	0.268900539620073	0.00267547593084356
5.0147236	0.266410755813719	0.00265071258610123
5.0332283	0.263872323017024	0.00262558239692873
5.0517325	0.26148486278399	0.0026019103378315
5.0702372	0.258968575931374	0.0025769469506403
5.0887419	0.256638438783497	0.00255397690656944
5.1072461	0.254014317594331	0.00252830668340507
5.1257508	0.251701114112052	0.00250554526527134
5.1442555	0.249530410152038	0.00248399921843479
5.1627597	0.247307439916471	0.00246198053294939
5.1812644	0.245307845470045	0.00244232938234729
5.1997686	0.243342601340832	0.00242291886036866
5.2182733	0.241116433289696	0.00240091667471662
5.236778	0.239005338501437	0.00237999402134474
5.2552822	0.237065081211694	0.00236087665819053
5.2737869	0.235205979937716	0.00234236035484579
5.2922916	0.233305558479121	0.00232342768478214
5.3107958	0.231589879022824	0.00230640283031799
5.3293005	0.229596582556972	0.00228679430877229
5.3478052	0.227651645694675	0.00226745120611509
5.3663094	0.225998921467703	0.00225100812942906
5.3848141	0.224179959646493	0.00223322911362276
5.4033183	0.222482810362886	0.00221638955467528
5.421823	0.220526899588165	0.00219690612904443
5.4403277	0.218769739302374	0.00217970523519139
5.4588319	0.217298437119969	0.00216518454484205
5.4773366	0.215454173683602	0.00214675272050583
5.4958413	0.213958094059225	0.00213206955083204
5.5143455	0.212289659658269	0.00211528381412162
5.5328502	0.210728810802804	0.00210003628514023
5.5513544	0.209161379814048	0.00208446306469204
5.5698591	0.207418558312615	0.00206720046373373
5.5883638	0.205938634720261	0.00205262767503318
5.606868	0.204293115202318	0.00203637988751738
5.6253727	0.202764139832984	0.00202137784302533
5.6438774	0.201342248399919	0.0020073403497378
5.6623816	0.200003124980926	0.00199432470837407
5.6808863	0.198441446507652	0.00197865570335956
5.6993905	0.19677169091741	0.00196247160910329
5.7178952	0.195396822461586	0.00194842228464111
5.7363999	0.194043347440231	0.00193505486429684
5.7549041	0.192706784829003	0.00192174622174474
5.7734088	0.191271749482197	0.00190773962441379
5.7919135	0.18988219381928	0.00189429562554825
5.8104177	0.188521834108069	0.00188097290202772
5.8289224	0.187381404836055	0.00186977286924407
5.8474271	0.186062094430903	0.00185669954538493
5.8659313	0.184707995866207	0.00184348472405563
5.884436	0.183698420819046	0.00183370857790538
5.9029402	0.182418354686	0.00182101480713871
5.9214449	0.180978112483986	0.0018073348728879
5.9399496	0.179522241113092	0.00179320073670298
5.9584538	0.178398741027154	0.00178201613131334
5.9769585	0.177394970479382	0.00177233537901918
5.9954632	0.17608035552861	0.0017600398901345
6.0139674	0.174923736039041	0.00174825876239303
6.0324721	0.173778217386403	0.00173755112410517
6.0509763	0.172660545794208	0.00172673010390519
6.069481	0.171348073626094	0.00171425461580456
6.0879857	0.170246966297473	0.00170395264201124
6.1064899	0.169089803600857	0.00169242640959982
6.1249946	0.168207389934483	0.00168371246475351
6.1434993	0.167150991647997	0.00167360775534827
6.1620035	0.166044550195317	0.00166310327466341
6.1805082	0.165116712288137	0.00165423940068123
6.1990129	0.164128709667161	0.00164498261090797
6.2175171	0.162903000856368	0.00163366107126423
6.2360218	0.161804291334745	0.00162425814823063
6.254526	0.161098686502765	0.00161715928830553
6.2730307	0.159884477074524	0.00160559888564876
6.2915354	0.158848879640986	0.00159711165405901
6.3100396	0.158162902175359	0.00159061160845254
6.3285443	0.157108895861261	0.0015810031194497
6.347049	0.15606766918669	0.00157438163690308
6.3655532	0.155179384275746	0.0015657018582265
6.3840579	0.154188095809779	0.00155691241272009
6.402562	0.153391676629359	0.00155269086080792
6.4210668	0.152465775355814	0.00154428360338275
6.4395715	0.151308721985783	0.00153556241605893
6.4580756	0.151254481379409	0.00153689733013293
6.4765804	0.150210226693952	0.0015291278607301
6.4950851	0.149359748713961	0.00152181587274188
6.5135892	0.148394405377885	0.00151537040271675
6.532094	0.147454197748178	0.00150811153670507
6.5505987	0.146848447129083	0.00150749469822307
6.5691028	0.145993379732893	0.00150432149240613
6.5876076	0.14522689906843	0.00149416397890193
6.6061117	0.144844191300058	0.0015014551874387
6.6246164	0.144437057168377	0.00151144059185049
6.6431212	0.14367996164432	0.00150985348871014
6.6616253	0.142878462672295	0.00150735916116416
6.68013	0.142255916822965	0.00151014096331813
6.6986348	0.141887401181901	0.00151627453853094
6.7171389	0.141054714180345	0.00154053500518285
6.7356436	0.140130978027327	0.00154262659672644
6.7541478	0.139149143521993	0.00154136382012958
6.7726525	0.137143013534748	0.00155760586676508
6.7911572	0.137084066016693	0.00164773215309468
6.8096614	0.136182821624082	0.00170636256049183
6.8281661	0.136425163361154	0.00193047856244045
6.8466708	0.135122915539255	0.00235900132108445
