# Normalized	8004.0 eV	195
# q	I	Poisson error
# nm-1	cm-1	cm-1
1.474094802954485084e-01	3.434187316894531250e+01	1.514418915757994144e+00
1.635311411803850590e-01	3.961308670043945312e+01	9.299319913136954163e-01
1.796528020653215818e-01	4.869302368164062500e+01	8.291660939620906223e-01
1.957744629502581324e-01	5.819946289062500000e+01	7.981919110751043434e-01
2.118961238351946830e-01	5.857803726196289062e+01	7.114640859322259869e-01
2.280177847201312336e-01	4.516288375854492188e+01	5.484510037325661669e-01
2.441394456050677841e-01	2.698559761047363281e+01	3.692500083488873819e-01
2.602611064900043347e-01	1.441045188903808594e+01	2.565495498468453595e-01
2.763827673749408298e-01	7.832653999328613281e+00	1.802628181445672106e-01
2.925044282598774359e-01	4.910769462585449219e+00	1.379608254317264693e-01
3.086260891448139310e-01	3.702689170837402344e+00	1.176531459714955513e-01
3.247477500297504815e-01	3.264944076538085938e+00	1.068415928595025516e-01
3.408694109146870321e-01	3.135958433151245117e+00	9.886784425115843766e-02
3.569910717996235827e-01	3.103726863861083984e+00	9.481668952642220705e-02
3.731127326845601333e-01	2.959529399871826172e+00	8.967511978245233661e-02
3.892343935694966284e-01	2.682532548904418945e+00	8.253214121720477137e-02
4.053560544544332345e-01	2.328080415725708008e+00	7.447059465628033670e-02
4.214777153393697295e-01	1.972624182701110840e+00	6.668351075428811947e-02
4.375993762243063356e-01	1.649539709091186523e+00	5.936321692334593780e-02
4.537210371092428307e-01	1.374329328536987305e+00	5.284125934446051720e-02
4.698426979941794368e-01	1.129539728164672852e+00	4.676308069138408741e-02
4.859643588791159319e-01	9.346114993095397949e-01	4.144706110016073419e-02
5.020860197640524270e-01	7.817143797874450684e-01	3.698534361124301145e-02
5.182076806489890330e-01	6.618331074714660645e-01	3.334137416000681337e-02
5.343293415339255281e-01	5.659873485565185547e-01	3.023644752910290695e-02
5.504510024188621342e-01	4.869600832462310791e-01	2.822263406510503239e-02
5.665726633037986293e-01	4.237255752086639404e-01	2.648283905727353074e-02
5.826943241887352354e-01	3.662864565849304199e-01	2.456560797563051707e-02
5.988159850736717305e-01	3.195816576480865479e-01	2.282917073721347709e-02
6.149376459586082255e-01	2.793395519256591797e-01	2.113083173533288756e-02
6.310593068435448316e-01	2.467887252569198608e-01	1.963196869851974169e-02
6.471809677284813267e-01	2.198833674192428589e-01	1.839038867191167270e-02
6.633026286134179328e-01	1.977991461753845215e-01	1.732296278877150722e-02
6.794242894983544279e-01	1.807031184434890747e-01	1.644771390052741922e-02
6.955459503832910340e-01	1.645546406507492065e-01	1.529252052680431587e-02
7.116676112682275290e-01	1.508882194757461548e-01	1.415618654246388053e-02
7.277892721531641351e-01	1.364775151014328003e-01	1.317211797503440446e-02
7.439109330381006302e-01	1.212522983551025391e-01	1.220150854484311313e-02
7.600325939230372363e-01	1.065779402852058411e-01	1.129636473133588392e-02
7.761542548079737314e-01	9.382198005914688110e-02	1.044558086512659655e-02
7.922759156929103375e-01	8.092340826988220215e-02	9.554723021056494431e-03
8.083975765778468325e-01	7.070507109165191650e-02	8.803424989274874490e-03
8.245192374627833276e-01	6.159907579421997070e-02	8.105705780258286308e-03
8.406408983477199337e-01	5.455056950449943542e-02	7.529144168204918511e-03
8.567625592326564288e-01	4.882780835032463074e-02	7.033808728679723232e-03
8.728842201175930349e-01	4.496319219470024109e-02	6.670400575252601570e-03
8.890058810025295299e-01	4.248517006635665894e-02	6.409623777436266115e-03
9.051275418874661360e-01	4.011670872569084167e-02	6.160589122471647576e-03
9.212492027724026311e-01	3.770747408270835876e-02	5.909685614016619258e-03
9.373708636573391262e-01	3.522326797246932983e-02	5.651371016106537630e-03
9.534925245422757323e-01	3.222336620092391968e-02	5.349402257986531940e-03
9.696141854272122274e-01	2.959443815052509308e-02	5.074069897285642984e-03
9.857358463121488334e-01	2.660387381911277771e-02	4.760558231083149815e-03
1.001857507197085217e+00	2.323083020746707916e-02	4.405778351850354359e-03
1.017979168082021824e+00	2.055843360722064972e-02	4.104477041324904908e-03
1.034100828966958430e+00	1.788577996194362640e-02	3.790996167044998963e-03
1.050222489851894814e+00	1.592909730970859528e-02	3.545453892056024160e-03
1.066344150736831420e+00	1.472915057092905045e-02	3.379068609105787772e-03
1.082465811621768026e+00	1.330365519970655441e-02	3.182960437437722633e-03
1.098587472506704632e+00	1.265481859445571899e-02	3.078353651569774949e-03
1.114709133391641016e+00	1.196051109582185745e-02	2.968310810472123053e-03
1.130830794276577622e+00	1.124052144587039948e-02	2.856121076056900455e-03
1.146952455161514228e+00	1.044405065476894379e-02	2.734399367366498104e-03
1.163074116046450612e+00	9.742596186697483063e-03	2.673734280267842447e-03
1.179195776931387218e+00	9.375293739140033722e-03	2.640077788910607202e-03
1.195317437816323825e+00	9.221419692039489746e-03	2.615314260973002417e-03
1.211439098701260209e+00	9.109210222959518433e-03	2.597420335640303769e-03
1.227560759586196815e+00	1.010758709162473679e-02	2.736155646972648296e-03
1.243682420471133421e+00	1.144263148307800293e-02	2.910080597208171589e-03
1.259804081356070027e+00	1.188680808991193771e-02	2.962707269457631309e-03
1.275925742241006411e+00	9.873481467366218567e-03	2.693815680106551383e-03
1.292047403125943017e+00	7.708294782787561417e-03	2.373795992136191069e-03
1.308169064010879623e+00	6.461171898990869522e-03	2.127906157014037344e-03
1.324290724895816007e+00	5.650806240737438202e-03	1.950808263827971028e-03
1.340412385780752613e+00	5.152683239430189133e-03	1.845381574754355542e-03
1.356534046665689219e+00	4.428238607943058014e-03	1.698691606235083621e-03
1.372655707550625825e+00	3.704174421727657318e-03	1.544058647312776360e-03
1.388777368435562209e+00	3.521688980981707573e-03	1.497370082424489797e-03
1.404899029320498816e+00	3.408310702070593834e-03	1.465947866325454513e-03
1.421020690205435422e+00	3.084674477577209473e-03	1.387443454374477636e-03
1.437142351090372028e+00	3.186736488714814186e-03	1.403590327408711170e-03
1.453264011975308412e+00	3.206917084753513336e-03	1.401640185589992597e-03
1.469385672860245018e+00	2.480834955349564552e-03	1.226699856553087721e-03
1.485507333745181624e+00	2.883522305637598038e-03	1.317199476105191530e-03
1.501628994630118008e+00	2.966789295896887779e-03	1.330265709891052372e-03
1.517750655515054614e+00	2.981388475745916367e-03	1.328129577087339445e-03
1.533872316399991220e+00	2.921670209616422653e-03	1.309005039375473389e-03
1.549993977284927826e+00	3.079560585319995880e-03	1.336636922510597847e-03
1.566115638169864210e+00	2.853395184502005577e-03	1.277619411564652170e-03
1.582237299054800816e+00	3.196120029315352440e-03	1.340166539023018117e-03
1.598358959939737423e+00	3.593147965148091316e-03	1.406739027685997324e-03
1.614480620824673807e+00	3.295556874945759773e-03	1.333574361926789667e-03
1.630602281709610413e+00	3.215323900803923607e-03	1.305660386690325097e-03
1.646723942594547019e+00	3.751964773982763290e-03	1.399088958564169601e-03
1.662845603479483625e+00	3.891439875587821007e-03	1.413553685543946815e-03
1.678967264364420009e+00	3.947236575186252594e-03	1.411189730346465790e-03
1.695088925249356615e+00	4.188002552837133408e-03	1.441653879641714708e-03
1.711210586134293221e+00	4.551350604742765427e-03	1.491428529263277890e-03
1.727332247019229605e+00	4.577365703880786896e-03	1.484796682848752618e-03
1.743453907904166211e+00	4.825127311050891876e-03	1.515582528088829520e-03
1.759575568789102817e+00	4.933314397931098938e-03	1.524506809186153321e-03
1.775697229674039423e+00	5.399483721703290939e-03	1.587266102056258130e-03
1.791818890558975808e+00	5.476013757288455963e-03	1.590820694279352276e-03
1.807940551443912414e+00	5.686056800186634064e-03	1.612658289916207247e-03
1.824062212328849020e+00	6.111714523285627365e-03	1.663988358134601761e-03
1.840183873213785404e+00	6.248640827834606171e-03	1.674390698185566212e-03
1.856305534098722010e+00	6.330973934382200241e-03	1.677529864264572972e-03
1.872427194983658616e+00	6.533334031701087952e-03	1.696042974068717648e-03
1.888548855868595222e+00	6.748467683792114258e-03	1.715591237984160407e-03
1.904670516753531606e+00	7.123133167624473572e-03	1.754613035412907768e-03
1.920792177638468212e+00	7.253209594637155533e-03	1.762581533845141313e-03
1.936913838523404818e+00	7.627653889358043671e-03	1.799570434129214250e-03
1.953035499408341202e+00	8.068257942795753479e-03	1.843120772496713040e-03
1.969157160293277808e+00	8.081555366516113281e-03	1.836227017293677729e-03
1.985278821178214415e+00	8.678812533617019653e-03	1.895434745684739745e-03
2.001400482063151021e+00	8.827013894915580750e-03	1.903010347057671348e-03
2.017522142948087627e+00	8.982226252555847168e-03	1.911810844160364122e-03
2.033643803833024233e+00	9.302999824285507202e-03	1.937323115875084828e-03
2.049765464717960839e+00	9.501587599515914917e-03	1.949903188106436036e-03
2.065887125602897445e+00	9.788768365979194641e-03	1.970876647347093343e-03
2.082008786487833607e+00	9.940163232386112213e-03	1.978094583095913253e-03
2.098130447372770213e+00	1.018650643527507782e-02	1.994508212787663663e-03
2.114252108257706819e+00	1.075724605470895767e-02	2.041906814181544249e-03
2.130373769142643425e+00	1.092562451958656311e-02	2.049416614221952898e-03
2.146495430027580031e+00	1.087177824229001999e-02	2.035555491686271649e-03
