# 223_TestPorod	Resonant
# q	I-Resonant
# nm-1	cm-1
1.534133333808537225e-01	1.294891871734177025e-01
1.701380348948052235e-01	1.248860270029626129e-01
1.868627364087566967e-01	1.882310643794795624e-01
2.035874379227081976e-01	1.815192944697069100e-01
2.203121394366596708e-01	2.199240254931729699e-01
2.370368409506111718e-01	1.571936259714624973e-01
2.537615424645626727e-01	1.153094992657684170e-01
2.704862439785141737e-01	1.040973811811163607e-01
2.872109454924656191e-01	7.189249343826627225e-02
3.039356470064171756e-01	5.649712946408385478e-02
3.206603485203686210e-01	3.832250551989980353e-02
3.373850500343201220e-01	2.531301173578667102e-02
3.541097515482716229e-01	1.415272549391305944e-02
3.708344530622230684e-01	1.017766672366666320e-02
3.875591545761746248e-01	6.585967814087969642e-03
4.042838560901260703e-01	5.700059189481853326e-03
4.210085576040775712e-01	4.577493197486405888e-03
4.377332591180290722e-01	4.549139200738137705e-03
4.544579606319805731e-01	2.352101849674845344e-03
4.711826621459320186e-01	2.727763392550728704e-03
4.879073636598835195e-01	2.428044525821266598e-03
5.046320651738349650e-01	2.518519987591731797e-03
5.213567666877865214e-01	2.776146025844050593e-03
5.380814682017380779e-01	2.969501840022450729e-03
5.548061697156895233e-01	2.885124483603273508e-03
5.715308712296409688e-01	2.442670356491283192e-03
5.882555727435925252e-01	2.349267290957788180e-03
6.049802742575439707e-01	2.066085375194128427e-03
6.217049757714954161e-01	2.094536619468890387e-03
6.384296772854469726e-01	1.971090271820829295e-03
6.551543787993984180e-01	1.758234544786546833e-03
6.718790803133499745e-01	1.439592336914118087e-03
6.886037818273014199e-01	1.604328018060797783e-03
7.053284833412528654e-01	1.245784920104759308e-03
7.220531848552044218e-01	1.273866021136811719e-03
7.387778863691558673e-01	8.940210575018546751e-04
7.555025878831074237e-01	9.008749134284275897e-04
7.722272893970588692e-01	7.575213757027943282e-04
7.889519909110103146e-01	7.840403713894596128e-04
8.056766924249618711e-01	5.630318674990979167e-04
8.224013939389133165e-01	3.403600290481914787e-04
8.391260954528648730e-01	3.287280868210121047e-04
8.558507969668163184e-01	4.645193734965906863e-04
8.725754984807677639e-01	1.733873876197850907e-04
8.893001999947193204e-01	4.034243034302500476e-04
9.060249015086707658e-01	5.816689390582096934e-04
9.227496030226223223e-01	5.547154199457293450e-04
9.394743045365737677e-01	4.166955335254194487e-04
9.561990060505253242e-01	2.506916601701802841e-04
9.729237075644767696e-01	4.301663948792181923e-04
9.896484090784282150e-01	2.608628578550044232e-04
1.006373110592379660e+00	4.396227483904090790e-04
1.023097812106331217e+00	4.843569093640117946e-04
1.039822513620282773e+00	2.893607570367172843e-04
1.056547215134234108e+00	2.870727634303656692e-04
1.073271916648185664e+00	3.737794974180422893e-05
1.089996618162137221e+00	1.917231719403813194e-04
1.106721319676088555e+00	5.274084588571491386e-05
1.123446021190040334e+00	4.942675438538289448e-05
1.140170722703991668e+00	1.170906567527499808e-04
1.156895424217943003e+00	1.658870596066648248e-04
1.173620125731894781e+00	6.478690070710290923e-05
1.190344827245846115e+00	1.856836363051452563e-04
1.207069528759797450e+00	1.038239690208080514e-04
1.223794230273749228e+00	5.767704481138081948e-05
