# 223_8004.0_eV_Tif_401.dat	c0_Subtracted c0=	0.03497916242427224
# q	I	Poisson error
# nm-1	cm-1	cm-1
1.474094827239109673e-01	6.262252205827885376e+01	2.081195059584137752e+00
1.635311436027687693e-01	5.739047402361088501e+01	1.139597092147794699e+00
1.796528044816265435e-01	5.175250405290776001e+01	8.554588177650065406e-01
1.957744653604843177e-01	4.596867150285893189e+01	6.924973809211883990e-01
2.118961262393421197e-01	3.974629754045658814e+01	5.628381021456239086e-01
2.280177871181999216e-01	3.429128045061283814e+01	4.634763052844022013e-01
2.441394479970576958e-01	2.934883660295658814e+01	3.863235011335519054e-01
2.602611088759154701e-01	2.452706307390385376e+01	3.473510276757129644e-01
2.763827697547732720e-01	2.019819992998295533e+01	3.070686308699372424e-01
2.925044306336310740e-01	1.638304299333744751e+01	2.693556195304587786e-01
3.086260915124888760e-01	1.311992711046391058e+01	2.359911072313155278e-01
3.247477523913466224e-01	1.036110180833988714e+01	2.011344971324418029e-01
3.408694132702044244e-01	8.078975381643109799e+00	1.659984907045667368e-01
3.569910741490622264e-01	6.210069837362104828e+00	1.385847516140687741e-01
3.731127350279199728e-01	4.662587346822554046e+00	1.150335326868319880e-01
3.892343959067777748e-01	3.441697540075117523e+00	9.475803638144654484e-02
4.053560567856355767e-01	2.511313142568403656e+00	7.798376645935398144e-02
4.214777176644933787e-01	1.808758439809614593e+00	6.418879850989557545e-02
4.375993785433511807e-01	1.295953454763227874e+00	5.286414524132253268e-02
4.537210394222089271e-01	9.442938587968886521e-01	4.409593544175746671e-02
4.698427003010667291e-01	7.064980886285842088e-01	3.741282733116253756e-02
4.859643611799245311e-01	5.603402278726637986e-01	3.267029905299928538e-02
5.020860220587822775e-01	4.760904929941237596e-01	2.957449255393578696e-02
5.182076829376400795e-01	4.334712944334090379e-01	2.780266077750274956e-02
5.343293438164978815e-01	4.121319673364699510e-01	2.670709413251794520e-02
5.504510046953556834e-01	4.051883242433608201e-01	2.674690222858026878e-02
5.665726655742134854e-01	4.044415078466475633e-01	2.695858522232728524e-02
5.826943264530712874e-01	3.979519627397597459e-01	2.676284146302957898e-02
5.988159873319289783e-01	3.889296970670760301e-01	2.640079273740961185e-02
6.149376482107868913e-01	3.756167612379134324e-01	2.576708489531426977e-02
6.310593090896445823e-01	3.553244493310988572e-01	2.485828190830618664e-02
6.471809699685023842e-01	3.305574677293837693e-01	2.388768010578458043e-02
6.633026308473601862e-01	3.046410999601424363e-01	2.287296419817186344e-02
6.794242917262179882e-01	2.760793886488021043e-01	2.173969150441160819e-02
6.955459526050757901e-01	2.450788042848647263e-01	2.009137302403257719e-02
7.116676134839335921e-01	2.184814832513869431e-01	1.847198767939646838e-02
7.277892743627913941e-01	1.927397123878539231e-01	1.712522233846404049e-02
7.439109352416490850e-01	1.701886228626311448e-01	1.597396812420032522e-02
7.600325961205068870e-01	1.499947629278243211e-01	1.497856739484517037e-02
7.761542569993646890e-01	1.330907515590727952e-01	1.407325844205409293e-02
7.922759178782224909e-01	1.184016636913359788e-01	1.324664407301786619e-02
8.083975787570802929e-01	1.072424820964873460e-01	1.257865847096915207e-02
8.245192396359380949e-01	9.751238146477347879e-02	1.198192893070418145e-02
8.406409005147958968e-01	8.967095831089622049e-02	1.147616455155091482e-02
8.567625613936535878e-01	8.328886547737723856e-02	1.104238125052757653e-02
8.728842222725113897e-01	7.773048648291236429e-02	1.065499496049954371e-02
8.890058831513691917e-01	7.366988280468589334e-02	1.034237650453631412e-02
9.051275440302269937e-01	6.895286807470923929e-02	1.000527721036121274e-02
9.212492049090847956e-01	6.568432071858054666e-02	9.744559580192529297e-03
9.373708657879425976e-01	6.251155057602530984e-02	9.490619438396309324e-03
9.534925266668003996e-01	5.890813687496787576e-02	9.219940495730622604e-03
9.696141875456582016e-01	5.567176112585670023e-02	8.969487363903856647e-03
9.857358484245160035e-01	5.292822638207084207e-02	8.744490829395618753e-03
1.001857509303373694e+00	4.981956103497153787e-02	8.510730553892542280e-03
1.017979170182231385e+00	4.731251516991263895e-02	8.307037452133608085e-03
1.034100831061089298e+00	4.492650398665076761e-02	8.110525889589827522e-03
1.050222491939947211e+00	4.268939265661841898e-02	7.927634654421891053e-03
1.066344152818804902e+00	4.062739977293616800e-02	7.754026833768745686e-03
1.082465813697662593e+00	3.890951195412284402e-02	7.600393278455790103e-03
1.098587474576520506e+00	3.700516590529090433e-02	7.439376219337482353e-03
1.114709135455378197e+00	3.530889967136985330e-02	7.292064321124393581e-03
1.130830796334235888e+00	3.389571079664832620e-02	7.165737043354486815e-03
1.146952457213093801e+00	3.240800121479636697e-02	7.041157291552166235e-03
1.163074118091951714e+00	3.103170761519080667e-02	7.054712280519788263e-03
1.179195778970809405e+00	2.991446325235969095e-02	7.039932680622976863e-03
1.195317439849667096e+00	2.902703204804069070e-02	6.983145856136942220e-03
1.211439100728525009e+00	2.808013030939704446e-02	6.925451940050043019e-03
1.227560761607382700e+00	2.708573111944800882e-02	6.866582046991067702e-03
1.243682422486240613e+00	2.636534193211204080e-02	6.819145617268360104e-03
1.259804083365098304e+00	2.531150946074134378e-02	6.750360234897937427e-03
1.275925744243956217e+00	2.440593609266883401e-02	6.688573702325523000e-03
1.292047405122813908e+00	2.370922112517959146e-02	6.637608681713567244e-03
1.308169066001671821e+00	2.309745395236617593e-02	6.470476288180601956e-03
1.324290726880529512e+00	2.259351158195144205e-02	6.319718845884345418e-03
1.340412387759387203e+00	2.172613361530906229e-02	6.214956641637181534e-03
1.356534048638245116e+00	2.114327842050200967e-02	6.142371403527802087e-03
1.372655709517102807e+00	2.079787322931891946e-02	6.089214929095264177e-03
1.388777370395960720e+00	2.055593052559501199e-02	6.044121234001923262e-03
1.404899031274818411e+00	1.992159554415351419e-02	5.980721435419012084e-03
1.421020692153676324e+00	1.930182644777900247e-02	5.917677555133622758e-03
1.437142353032534015e+00	1.892652207666045694e-02	5.868999918271629486e-03
1.453264013911391705e+00	1.837044054322845010e-02	5.811831391291869507e-03
1.469385674790249618e+00	1.798698896222716836e-02	5.766121984682137831e-03
1.485507335669107309e+00	1.750368470006591348e-02	5.714321188699002241e-03
1.501628996547965222e+00	1.716113308125144510e-02	5.670417034038269244e-03
1.517750657426822913e+00	1.641687968426353006e-02	5.606402583542540591e-03
1.533872318305680826e+00	1.621272632532722024e-02	5.571225881242020291e-03
1.549993979184538517e+00	1.580212482863074808e-02	5.518021005548735640e-03
1.566115640063396208e+00	1.550693655067092447e-02	5.464896717540081508e-03
1.582237300942254121e+00	1.528539726191169290e-02	5.403305355601632949e-03
1.598358961821111812e+00	1.473126778059608011e-02	5.317993056006678487e-03
1.614480622699969725e+00	1.450444975548392801e-02	5.254055900712584042e-03
1.630602283578827416e+00	1.441114240937835245e-02	5.203987554485243507e-03
1.646723944457685329e+00	1.416826093249923257e-02	5.147422364413606517e-03
1.662845605336543020e+00	1.396755719237929849e-02	5.095966753938373055e-03
1.678967266215400933e+00	1.367258125596648721e-02	5.036244581196140310e-03
1.695088927094258624e+00	1.358994314127570657e-02	4.990197492346547248e-03
1.711210587973116315e+00	1.338986524992591409e-02	4.940821745310560419e-03
1.727332248851974228e+00	1.311858215981132059e-02	4.891225161176055922e-03
1.743453909730831919e+00	1.273295873456603555e-02	4.842265255108732860e-03
1.759575570609689832e+00	1.287163639121657877e-02	4.824218294442603888e-03
1.775697231488547523e+00	1.264196851902610330e-02	4.787923378943389173e-03
1.791818892367405436e+00	1.258041182213431863e-02	4.761918277862038466e-03
1.807940553246263127e+00	1.240596020274764566e-02	4.728015966096056795e-03
1.824062214125121040e+00	1.204706573539382486e-02	4.686148898830668104e-03
1.840183875003978731e+00	1.178921976738578348e-02	4.650260665454586211e-03
1.856305535882836422e+00	1.180350625568038492e-02	4.629359625332602965e-03
1.872427196761694335e+00	1.171543294244414835e-02	4.602610841152623283e-03
1.888548857640552026e+00	1.154344001465446024e-02	4.571828421917509613e-03
1.904670518519409939e+00	1.121176251822120218e-02	4.533657037487794951e-03
1.920792179398267630e+00	1.100008034759170084e-02	4.502511645570119771e-03
1.936913840277125542e+00	1.102567681723243265e-02	4.483169454309661461e-03
1.953035501155983233e+00	1.083536291175490884e-02	4.454018448939000251e-03
1.969157162034840924e+00	1.085106873565322427e-02	4.434731485286566056e-03
1.985278822913698837e+00	1.053869569354659586e-02	4.400489221573354766e-03
2.001400483792556528e+00	1.061245644145614175e-02	4.384320086417371233e-03
2.017522144671414441e+00	1.031734639459258585e-02	4.351683076177666892e-03
2.033643805550272354e+00	1.036994749360686807e-02	4.335015531960697936e-03
2.049765466429129823e+00	1.018475213699943094e-02	4.307985640369043669e-03
2.065887127307987736e+00	9.933011919790568633e-03	4.277181410424232486e-03
2.082008788186845649e+00	9.790452510649028106e-03	4.252920294880176144e-03
2.098130449065703118e+00	9.832443982893290801e-03	4.237660218052494328e-03
2.114252109944561031e+00	9.691657811933818145e-03	4.213664285422163112e-03
2.130373770823418944e+00	9.748107135826411529e-03	4.198961777493515936e-03
2.146495431702276413e+00	9.587461442285838409e-03	4.173529461299667342e-03
2.162617092581134770e+00	9.528940856987300201e-03	4.154692504717559173e-03
2.178738753459992239e+00	9.454714447790446563e-03	4.134368756427785237e-03
2.194860414338849708e+00	9.503623784118953033e-03	4.120854202491189798e-03
2.210982075217708065e+00	9.214667916828456207e-03	4.090823597272788895e-03
2.227103736096565534e+00	9.116391033464732452e-03	4.070706141598728726e-03
2.243225396975423003e+00	9.051570982271495147e-03	4.052138609370186523e-03
2.259347057854281360e+00	8.808596373134913726e-03	4.025022490558798072e-03
2.275468718733138829e+00	8.975653291279139800e-03	4.017803190525276458e-03
2.291590379611997186e+00	8.712435454660716339e-03	3.990574821768843282e-03
2.307712040490854655e+00	8.687703252369227691e-03	3.969717771989983435e-03
2.323833701369712124e+00	8.675361365610423370e-03	3.951143252381672695e-03
2.339955362248570481e+00	8.562790543371501251e-03	3.931226025052235798e-03
2.356077023127427950e+00	8.610030949646296783e-03	3.919124234570658429e-03
2.372198684006285418e+00	8.442541897827449127e-03	3.897395325961580323e-03
2.388320344885143776e+00	8.431857765251460357e-03	3.912126441177576387e-03
2.404442005764001244e+00	8.459864497715297027e-03	3.947741521790232820e-03
2.420563666642858713e+00	8.318348169857325836e-03	3.954165546740134006e-03
2.436685327521717070e+00	8.316671789223017974e-03	3.963574718563127493e-03
2.452806988400574539e+00	8.154252857500376983e-03	3.962797292685965415e-03
2.468928649279432896e+00	8.172476977640452667e-03	3.968775709318797182e-03
2.485050310158290365e+00	8.212985784345927520e-03	3.973004080955800689e-03
2.501171971037147834e+00	8.147022069031062408e-03	3.972240851941100277e-03
2.517293631916006191e+00	7.911166489654841705e-03	3.961660970809592099e-03
2.533415292794863660e+00	8.022735208803477569e-03	3.943098790140177161e-03
2.549536953673721129e+00	7.951012194687190338e-03	3.884848146283963882e-03
2.565658614552579486e+00	7.835300952726664825e-03	3.850195176750348999e-03
2.581780275431436955e+00	7.845832348400416656e-03	3.824496585641632990e-03
2.597901936310294424e+00	7.807882816129985137e-03	3.800706117150025841e-03
2.614023597189152781e+00	7.832454830938639923e-03	3.782004977762443328e-03
2.630145258068010250e+00	7.891739100748362823e-03	3.765987991696770863e-03
2.646266918946867719e+00	7.667379767233195587e-03	3.737912026762890434e-03
2.662388579825726076e+00	7.650530279213252349e-03	3.720896157566582190e-03
2.678510240704583545e+00	7.591104448372187896e-03	3.702031011316802688e-03
2.694631901583441902e+00	7.514750898414912506e-03	3.683599490812025212e-03
