# 223_TestPorod	Resonant
# q	I-Resonant
# nm-1	cm-1
1.529343905150668814e-01	3.548779898025190005e-01
1.690422045072300372e-01	2.339081461580702626e-01
1.851500184993932208e-01	2.181294979006977441e-01
2.012578324915563766e-01	1.405712558259058498e-01
2.173656464837195323e-01	1.790781868444465963e-01
2.334734604758826881e-01	1.457546563981866883e-01
2.495812744680458439e-01	1.009965615446697246e-01
2.656890884602089997e-01	6.791457682525110784e-02
2.817969024523722110e-01	5.199954476412109450e-02
2.979047164445353113e-01	4.775469450972153612e-02
3.140125304366985226e-01	3.779430475733382144e-02
3.301203444288616784e-01	2.810479194008350806e-02
3.462281584210248342e-01	2.284005965363617580e-02
3.623359724131879900e-01	1.481293700849872774e-02
3.784437864053511458e-01	8.914096607475158543e-03
3.945516003975143571e-01	7.523900511059651228e-03
4.106594143896774574e-01	5.660837342612643278e-03
4.267672283818406687e-01	2.279294491299945456e-03
4.428750423740037689e-01	1.133900573835275923e-03
4.589828563661669802e-01	1.135366544303394740e-03
4.750906703583300805e-01	4.960175843898190521e-04
4.911984843504932918e-01	1.343811132106178142e-04
5.073062983426565031e-01	1.800992115685278588e-04
5.234141123348196034e-01	5.099256971748646538e-04
5.395219263269828147e-01	2.482249921420574888e-04
5.556297403191459150e-01	7.415322483065341216e-04
5.717375543113091263e-01	1.200362581553612949e-03
5.878453683034722266e-01	5.879515440006163321e-04
6.039531822956354379e-01	7.132062065653056336e-04
6.200609962877986492e-01	1.031891231729357549e-03
6.361688102799617495e-01	6.610592952408329490e-04
6.522766242721249608e-01	5.508569225343826117e-04
6.683844382642880610e-01	8.358473578511412113e-04
6.844922522564512724e-01	3.675406447322796845e-04
7.006000662486143726e-01	-5.476730372809904686e-05
7.167078802407775839e-01	6.568307790812812162e-04
7.328156942329406842e-01	7.155839129514312462e-04
7.489235082251038955e-01	5.776689057646684951e-04
7.650313222172669958e-01	6.174156388342203969e-04
7.811391362094302071e-01	4.516203554809379963e-04
7.972469502015933074e-01	2.350019654474099873e-04
8.133547641937565187e-01	3.489368639017849014e-04
8.294625781859197300e-01	5.055051143867171588e-05
8.455703921780828303e-01	5.461008364776993141e-05
8.616782061702460416e-01	2.839537139617871216e-05
8.777860201624091419e-01	-3.930035398925980672e-05
