# 223_8330.0_eV_Tif_473_Norm.dat	c0_Subtracted c0=	0.03469018637154041
# q	I	Poisson error
# nm-1	cm-1	cm-1
1.534133333808537225e-01	4.533279104531791148e+01	1.752482157349053438e+00
1.701916152350436418e-01	4.144067831338431773e+01	9.514880788009786317e-01
1.869698970892335610e-01	3.714907141030814586e+01	7.093274737863016766e-01
2.037481789434235080e-01	3.274874182046439586e+01	5.705321405873656770e-01
2.205264607976133995e-01	2.804020757974173961e+01	4.604059865664347773e-01
2.373047426518033465e-01	2.395171995461966929e+01	3.764829024350902498e-01
2.540830245059932935e-01	2.030293531716849742e+01	3.118392139779056493e-01
2.708613063601831850e-01	1.674082632363822398e+01	2.788536120428808385e-01
2.876395882143730764e-01	1.358666773141410467e+01	2.450017327268965983e-01
3.044178700685630234e-01	1.085025377572562810e+01	2.135254780593006108e-01
3.211961519227529704e-01	8.539322569976116384e+00	1.857422176644454859e-01
3.379744337769428619e-01	6.625298216948771746e+00	1.571037063468183337e-01
3.547527156311328089e-01	5.060071185241008074e+00	1.284148460113661849e-01
3.715309974853227004e-01	3.805074408660197971e+00	1.061922757095846576e-01
3.883092793395126474e-01	2.798711732039714573e+00	8.742976807018056074e-02
4.050875611937025389e-01	2.023977950225139377e+00	7.147089540606119118e-02
4.218658430478924859e-01	1.445793941626811741e+00	5.838197165455299986e-02
4.386441249020824329e-01	1.022326901564861057e+00	4.780599073052561182e-02
4.554224067562723244e-01	7.196799069741016686e-01	3.921791396127756457e-02
4.722006886104622714e-01	5.226822048523670494e-01	3.284155529791873973e-02
4.889789704646521629e-01	3.939331024983173668e-01	2.812816945300669613e-02
5.057572523188420544e-01	3.177456706860309898e-01	2.488963687771899094e-02
5.225355341730320013e-01	2.764140516617542565e-01	2.286910623896774852e-02
5.393138160272219483e-01	2.560106963017231285e-01	2.171836385337578765e-02
5.560920978814118953e-01	2.458746284344440758e-01	2.098386206782952221e-02
5.728703797356018423e-01	2.396268397667652428e-01	2.094376053439935340e-02
5.896486615897917893e-01	2.364254146912342369e-01	2.100217519996865068e-02
6.064269434439816253e-01	2.278541475632435143e-01	2.066651079987034956e-02
6.232052252981715723e-01	2.181512266495472252e-01	2.021467900941070067e-02
6.399835071523614083e-01	2.059208452799564659e-01	1.955207567927225165e-02
6.567617890065513553e-01	1.903671026327854454e-01	1.870891558256203638e-02
6.735400708607413023e-01	1.737301200726276695e-01	1.787891852488022321e-02
6.903183527149312493e-01	1.575696021416431725e-01	1.706101848953329655e-02
7.070966345691211963e-01	1.400880068638569176e-01	1.615869760116348669e-02
7.238749164233111433e-01	1.238591969111210306e-01	1.499459288060483488e-02
7.406531982775009793e-01	1.096358299353367288e-01	1.382879053274953252e-02
7.574314801316909262e-01	9.740428627517284943e-02	1.294604932366444708e-02
7.742097619858808732e-01	8.677137644078793122e-02	1.220538624086536100e-02
7.909880438400708202e-01	7.804324478890957428e-02	1.161923104717975733e-02
8.077663256942606562e-01	7.009234280374111725e-02	1.104670104756815333e-02
8.245446075484506032e-01	6.395652891185345246e-02	1.056642326119069421e-02
8.413228894026405502e-01	5.967269093778194977e-02	1.019581422352374214e-02
8.581011712568304972e-01	5.579160154845776154e-02	9.857499150296298446e-03
8.748794531110204442e-01	5.239423365380825592e-02	9.552470592908810995e-03
8.916577349652102802e-01	4.927375913646282746e-02	9.267679485819255505e-03
9.084360168194002272e-01	4.681857676293911530e-02	9.027710540418882809e-03
9.252142986735901742e-01	4.506606609609188629e-02	8.830258745914899843e-03
9.419925805277801212e-01	4.242250324275555207e-02	8.589495359203362310e-03
9.587708623819700682e-01	4.066204280641140534e-02	8.403763115813327536e-03
9.755491442361599042e-01	3.931083531167568756e-02	8.243351797017650986e-03
9.923274260903498512e-01	3.722596169498028351e-02	8.045695170388743322e-03
1.009105707944539798e+00	3.591673822190823151e-02	7.894373704300142180e-03
1.025883989798729745e+00	3.438331932809414460e-02	7.731024176649271135e-03
1.042662271652919692e+00	3.282451630618633820e-02	7.575332417799941938e-03
1.059440553507109417e+00	3.194766492631496979e-02	7.458361737197559231e-03
1.076218835361299586e+00	3.052072227981152130e-02	7.310994761531853549e-03
